Artista,Biografia,Listeners,Playcount,Artistas Similares
Grateful Dead,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California. The band is known for its eclectic style, which fused elements of rock, folk, country, jazz, bluegrass, blues, gospel, and psychedelic rock; for live performances of lengthy instrumental jams; and for its devoted fan base, known as ""Deadheads."" ""Their music,"" writes Lenny Kaye, ""touches on ground that most other groups don't even know exists."" These various influences <a href=""https://www.last.fm/music/Grateful+Dead"">Read more on Last.fm</a>",1271493,54220818,Jerry Garcia Band
Ozzy Osbourne,"John Michael ""Ozzy"" Osbourne (born 3 December 1948) is an English singer, songwriter, and television personality. He rose to prominence during the 1970s as the lead vocalist of the heavy metal band Black Sabbath, during which period he adopted the nickname ""Prince of Darkness"". Born and raised in Birmingham, Osbourne became a founding member of Black Sabbath in 1967, and sang on every album from their debut in 1970 to Never Say Die! in 1978. The band was highly influential on the development of heavy metal music <a href=""https://www.last.fm/music/Ozzy+Osbourne"">Read more on Last.fm</a>",2511144,69631352,Black Sabbath
Russell Dickerson,"Russell Dickerson was born May 7, 1987. Union City, Tennessee is an American pop music singer and songwriter from Nashville, Tennessee. He earned a music degree from Belmont University and signed with Creative Artists Agency in 2010. In 2011, he released an extended play, Die to Live Again, and opened for David Nail. He toured with Canaan Smith in 2015.
In 2015, he released the single ""Yours"". The song has sold 105,000 copies since August 15, 2016. <a href=""https://www.last.fm/music/Russell+Dickerson"">Read more on Last.fm</a>",131851,1919429,Jordan Davis
MISSIO,"Matthew Brue. 

Missio: (miss-ee-o) - Latin for ""mission."" Inspired by the words ""All are from the dust, and to the dust all return,"" Missio seeks purity in broken things through minimalistic songwriting. 

The art of creating has become something that continues to show him that beauty and purity are found in all aspects of life. In times of emotional distress, he write songs. In times of invigorating happiness, he write songs. There has become an <a href=""https://www.last.fm/music/MISSIO"">Read more on Last.fm</a>",393811,8109874,8 Graves
AC/DC,"AC/DC is an Australian rock band formed in Sydney in 1973 by Scottish-born brothers Malcolm and Angus Young. Their music has been variously described as hard rock, blues rock, and heavy metal, but the band calls it simply ""rock and roll"".

AC/DC underwent several line-up changes before releasing their first album, 1975's High Voltage. Membership subsequently stabilised around the Young brothers, singer Bon Scott, drummer Phil Rudd, and bassist Mark Evans. <a href=""https://www.last.fm/music/AC%2FDC"">Read more on Last.fm</a>",3974109,186247958,Ozzy Osbourne
Marcus King,"Marcus King is an American singer, songwriter, and guitarist. He also fronts The Marcus King Band.  <a href=""https://www.last.fm/music/Marcus+King"">Read more on Last.fm</a>",97033,907322,Tedeschi Trucks Band
Silverstein,"Silverstein is a post-hardcore band from Burlington, Ontario, Canada; formed in 2000. The band name was taken from the famous children's author Shel Silverstein.

After several lineup changes, the band acquired Billy Hamilton, a local fan who learned of the band's need for a bassist on the Internet message board ""The 905 Board"" (an Ontario area outreach board which used to be for local musicians). In Christmas of 2001, he joined the band after Shane Told helped him learn the music for the songs. <a href=""https://www.last.fm/music/Silverstein"">Read more on Last.fm</a>",958885,42195972,Senses Fail
Self Deception,"Self Deception is a Stockholm based rock band, formed in 2005 by Andreas Clark and Erik Eklund.

The band consists of four hard working tightly bound friends, with high ambition and a big passion for the music they play and love. Influenced mostly from 90's music like westcoast rock, grunge and hardrock.

Band members:
• Andreas Olsson - guitar, lead vocals
• Erik Eklund - drummer
• Gabriel Rauhofer - guitar, backup vocals
• Patrik Hallgren - bass, backup vocals <a href=""https://www.last.fm/music/Self+Deception"">Read more on Last.fm</a>",107383,2237461,Enmy
The Happy Fits,"The Happy Fits is an American trio comprising Calvin Langman, Ross Monteith, and Luke Davis. 

National fencer Monteith and orchestra nerd Langman didn't exactly get along in high school.  However, a chance conversation about the success of Youtube cover bands brought the two together.  Their mix of rocking guitars and electric cello created a unique dynamic, blending their love of rock artists like The Black Keys and folk bands like The Violent Femmes. <a href=""https://www.last.fm/music/The+Happy+Fits"">Read more on Last.fm</a>",318133,8674050,Phoneboy
Eve,"There are at least five artists using this name:
1. Eve - The Japanese singer (Utaite)
2. Eve Ai - The Taiwanese Singer
3. Jarkko Eve - The Finnish singer - songwriter - base player - guitarist
4. EVE - Brazilian girl group
5.  Eve - The American rapper, songwriter from Philadelphia.

1. Eve (いぶ ibu), also known as Keitora (けいとら) and Kurowa (クロわ), is mostly known as an utaite on the platforms Niconico and YouTube. In recent years, he has also composed original works. <a href=""https://www.last.fm/music/Eve"">Read more on Last.fm</a>",1342853,34257827,Creepy Nuts
Michael Ray,"Michael Ray Roach (born April 29, 1988), Eustis, Florida, USA, better known as Michael Ray, is an American country music singer and composer. He signed a contract with Warner Music Nashville, for which he released his first single, ""Kiss You in the Morning."" The song has reached No. 1 in Country Airplay. Before the release of this single, Ray was led by John Rich of Big & Rich in the singing competition The Next: Fame Is at Your Doorstep, which he won. He and Rich co-wrote the Big & Rich single in 2015, ""Run Away with You."" <a href=""https://www.last.fm/music/Michael+Ray"">Read more on Last.fm</a>",69357,810819,Chris Young
Iration,"There are multiple artists/bands with the name Iration:

(1) Iration is a rock/reggae band originally from Hawaii but have since relocated to Santa Barbara, CA, US. In 2007, they recorded and released their first full length album ""No Time for Rest"" at Castaway 7 Studios in Ventura, Ca, which featured one of the last recorded performances by reggae legend Mikey Dread. Their single “Cookie Jar” reached number one in Hawaii on 93.9 DaBeat and was featured on Fuel TV’s Triple Crown of Surfing recap. <a href=""https://www.last.fm/music/Iration"">Read more on Last.fm</a>",227114,3001057,Rebelution
James Taylor,"
James Vernon Taylor (born March 12, 1948) is an American singer-songwriter and guitarist. A five-time Grammy Award winner, he was inducted into the Rock and Roll Hall of Fame in 2000. He is one of the best-selling music artists of all time, having sold more than 100 million records worldwide.

Taylor achieved his breakthrough in 1970 with the No. 3 single ""Fire and Rain"" and had his first No. 1 hit the following year with ""You've Got a Friend"", a recording of Carole King's classic song. <a href=""https://www.last.fm/music/James+Taylor"">Read more on Last.fm</a>",1292808,20123428,Jackson Browne
All Time Low,"All Time Low is an American pop punk band formed in Baltimore, Maryland, United States in 2003. When Alex Gaskarth (lead vocals, rhythm guitar, keyboards) was in middle school, he was moved from private school to public school, where he met Jack Barakat (lead guitar, backing vocals), and put the band together; later recruiting Rian Dawson (drums, percussion), and Zack Merrick (bass guitar, backing vocals). The band's name came from a line in the New Found Glory song Head On Collision. <a href=""https://www.last.fm/music/All+Time+Low"">Read more on Last.fm</a>",2080448,102443574,Simple Creatures
No Cigar," <a href=""https://www.last.fm/music/No+Cigar"">Read more on Last.fm</a>",19422,192327,Dear Sunday
Adelitas Way,"Adelitas Way is a rock band from Las Vegas, Nevada formed in 2005. Their first single, Invincible, is the official theme song of WWE Superstars on WGN America, which first aired on April 16 2009. Since Invincible became so successful on the show, Adelitas Way were approached by the WWE staff and asked to write a song for the tag-team Legacy featuring Randy Orton. A New Day was penned and recorded and is now the entrance theme for Legacy. Invincible <a href=""https://www.last.fm/music/Adelitas+Way"">Read more on Last.fm</a>",403351,7083891,Art of Dying
Lime Cordiale,"Lime Cordiale are an Australian pop rock group formed in 2009. It consists of brothers Oli and Louis Leimbach, with additional members James Jennings on drums, Felix Bornholt on the keyboard and Nicholas Polovineo on trombone and guitar. Occasionally joined by Jackson on stage, their guitar tech who is also an avid musician. 
Oliver and Louis Leimbach started playing music together as brothers later in life, when they could stay put in the same room without giving each other dead-arms. <a href=""https://www.last.fm/music/Lime+Cordiale"">Read more on Last.fm</a>",277225,6229075,Spacey Jane
BABYMETAL,"Babymetal (stylized BABYMETAL) is a Japanese Kawaii Metal group that was initially formed in 2010 in Tokyo, Japan as a subunit of the female idol group Sakura Gakuin (さくら学院). Their concept is a fusion of Metal, j-pop, and idol.

The band currently consists of Suzuka Nakamoto 中元すず香 (aka Su-Metal), Moa Kikuchi 菊地最愛 (aka Moametal), and Momoko Okazaki 岡崎 百々子 (aka Momometal). These girls and their group are managed by the Amuse talent agency. <a href=""https://www.last.fm/music/BABYMETAL"">Read more on Last.fm</a>",643085,37558207,Ladybaby
Bon Iver,"
Bon Iver is a Grammy Award winning  folk band from Eau Claire, Wisconsin, United States, and one of Justin Vernon's current and most notable music projects to date. The band also consists of Mike Noyce, Sean Carey and Matt MacCaughan. 

The name 'Bon Iver' (pronounced ""bon ee-VAIR"") is a play on the French phrase 'bon hiver' meaning 'good winter'. Vernon independently released Bon Iver's debut album For Emma, Forever Ago in 2007, most of which was recorded during a four-month stay in a remote cabin in Wisconsin. <a href=""https://www.last.fm/music/Bon+Iver"">Read more on Last.fm</a>",3065352,187585293,Volcano Choir
Shinsei Kamattechan,"Shinsei Kamattechan (神聖かまってちゃん) is a Japanese alternative rock band from Chiba. Formed in 2007, the band consists of Noko (の子 - lead vocal, guitar, keyboard, razor), mono (bandleader, keyboard, guitar, tambourine), Misako (みさこ - drums, chorus), and Chibagin (ちばぎん - bass, chorus).

The band is well known for broadcasting their activity on live-steaming video sites such as stickam, peercast, and Japanese popular video sharing website Nico Nico Douga. <a href=""https://www.last.fm/music/+noredirect/Shinsei+Kamattechan"">Read more on Last.fm</a>",278748,5897886,
Kiro Akiyama,"Kiro Akiyama (秋山黄色, real name Arai Yuya) was born on March 11, 1996, in the city of Utsunomiya, Japan. He’s a Japanese singer, songwriter, and composer.

In December 2017, he begins his musical activity and releases his first single, “YASAGUREKAIDO”. In January 2019, he released his first mini-album, Hello my shoes. Then, in March 2020, he released his 1st full-length album, From DROPOUT and made his major debut. <a href=""https://www.last.fm/music/Kiro+Akiyama"">Read more on Last.fm</a>",73449,950283,Tatsuya Kitani
Fit for a King,"Fit For A King is a post-hardcore (earlier material/metalcore (later material) band from Dallas, Texas, United States formed in 2007. The band comprises vocalist Ryan Kirby, bassist-vocalist Ryan ""Tuck"" O'Leary, guitarists Bobby Lynge and Daniel Gailey, and drummer Trent Celaya.

The band was formed in Dallas, Texas in 2007 by Jared Easterling, Aaron Decur, Justin Juno, Jared McFerron, Alex Danforth and Jed McNeill. The band had performed locally and regionally and released two EPs in their beginning years. <a href=""https://www.last.fm/music/Fit+for+a+King"">Read more on Last.fm</a>",189292,8363599,
Los Solitarios,"Mexican band from Tijuana, Baja California (1962). <a href=""https://www.last.fm/music/Los+Solitarios"">Read more on Last.fm</a>",19441,178227,Los Apson
Sidewalk Prophets,"Here is some background information on Sidewalk Prophets from the You Love Me Anyway Songfacts: Sidewalk Prophets is a Contemporary Christian music band from Nashville, Tennessee. The band consists of lead vocalist David Frey, rhythm guitarist Ben McDonald, lead guitarist Shaun Tomczak, bass guitarist Cal Joslin and drummer Justin Nace. They initially made a name for themselves at Indiana’s Anderson University where Frey and McDonald met. After signing with Word Records <a href=""https://www.last.fm/music/Sidewalk+Prophets"">Read more on Last.fm</a>",60314,788877,Big Daddy Weave
John Lennon,"John Winston Ono Lennon (born John Winston Lennon; 9 October 1940 – 8 December 1980) was an English singer, songwriter and musician who gained worldwide fame as the founder, co-songwriter, co-lead vocalist and rhythm guitarist of the Beatles. His work included music, writing, drawings and film. His songwriting partnership with Paul McCartney remains the most successful in history.

Born in Liverpool, Lennon became involved in the skiffle craze as a teenager. <a href=""https://www.last.fm/music/John+Lennon"">Read more on Last.fm</a>",3323691,62610334,The Beatles
Mitchell Tenpenny,"Mitchell was born and raised in Nashville Tennessee. He grew up around song writers and artist thriving in the Nashville music scene. Having family in the music industry instilled a musical drive to succeed and create music that tells a story and speaks true from the heart. From his soft timbre to his lyrics about life and love, Mitchell is truly one of Nashville's own. <a href=""https://www.last.fm/music/Mitchell+Tenpenny"">Read more on Last.fm</a>",100453,1700744,Jordan Davis
Jannabi,"JANNABI are a South Korean indie rock band whose core members consist of vocalist Choi Jung-hoon and guitarist Kim Do-hyung. Formed in 2012, the band debuted in 2014 under the independent record label Peponi Music. Originally a quintet, the band has undergone several lineup changes, with Choi and Kim remaining the only constant members and songwriters since their inception. Currently, the duo has expanded to include session musicians for live performances, as well as studio recordings.  <a href=""https://www.last.fm/music/Jannabi"">Read more on Last.fm</a>",145751,4033036,
Jimmie Allen,"By the age of 7, Jimmie Allen had written his first song. By sixth grade he had formed his own band. And now he has a single on radio.    So what’s next? According to Jimmie,  “ Whatever  you can dream, you can make reality.”

Born and raised in Delaware, Jimmie’s “dream” began early on as a boy in his church choir.  He immediately fell in love with music and couldn’t get enough.  He taught himself to play the guitar, drums, and piano while continuing to develop his chops as a singer. <a href=""https://www.last.fm/music/Jimmie+Allen"">Read more on Last.fm</a>",92875,911132,Russell Dickerson
Paul McCartney,"Sir James Paul McCartney CH MBE (born 18 June 1942) is an English singer, songwriter, musician, and record and film producer who gained worldwide fame as co-lead vocalist and bassist for the Beatles. His songwriting partnership with John Lennon remains the most successful in history. After the group disbanded in 1970, he pursued a solo career and formed the band Wings with his first wife, Linda, and Denny Laine.

A self-taught musician, McCartney is proficient on bass, guitar, keyboards, and drums. <a href=""https://www.last.fm/music/Paul+McCartney"">Read more on Last.fm</a>",2690157,62298429,Wings
Soccer Mommy,"Sophie Allison, better known by her stage name Soccer Mommy, is an American singer-songwriter and musician from Nashville, Tennessee.
Allison was born in Switzerland and grew up in Nashville, Tennessee. She attended Nashville School of the Arts, a speciality high school where she studied guitar and played in the swing band.
She first picked up a guitar at age six, which prompted her to start making music. She began posting home-recorded songs to Bandcamp as Soccer Mommy in 2015 <a href=""https://www.last.fm/music/Soccer+Mommy"">Read more on Last.fm</a>",666358,21647629,Snail Mail
Dusty Springfield,"Dusty Springfield (born Mary Isobel Catherine Bernadette O'Brien on 16 April 1939 – died 2 March 1999) was a British pop singer. Of the female artists of the British Invasion, Springfield made the biggest impression on the U.S. market. From 1963 to 1970, she scored 18 singles in the Billboard Hot 100. She was voted the Top British Female Artist by readers of New Musical Express in 1964, 1965, and 1968. Springfield is an inductee of the Rock and Roll Hall of Fame and the UK Music Hall of Fame. <a href=""https://www.last.fm/music/Dusty+Springfield"">Read more on Last.fm</a>",1714333,20293375,Petula Clark
John Anderson,"There are several artists with this name: 1. an American country singer, 2. an American jazz musician, 3. a British oboist, 4. a Colombian latin music singer.

1) John Anderson (born December 13, 1954 in Apopka, Florida) is a country singer and musician. He scored hits in the early 1980s with songs such as ""Swingin',"" ""Your Lyin' Blue Eyes,"" ""Black Sheep"" and the Billy Joe Shaver-composed ""I'm Just an Old Chunk of Coal."" His career hit a dry spell for several years until 1991, when his single ""Straight Tequila Night"" came out. <a href=""https://www.last.fm/music/John+Anderson"">Read more on Last.fm</a>",176481,1395725,Mark Chesnutt
Se So Neon,"Se So Neon (새소년) is an indie rock trio formed in 2016 from Seoul, South Korea. The members are Hwang So-Yoon (So!YoON!) on guitar/vocals, Hyunjin on bass and U-su on drums.

""Se So Neon"" usually means ""New Youngsters"" in Korean. It was the name of children’s magazine published from 1960s to 1980s. The band borrowed its name from the magazine, found in an independent bookstore. Mainly based on psychedelic rock, they smartly mingle the shining elements of rock history and deliver them with crisp energy. <a href=""https://www.last.fm/music/Se+So+Neon"">Read more on Last.fm</a>",197027,5124944,
Yuu Miyashita,"Miyashita Yuu  (宮下遊), or more commonly Yuu (遊) is an utaite, who has started covering songs in August 2008. However, many of his early songs are set to private.

Yuu has a soft, husky voice. He puts lots of energy and personality into his covers, making them unique. When singing in deeper ranges, such as in his cover of ""Autophagy"", it sounds chilling and dark. His covers are often tagged with ""daroi"" (だろい) made up of the words ""darui"" (だるい, lit. sluggish) and ""eroi"" (えろい). <a href=""https://www.last.fm/music/Yuu+Miyashita"">Read more on Last.fm</a>",61866,1936700,Chogakusei
Micah Tyler,"Micah Tyler (born April 19, 1983) is a singer-songwriter and Texas native. Micah's true passion is telling good stories and loving people well. Having served in youth ministry for almost a decade, Micah has a true love and respect for the local church. He also wants to create Gospel-centered music with a style that attracts the unchurched. Tyler has developed a unique style he calls ""Southern Soul."" Birthed from the grooves and melodic influences of his childhood idols (Ray Charles, Stevie Wonder, Michael Jackson, etc. <a href=""https://www.last.fm/music/Micah+Tyler"">Read more on Last.fm</a>",20478,297920,Cochren & Co.
Tropidelic,"From the underbelly of Cleveland's blackened music scene rises a brazen group of innovators on a quest to crumble the walls of a genre and stimulate a new generation of creative minds. Reggae-rockers, Tropidelic, untie the knots of expectation and sow together hip-hop, funk and ska in a seamless display of unbridled realism, pulling from an amalgamation of influence never before seen in the cold Midwest. The end result is an in-your-face party suited <a href=""https://www.last.fm/music/Tropidelic"">Read more on Last.fm</a>",39372,355385,Little Stranger
Theory of a Deadman,"Theory of a Deadman (or Theory for short) is a rock band from North Delta, British Columbia, Canada, formed in 2001, signed by Nickelback vocalist Chad Kroeger to 604 Records, after lead singer Tyler Connolly gave Kroeger a demo tape. The band also includes traits of other music styles, such as country, metal and more acoustic elements. Theory has released six studio albums and three #1 hits on the Mainstream Rock Chart. The band scored the entire soundtrack for the video game, ""Indigo Prophecy"" / ""Fahrenheit"". <a href=""https://www.last.fm/music/Theory+of+a+Deadman"">Read more on Last.fm</a>",1186714,24018298,Hinder
Parliament,"Parliament is an American funk band formed in the late 1960s by George Clinton as part of his Parliament-Funkadelic collective. Less rock-oriented than its sister act Funkadelic, Parliament drew on science-fiction and outlandish performances in their work. The band scored a number of Top 10 hits, including the million-selling 1976 single ""Give Up the Funk (Tear the Roof off the Sucker)"", and Top 40 albums such as Mothership Connection (1975). Clinton dissolved the band in the early 1980s. <a href=""https://www.last.fm/music/Parliament"">Read more on Last.fm</a>",696840,7997256,Funkadelic
Milky Chance,"Milky Chance is a German alternative pop folk rock duo with reggae and electronic music influences made up of Clemens Rehbein as vocalist and musician and Philipp Dausch as DJ. Both originating from Kassel, they are signed to Kassel-based label Lichtdicht Records.

The duo finished their high school education at Jacob-Grimm Schule. Clemens played in a jazz quartet known as Flown Tones where he played bass guitar. Philipp was a DJ. 

Their first single 'Stolen Dance'  was released in 2012 <a href=""https://www.last.fm/music/Milky+Chance"">Read more on Last.fm</a>",1408212,30970431,Henry and the Waiter
Bombay Bicycle Club,"Bombay Bicycle Club is a British band formed in North London, United Kingdom in 2006. In January 2016, the four members announced that they would pursue solo projects. Ed Nash has since then been recording music under the name Toothless, releasing his debut album in early 2017, and former frontman Steadman has been recording under the name Mr Jukes, releasing a debut single in March 2017. 

The band was formed by Jack Steadman (vocals, guitar, bass) <a href=""https://www.last.fm/music/Bombay+Bicycle+Club"">Read more on Last.fm</a>",1497387,48602041,The Maccabees
Betcha," <a href=""https://www.last.fm/music/Betcha"">Read more on Last.fm</a>",107134,1323382,Friday Pilots Club
Scotty McCreery,"Scotty McCreery (born October 9, 1993) is an American country music singer. He won the tenth season of American Idol on May 25, 2011. His debut studio album, Clear as Day, was released in October 2011 and was certified platinum in the United States. The album includes the Top 20 country songs, ""I Love You This Big"" and ""The Trouble with Girls"". McCreery released a Christmas album, Christmas with Scotty McCreery, in October 2012 and it has been certified gold. <a href=""https://www.last.fm/music/Scotty+McCreery"">Read more on Last.fm</a>",179976,2299242,Cole Swindell
Des Rocs,"Des Rocs is an American rock artist from New York, New York. Des Rocs is a solo project produced and led by New York native Daniel Rocco. When touring Rocco is joined by his long time friends and bandmates, William Tully and Eric Mendelsohn. Des Rocs has toured with rock bands such as Muse, The Rolling Stones, and The Struts. Influences for Rocco include Muse, Elvis Presley, Jimi Hendrix, Roy Orbison, Kanye West, and Queen, though Rocco's focus is individuality and sounding unlike other rock artists. <a href=""https://www.last.fm/music/Des+Rocs"">Read more on Last.fm</a>",236421,4690135,Himalayas
Leeland,"Leeland is a Christian pop and rock band hailing from Baytown, TX. The lead singer, Leeland Mooring, was only 17 during the recording of their debut album. Even though their songs have strong Christian lyrics, their melodically-driven sound also holds appeal for those who don't share their faith.

Band members

* Leeland Mooring - Lead vocal, Guitars 
* Casey Moore - lead guitar, background vocals 

Touring musicians

Josias Badillo - bass guitar <a href=""https://www.last.fm/music/Leeland"">Read more on Last.fm</a>",171498,2632606,Elevation Worship
Travis Denning,"A native of Warner Robins, Georgia, singer/songwriter and Mercury Nashville recording artist Travis Denning celebrated his first #1 and PLATINUM certified single with the “shadowy” (Rolling Stone) “After A Few.” Accelerating his ascend from a chart-topping single, the song was taken from his debut EP BEER’S BETTER COLD that debuted in the Top 20 of Billboard’s Country Albums chart. Denning first made waves with the release of his Top 40 debut single “David Ashley Parker From Powder Springs. <a href=""https://www.last.fm/music/Travis+Denning"">Read more on Last.fm</a>",40208,437499,Riley Green
Brothers Osborne,"Years before they climbed the country charts with songs like “Stay a Little Longer” and “Rum,” the Brothers Osborne grew up in Deale, Maryland, a small fishing town on the Atlantic seaboard. It was a cozy place, filled with blue-collar workers who made their living on the water. During the weekends, many of those workers would head over to the Osborne household, where a series of loose, all-night jam sessions filled the Maryland air with the sounds of Bob Seger, Hank Williams, Tom Petty and George Jones. <a href=""https://www.last.fm/music/Brothers+Osborne"">Read more on Last.fm</a>",133529,2118739,Eric Church
Dreamers,"Prepare to embark on a journey with Brooklyn’s DREAMERS and their unique brand of ‘70s punk meets power pop. Comprised of Nick Wold (vocals, guitar) and Nelson (bass, backup vocals), DREAMERS were first introduced to the universe in November 2014 with their self-released, self-titled debut EP. Their colorfully passionate music tugged at heartstrings and had tastemakers dancing around the room all in one fell swoop, with praise pouring in from the likes of Billboard <a href=""https://www.last.fm/music/Dreamers"">Read more on Last.fm</a>",330372,5188909,The Unlikely Candidates
Kari Jobe,"Kari Jobe, born Kari Brooke Jobe on April 6, 1981, in Waco, Texas, is an American contemporary Christian music singer, songwriter, and talented worship leader.  Raised in a Christian family, Jobe embraced faith at an early age, which significantly influenced her music career. She attended Oral Roberts University, Christ for the Nations Institute, and Dallas Baptist University, where she earned a degree in pastoral studies and psychology.

Jobe's career began to flourish after she joined Gateway Church in Southlake, Texas, as a worship leader. <a href=""https://www.last.fm/music/Kari+Jobe"">Read more on Last.fm</a>",116354,2116332,Chris Tomlin
Crowder,"Crowder (David Wallace Crowder, bornNovember 29, 1971) is an American Christian folktronica musician. He was the lead singer in the now defunct David Crowder Band and has been using known the stage name Crowder since 2012.

After over a decade of making music with the David Crowder Band, David Crowder is now embarking on a new musical journey as a solo artist, under the name Crowder. “I am thrilled to announce a new album coming out under the name Crowder,” the singer explains. “I’ve never been more excited about a batch of songs!”  <a href=""https://www.last.fm/music/Crowder"">Read more on Last.fm</a>",62984,1098038,MercyMe
Sanctus Real,"Sanctus Real is a popular Christian rock band known for their straight-ahead rock and unique vocals. 

Five- piece from Toledo, Ohio Matt Hammitt (lead vocals), Mark Graalman (drums), Chris Rohman and Pete Prevost (guitars), and Dan Gartley replacing Steve Goodrum(bass).

Often quoted as ""Electrifying Christian Rock"" with the rock edge of bands like Foo Fighters and songwriting of Matchbox 20.  They are mostly known for a trio of chart-topping hits—“Everything About You,” “The Fight Song” and a cover of U2’s “Beautiful Day”. <a href=""https://www.last.fm/music/Sanctus+Real"">Read more on Last.fm</a>",208893,2973578,MercyMe
