Artista,Biografia,Listeners,Playcount,Artistas Similares
Danny Schmidt,"Danny Schmidt (born 7 October 1970) is an American singer-songwriter based in Austin, Texas, where he was born and raised. He now lives there with fellow musician and singer-songwriter Carrie Elkin. In 2007 he won the Kerrville Folk Festival New Folk award.

Schmidt started playing guitar at the age of 12. At age 20, he discovered he liked the blues after tracking the music of Jimi Hendrix back through Muddy Waters, Mississippi John Hurt, and Lightning Hopkins all the way to old country gospel and spirituals. <a href=""https://www.last.fm/music/Danny+Schmidt"">Read more on Last.fm</a>",35989,412294,Jason Webley
Peach Pit,"There are at least 2 bands sharing the name Peach Pit.

1) Peach Pit is an indie pop band from Vancouver, British Columbia, Canada. The band is led by singer and rhythm guitarist Neil Smith, lead guitarist Christopher Vanderkooy, bassist Peter Wilton, and drummer Mikey Pascuzzi. They describe their own music as ""chewed bubblegum pop"", whereas critics have described their sound as ""sad pop and surf rock"" and has a soft spoken vocal style with guitar driven rock melodies. <a href=""https://www.last.fm/music/Peach+Pit"">Read more on Last.fm</a>",831651,32186943,The Backseat Lovers
Julia Michaels,"Julia Carin Cavazos (born November 13, 1993 in Davenport, Iowa), known by her stage name Julia Michaels, is an American singer and songwriter. She has written several popular songs that have been recorded by the likes of Selena Gomez, Demi Lovato, Fifth Harmony, Shawn Mendes, Britney Spears, Justin Bieber, Hailee Steinfeld, and Gwen Stefani. 

In 2017, she decided to try singing her own songs and released her debut single Issues. The song peaked at number 11 on the Billboard Chart <a href=""https://www.last.fm/music/Julia+Michaels"">Read more on Last.fm</a>",968877,18346529,Hailee Steinfeld
Marina,"There are several artists with this name: 

1) Marina Lambrini Diamandis, known mononymously as Marina and previously by the stage name Marina & the Diamonds, is a Welsh singer and songwriter.

Born in Brynmawr to a Welsh mother and Greek father, Diamandis was raised in Abergavenny and moved to London as a teenager to become a professional singer, despite having little formal musical experience. In 2009, she came to prominence upon placing second in the BBC's Sound of 2010. <a href=""https://www.last.fm/music/Marina"">Read more on Last.fm</a>",1610443,116202014,Melanie Martinez
Bryan Moore," <a href=""https://www.last.fm/music/Bryan+Moore"">Read more on Last.fm</a>",1904,7754,Thomas Rivera
Parker Rudd," <a href=""https://www.last.fm/music/Parker+Rudd"">Read more on Last.fm</a>",467,2075,Mason Murphy
Gus Dapperton,"
Gus Dapperton is an indie pop artist from Warwick, New York, United States.

Starting out as a hip-hop producer at the age of 13, Dapperton made the switch to his current sound after a serious hospitalisation and the failure of his laptop. 

Pairing infectious, nostalgia-laden tunes with high-concept filmclips, lauded for their high-concept cinematic execution, has proven to be a recipe for success. Blowing up through 2017, with two EPs dropped, and fans and the press alike taking notice, Dapperton's future looks bright.

 <a href=""https://www.last.fm/music/Gus+Dapperton"">Read more on Last.fm</a>",530832,11260519,Dayglow
Gnash,"gnash (born Garrett Charles Nash on June 16, 1993) is an American singer-songwriter, DJ and producer. Before writing his own music, Nash started DJing when he was 13 years old until he began producing cover songs after college.

He released his debut EP ""u"" in March 2015 on Soundcloud. On December 5, 2015, gnash released his second EP titled ""me"", which was a compilation of his singles released in 2015. His third EP titled ""us"" was released in March 2016 and includes the single ""i hate u <a href=""https://www.last.fm/music/Gnash"">Read more on Last.fm</a>",641650,7519118,
Xeuphoria,"I hope you can relax here :)

---

Eclectic composer, producer, and songwriter Xeuphoria has a personal relationship with the online music community. Pioneering the solo-piano improvisation genre, Xeuphoria also covers a wide range of genres: modern piano music, jazz, classical, electronic, dubstep, experimental, house, and much more.

Amongst Xeuphoria’s originals, more attention has been paid to several Xeuphoria’s remixes of Porter Robinson’s music, remixes and piano covers of various anime soundtracks, amongst many other projects. <a href=""https://www.last.fm/music/Xeuphoria"">Read more on Last.fm</a>",35283,596965,Million Eyes
Kate Project,"Kate Project is an Italian eurodance project produced by the S.A.I.F.A.M group, owned by Mauro Farina and Giuliano Crivellente.

The project released the singles Wuthering Heights (1992), Time After Time (1993), Ecstasy Of Flight (1993), You Can (1994), No More I Love You’s (1995), Heart And Soul (1996), I Got To Believe (1996), Locomotion (1997), I Don’t Wanna Believe (1997), A Better World (1998), If You Can Say Goodbye (1998), Baby You Can Help Me (2000), and One Small Day (November 2000). <a href=""https://www.last.fm/music/Kate+Project"">Read more on Last.fm</a>",8253,40484,Mc Boy
Cimorelli,"Cimorelli is a singing group popularized on YouTube and signed to Universal Music's Island label. Cimorelli is made up of five sisters, Christina, Katherine, Lisa Cimorelli, Amy, and Lauren. Their singing style is mostly using a capella with occasional instruments. They started posting covers of songs on YouTube, before releasing original songs. As of June 2014, the group has released five EPs.

In 2007, the oldest five girls of the family launched Cimorelli as a vocal group. <a href=""https://www.last.fm/music/Cimorelli"">Read more on Last.fm</a>",72151,1142419,Lauren Cimorelli
Kiiara,"Kiara Saulters (born May 24, 1995), known professionally as Kiiara, is an American singer and songwriter from Wilmington, Illinois. Her debut track 'Gold' was released in June 2015 to some acclaim, peaking at #13 on the Hot 100 in October 2016. Her second single, 'Tennessee', was similarly well received. 

Slightly left-of-center pop artist Kiiara is a breathy vocalist whose output falls somewhere between that of Jhené Aiko and Lorde. Born in May 24 <a href=""https://www.last.fm/music/Kiiara"">Read more on Last.fm</a>",548190,6253292,Terror Jr
Will Shepard," <a href=""https://www.last.fm/music/Will+Shepard"">Read more on Last.fm</a>",5508,30760,Adam Lang
Conan Gray,"Conan Gray is an American singer-songwriter and social media personality. He was born on December 5, 1998, in Lemon Grove, California. As an infant, his family moved to Hiroshima, Japan and shortly after returned to California, before settling in Georgetown, Texas.

He started his career on YouTube under his channel 'ConanxCanon' before officially changing to 'Conan Gray'. While on his time on YouTube he released multiple original songs, with the <a href=""https://www.last.fm/music/Conan+Gray"">Read more on Last.fm</a>",1787901,150650383,Gracie Abrams
MØ,"
Karen Marie Ørsted (born August 13 1988), better known by her stage name MØ, is a Danish singer-songwriter.
Born in Odense, Denmark, MØ was just seven when the Spice Girls inspired her to make music. In her teenage years, she sang in the punk duo MOR and looked up to Kim Gordon as a ""big hero and role model"". Then in her early twenties, she ""fell in love"" with hip-hop. All of these influences led to her dreamy electro-pop vibe as MØ, which means ""maiden"" or ""virgin"" in Danish. <a href=""https://www.last.fm/music/+noredirect/M%C3%98"">Read more on Last.fm</a>",903923,24783296,Lykke Li
Leona Lewis,"Leona Louise Lewis (born 3 April 1985) is a British pop singer. Lewis rose to prominence in 2006 as the winner of the third series of the British television series The X Factor.

Lewis has become a multi-platinum selling artist and three time Grammy Award nominee. She was proclaimed 'Top New Artist' by Billboard magazine in 2008. Her two albums Spirit and Echo, released in 2007 and 2009 respectively, have collectively sold in excess of 10 million copies worldwide and topped the charts in numerous countries. <a href=""https://www.last.fm/music/Leona+Lewis"">Read more on Last.fm</a>",2145513,32837366,Alexandra Burke
Trinix Remix," <a href=""https://www.last.fm/music/Trinix+Remix"">Read more on Last.fm</a>",55241,491051,
Olly Alexander (Years & Years),"Oliver Alexander Thornton (born 15 July 1990), known professionally as Olly Alexander, is an English singer, actor and LGBT activist.

He rose to prominence as the lead singer of the pop band Years & Years, who achieved two number-one albums on the UK Albums Chart, a number-one single, and five top ten entries on the UK Singles Chart. Between 2021 and 2023, he continued to release music under the name until their dissolution in 2024.

Alexander represented the United Kingdom in the Eurovision Song Contest 2024 in Malmö <a href=""https://www.last.fm/music/Olly+Alexander+(Years+&+Years)"">Read more on Last.fm</a>",318628,3253576,Mustii
jxdn,"Born Jaden Hossler, in Dallas, TX, jxdn struggled to find his voice in high school as an outsider. In 2018, he took control and developed a presence online through a consistent stream of engaging and clever content. He quietly exploded on Tik Tok, attracting 9.3 million followers and 283.8 million likes. After witnessing an arena show by the late Juice WRLD, he dove headfirst into music and unleashed his independent debut single “Comatose.” The <a href=""https://www.last.fm/music/jxdn"">Read more on Last.fm</a>",304205,9276370,MOD SUN
The Spits,"The Spits are a Seattle-based punk band. Currently, the band has released five* albums, all officially self-titled but unofficially titled 1, 2, 3, Vol. IV, V released by Nickel and Dime Records, Slovenly Recordings, Dirtnap Records, and their own label Thriftstore Records, respectively. They have also released one 7"" single, 19 Million A.C., and a split 7"" with The Briefs, both on Dirtnap. The band describes itself as ""Punk for the People"", and focuses on loud, noisy, and dirty punk rock. <a href=""https://www.last.fm/music/The+Spits"">Read more on Last.fm</a>",92982,1659105,Satanic Togas
FAOUZIA,"Born in Morocco and raised in the Canadian prairies, Faouzia combines catchy pop rhythms, heartfelt lyrics, and powerhouse vocals.

After playing hometown dates at local festivals in 2016, Faouzia’s burgeoning career started to blossom. She has since taken the stage at Toronto’s Yonge & Dundas Square for Canada’s Walk Of Fame Festival, and played one high profile event after another, wowing audiences with her heart-wrenching lyrics and magnetic stage presence. <a href=""https://www.last.fm/music/FAOUZIA"">Read more on Last.fm</a>",244031,5112787,
Lil Deela," <a href=""https://www.last.fm/music/Lil+Deela"">Read more on Last.fm</a>",5548,27659,Lil Golden Shades
Imagine Dragons,"Imagine Dragons are a pop band which formed in 2008 in Las Vegas, Nevada, United States. The band consists of Dan Reynolds (vocals), Wayne Sermon (guitar) and Ben McKee (bass) . The band released four EPs - ""Imagine Dragons"" (2009), ""Hell and Silence"" (2010), ""It's Time"" (2011) and ""Continued Silence"" (2012) - before releasing their debut full length album ""Night Visions"" on 4 September 2012.

The band's single ""It's Time"", which previously appeared on the ""It's Time"" and ""Continued Silence"" EPs in addition to appearing on ""Night Visions"" <a href=""https://www.last.fm/music/Imagine+Dragons"">Read more on Last.fm</a>",3375490,198158149,OneRepublic
D'Mixmasters," <a href=""https://www.last.fm/music/D%27Mixmasters"">Read more on Last.fm</a>",17249,118506,Beat Dominator
Iyaz,"Keidran Jones (born 1987, in Tortola,  British Virgin Islands), better known by the stage name Iyaz, is a Caribbean pop/rnb singer signed to Beluga Heights Records. He was first contacted by Sean Kingston on MySpace, and, after initially ignoring Kingston's emails, he finally replied, and he was then signed a week later to Kingston's Time Is Money Entertainment. Iyaz released his debut single ""Replay"", which was co-written by Jason Derülo, in July 2009. <a href=""https://www.last.fm/music/Iyaz"">Read more on Last.fm</a>",1332212,8677241,Sean Kingston
MartyParty,"Whether performing as a member of PANTyRAiD, or through solo performances as MartyParty, Martin Folb brings a fresh breath through the EDM community with his musically diverse, all-original live shows that have been widely regarded as some of the best in the business. The South African-born Brooklyn native has been storming festivals and clubs through North America with his original style of seductive and melodic bass that crosses over the genres of hip hop, trap, dubstep, and EDM. <a href=""https://www.last.fm/music/MartyParty"">Read more on Last.fm</a>",61679,427951,Ooah
Rita Ora,"Rita Sahatçiu Ora, better known as Rita Ora, is a Kosovar-British singer-songwriter from London, UK. Born in Prishtina, Kosovo in 1990, Ora's family moved to London where she was raised. According to the Hot Right Now Songfacts, during her early teens Ora attended the Sylvia Young Theatre School, whose other notable alumni include Emma Bunton and Amy Winehouse. 

Her first UK exposure came after several collaborations with British singer Craig David. <a href=""https://www.last.fm/music/Rita+Ora"">Read more on Last.fm</a>",1172999,24586052,Anne-Marie
Blue Swede,"Blue Swede was a Swedish pop/rock band from the early to mid-70s that succeeded with a few singles that covered other artists' material, played in a deliberately 'kitsch' and 'novelty' sound. The band was originally called ""Blåblus"" (Swedish for ""blue denim shirt"") and featured vocalist Björn Skifs of the band Slam Creepers singing the lead vocals. The band got their international break-through in 1974 with their cover of the 1969 B. J. Thomas ballad ""Hooked on a Feeling"" as adapted by British pop eccentric Jonathan King. <a href=""https://www.last.fm/music/Blue+Swede"">Read more on Last.fm</a>",757614,5152446,Looking Glass
Zoe Wees,"Zoe Wees is a German singer-songwriter. Born in Hamburg in 2002, Wees wrote music since she was a child and a finalist on “The Voice: Kids”. She released her debut single “Control” in 2019, which reached the Top 40 in France and Germany and the Top 10 in Belgium, while follow-up single “Girls Like Us”reached the Top 10 in Germany, Austria and Switzerland. Wees released her debut EP, Golden Wings, in May 2021. <a href=""https://www.last.fm/music/Zoe+Wees"">Read more on Last.fm</a>",231648,2304826,Michael Schulte
Sweat Box," <a href=""https://www.last.fm/music/Sweat+Box"">Read more on Last.fm</a>",907,3952,Axl Smith
Evolution of Stars,"


 <a href=""https://www.last.fm/music/Evolution+of+Stars"">Read more on Last.fm</a>",89252,369039,NK-67
#1 Pop Hits," <a href=""https://www.last.fm/music/%231+Pop+Hits"">Read more on Last.fm</a>",20,104,
Robin Schulz,"Robin Schulz (born 28 April 1987) is a German electronic DJ and producer. In 2013, he remixed the song ""Waves"" by Dutch hip hop artist, Mr. Probz. Another equally famous remix was his 2014 remix of the Lilly Wood & the Prick track ""Prayer in C"" from their 2010 album Invincible Friends. Both remixes have charted in many European countries, leading to international recognition. <a href=""https://www.last.fm/music/Robin+Schulz"">Read more on Last.fm</a>",1059535,18553131,Felix Jaehn
Sam Feldt,"Sam Feldt (born August 1, 1993) is a DJ and music producer from Boxtel, Netherlands. His music career was started in 2013 with several remixes, including On Trees And Birds And Fire, Group I Am Oak etc.

Sam Feldt earned attention in Europe and then worldwide for his melodic house remixes, mixtapes, and collaborations including 2014's ""Bloesem"" with De Hofnar and ""Hot Skin"" with Kav Verhouzer on Dutch label Spinnin' Records. After a series of live shows in Europe <a href=""https://www.last.fm/music/Sam+Feldt"">Read more on Last.fm</a>",643485,8779698,Martin Jensen
Planet 1999,"Planet 1999 is a French synth-pop band based in London. The group consists of members Caro, Alex, and Charles, who also operate as solo acts under the names caro♡, City Links, and Ultralove, respectively. They were the first band to be signed to the record label PC Music. They also occasionally act as songwriters and record producers for other artists.

Alex described the defining characteristics of their music as a ""minimalistic shoegaze loop with over-processed vocals on top of it. <a href=""https://www.last.fm/music/Planet+1999"">Read more on Last.fm</a>",142294,1815525,caro♡
The Relevance,"The Relevance is an experimental rock/pop/electronic concept from the United Kingdom. <a href=""https://www.last.fm/music/The+Relevance"">Read more on Last.fm</a>",119,510,fyaopo
Iggy Azalea,"Amethyst Amelia Kelly, known professionally as Iggy Azalea, is an Australian rapper. At the age of 16, Azalea moved from Australia to the United States in order to pursue a career in music. Azalea earned public recognition after releasing the music videos for her songs ""Pussy"" and ""Two Times"" on YouTube, both of which gained rapid popularity. Azalea shortly after released her debut mixtape, Ignorant Art (2011), and subsequently signed a recording contract with American rapper T.I.'s Grand Hustle label. <a href=""https://www.last.fm/music/Iggy+Azalea"">Read more on Last.fm</a>",1562760,49828230,Brooke Candy
Anthem Lights,"Anthem Lights is a pop/rock Christian boy band consisting of members Chad Graham, Caleb Grimm, Alan Powell, and Joey Stamper. The project began as a solo effort by Graham in collaboration with Powell. After deciding that the songs they had written would be better suited for a group, they joined with Grimm and former member Kyle Kupecky and released their first EP as a group under the name Yellow Cavalier. After changing their name to Anthem Lights <a href=""https://www.last.fm/music/Anthem+Lights"">Read more on Last.fm</a>",138210,1527639,Tenth Avenue North
Natalie Summer," <a href=""https://www.last.fm/music/Natalie+Summer"">Read more on Last.fm</a>",16373,71387,Amelia Khor
Variation 5," <a href=""https://www.last.fm/music/Variation+5"">Read more on Last.fm</a>",373,1080,Geeno Smith
Ava Max,"Amanda Ava Koci (born February 16, 1994), known professionally as Ava Max, is an American singer and songwriter. Ava first got her start in the music industry in 2008 as Amanda Kay, in which she released her first EP titled “Amanda Kay” that year. The EP featured 6 songs that were co-written and produced by Kevin Rudolf. 

Ava would then restart her music career under the name AVA in 2013 and release the single, “Take Away the Pain”.  A year later, she would meet music producer Cirkut and begin recording songs with him. <a href=""https://www.last.fm/music/Ava+Max"">Read more on Last.fm</a>",1218007,51305733,Bebe Rexha
R!,"R! are a band bringing together 5 Melbourne musicians from several other bands who were looking for something else... Something extraordinary which involved imagery of pirates and pirate cats, yet with music which had absolutely nothing to do with either of those things.

The result is R!. Playing funky jazz grooves that rock your shoulders and the sides of your mouth, R! enjoy being poetic, yet tolerable. Some may even say enjoyable, or danceable.  <a href=""https://www.last.fm/music/R%21"">Read more on Last.fm</a>",224,1198,Try the Fish
Top 70s Pop," <a href=""https://www.last.fm/music/Top+70s+Pop"">Read more on Last.fm</a>",75,602,Clodagh Rodgers
Derefner," <a href=""https://www.last.fm/music/Derefner"">Read more on Last.fm</a>",7143,31316,LIL' KIM NATION
Monogem,"MONOGEM is an LA based alt-R&B artist, fronted by singer/songwriter Jennifer Hirsh .

MONOGEM first made their debut with single, Wait And See, exclusively premiered by Billboard.com. It was and quickly followed with second single, Follow You, a bass heavy track that is an obvious nod to their disco and vintage roots. The highly anticipated self-titled MONOGEM EP is due in January 2015.

Jennifer Hirsh's solo project making electro-pop music with roots in jazz, latin, and soul. She released her bilingual debut album Gardenia in September 2021. <a href=""https://www.last.fm/music/Monogem"">Read more on Last.fm</a>",66574,408169,Michael Brun
Cobra Starship,"Cobra Starship was an American pop band created by former Midtown bassist and lead vocalist Gabe Saporta in 2003 in New York City. Other members were guitarist Ryland Blackinton, bassist Alex Suarez, drummer Nate Novarro, and keytarist Victoria Asher, all of whom provided backing vocals. The group released their debut album,  While the City Sleeps, We Rule the Streets in 2006, which they followed with ¡Viva la Cobra! in 2007. They then released Hot Mess in 2009. <a href=""https://www.last.fm/music/Cobra+Starship"">Read more on Last.fm</a>",1410931,32062502,The Academy Is...
The Bedtime Orchestra," <a href=""https://www.last.fm/music/The+Bedtime+Orchestra"">Read more on Last.fm</a>",15280,88893,Alec Dufner
Mike Vallas," <a href=""https://www.last.fm/music/Mike+Vallas"">Read more on Last.fm</a>",19926,119683,Nick Talos
Ultimate Pop Hits," <a href=""https://www.last.fm/music/Ultimate+Pop+Hits"">Read more on Last.fm</a>",6487,27065,Ultimate Dance Hits
The Gentle Men,"The Gentle Men is a New Zealand-American musical duo consisting of Cr1TiKaL (Charles White Jr.) and Solstate (Troy McKubre). The duo was formed in 2019. In April of the same year, their first single, ""2019 Guy,"" was released. The song eventually became popular amongst the YouTube community and was featured in PewDiePie's YouTube Rewind 2019. In the year 2020, the duo released five more singles in February, May, June, October, and December, titled ""Obsession,"" ""Real to Me,"" ""Skynut,"" ""2004 Breakup,"" and ""I Am Truth. <a href=""https://www.last.fm/music/The+Gentle+Men"">Read more on Last.fm</a>",75751,1474067,Bad Omens
Polar States," <a href=""https://www.last.fm/music/Polar+States"">Read more on Last.fm</a>",3388,19042,Al Moses
Disclosure,"Disclosure are Guy Lawrence and Howard Lawrence, brothers from Surrey, United Kingdom. Crafting their own lo-fi dream-dub sound, Disclosure effortlessly combine 2-step garage rhythms and dubstep basslines with their own rich musical heritage of soul, jazz and 90s hip hop. After their debut single on Moshi-Moshi Records in September 2010, the duo released a 4 track EP on Transparent Records the year after. 2012 saw the release of ""Tenderly/Flow"" and ""The Face"" EP on Greco-Roman. <a href=""https://www.last.fm/music/Disclosure"">Read more on Last.fm</a>",1957558,60525426,AlunaGeorge
Lukas Graham,"Lukas Graham is a Danish pop band consisting of vocalist Lukas Graham Forchhammer (born September 18, 1988), drummer Mark ""Lovestick"" Falgren (born November 28, 1988), bassist Magnus Larsson (born September 9, 1990) and keyboardist Kasper Daugaard (born June 14, 1989). 

Launching their debut album in 2012 on Copenhagen Records, Lukas Graham quickly became a popular live act in Denmark. That success translated to the rest of Europe and caught the attention of Warner Bros. <a href=""https://www.last.fm/music/Lukas+Graham"">Read more on Last.fm</a>",953857,12923475,Calum Scott
Haedes," <a href=""https://www.last.fm/music/Haedes"">Read more on Last.fm</a>",526,4237,Paramod
Dua Lipa,"Dua Lipa (born August 22, 1995) is an English-Albanian singer-songwriter. She was born in London of refugee parents from The Republic of Kosovo, growing up between both countries until fully moving back to London at age 15.

Dua Lipa began to write her name in the music industry. Lipa gained attention from the specialized media as an artist after the release of her debut album in 2017,  ""Dua Lipa"" (self-titled). It won the third position on the UK Albums Chart and featured eight singles. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>",2613323,245592309,Katy Perry
5god.2020," <a href=""https://www.last.fm/music/5god.2020"">Read more on Last.fm</a>",155,1043,Bunky S.A.
Makenzie," <a href=""https://www.last.fm/music/Makenzie"">Read more on Last.fm</a>",3712,14160,The Amours
War,"There are at least nine artists with this name: 

1. WAR were a popular funk group of the '70s. They mixed soul, jazz, blues, reggae, Latin and rock influences in their music.  They had a very recognizable sound, due to their mix of harmonica, horns, guitar, bass, percussion, and vocals. WAR was initially formed in 1969 from a band called Nightshift to jam while Eric Burdon free-associated lyrics.  They released two albums under Burdon's name, the first of which contained the hit Spill the Wine. <a href=""https://www.last.fm/music/War"">Read more on Last.fm</a>",830556,6235082,Eric Burdon & WAR
why don't we,"Why Don't We (commonly abbreviated as WDW) is an American pop quintet that was assembled on September 27, 2016, consisting of Jonah Marais, Corbyn Besson, Daniel Seavey, Jack Avery, and Zachary ""Zach"" Herron, each of whom had previously recorded as solo artists. Their fandom name is called ""Limelights"", due to a lyric from their debut single.

The band was originally formed on September 27, 2016, and announced it the next day via their YouTube account. Since then, the band has released three EPs and two albums. <a href=""https://www.last.fm/music/why+don%27t+we"">Read more on Last.fm</a>",603947,16938331,
D.O.D,"There are 3 types of D.O.D.  the first is Do or Die a four piece band from San Francisco, comprising of two women and two men who are no longer playing together. 

The Second is Duo of Darkness a three piece band from Groningen; The Netherlands comprising of three friends rhymin' their way to the top. (www.last.fm/music/duo+of+darkness)

The third is is a British house music DJ & Producer, D.O.D <a href=""https://www.last.fm/music/D.O.D"">Read more on Last.fm</a>",264613,3329928,Noizu
Olivia Rodrigo,"Olivia Isabel Rodrigo (born February 20, 2003) is an American singer, songwriter, and actress. She gained recognition with her lead roles on the Disney television programs Bizaardvark and High School Musical: The Musical: The Series. After signing with Geffen and Interscope Records, Rodrigo released her debut single ""drivers license"" in 2021, which broke various records and became one of the best-selling songs of the year, propelling her to mainstream fame. She followed it up with the singles ""deja vu"" and ""good 4 u"". <a href=""https://www.last.fm/music/Olivia+Rodrigo"">Read more on Last.fm</a>",2332536,376568402,Taylor Swift
Top 40 Hip-Hop Hits," <a href=""https://www.last.fm/music/Top+40+Hip-Hop+Hits"">Read more on Last.fm</a>",2011,7067,Juicy J feat. Lil Wayne and 2 Chainz
The Living Strange,"From Brooklyn, New York, USA <a href=""https://www.last.fm/music/The+Living+Strange"">Read more on Last.fm</a>",981,5744,soklo
Gorillaz,"Gorillaz are a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",5606929,362059542,Damon Albarn
female rapper," <a href=""https://www.last.fm/music/female+rapper"">Read more on Last.fm</a>",13,44,
EDX,"EDX is a worldwide acclaimed remixer, well known for his brilliant work for the likes of Dubfire, Deadmau5, Armand van Helden, Steve Angello, Sucker DJs, Michael Procter, Kool & The Gang, Lauryn Hill, Kaskade and Armin van Buuren, to name but a few.
Enormous Diverse Xample (of a genius) might not be an accurate, but for sure a possible interpretation of the three letters EDX. Productive and successful for more then a decade, Italian native artist <a href=""https://www.last.fm/music/EDX"">Read more on Last.fm</a>",253455,2257185,Michael Calfan
David Smets," <a href=""https://www.last.fm/music/David+Smets"">Read more on Last.fm</a>",34,63,
Echosmith,"Echosmith is an alternative pop/rock band formed in Los Angeles, California in 2009. The band consists of the Sierota Siblings, Graham, Sydney and Noah. Graham plays drums, Sydney sings lead vocals and occasionally plays guitar or keys, Noah plays bass and sings backup vocals. Brother Jamie used to be the guitarist and sang backup vocals but left the band in 2016.

Echosmith signed to Warner Bros Records in May 2012. In 2012 they released a single <a href=""https://www.last.fm/music/Echosmith"">Read more on Last.fm</a>",882330,9940368,MisterWives
