Artista,Biografia,Listeners,Playcount,Artistas Similares
Nova Charisma,"Nova Charisma is an American post-hardcore/progressive rock trio from California formed in 2019 consisting of Donovan Melero (Hail The Sun, Sianvar, Kill Iconic), Sergio Medina (Eidola, Stolas, Sianvar) and Carlo Marquez (Stolas, Kill Iconic, Diver)

Discography: Exposition I EP (2019)Exposition II EP (2019)Exposition III EP (2020)Hollow People - Single (2022)Metropolitan LP (2024) <a href=""https://www.last.fm/music/Nova+Charisma"">Read more on Last.fm</a>",29574,526656,Hail The Sun
Outline in Color,"Outline In Color is a post-hardcore/electronic band. They mix elements of metalcore and electronics, thus producing their sound. Heavy with sick breakdowns, the EP will make you poop your pants and constantly make your jaw drop. And if you're a sucker for catchy electronics, the EP is for you. The band members are Forrest on Guitar, K.C Simonsen with vocals, Trevor with screams, See Jay with guitar, Austin with drums, and Michael on synth. <a href=""https://www.last.fm/music/Outline+in+Color"">Read more on Last.fm</a>",83326,1792007,Secrets
KNOT,"Boston indie group  Krill have announced their new band Knot. The group consists of all three Krill members—Jonah Furman, Aaron Ratoff, and Ian Becker—with the addition of Joe DeManuelle-Hall.  <a href=""https://www.last.fm/music/KNOT"">Read more on Last.fm</a>",4504,45727,Bethlehem Steel
spirit breaker,"Formed in 2016, Spirit Breaker is a 4-piece Progressive Metalcore outfit hailing from Southfield, MI - USA. Members: Tre' Turner - Vocals, Johnny Allor - Guitars, Aaron Lutas - Bass, Alex Mitchell - Drums. Their latest album, called 'Cura Nata', comin' up throughout Solidstate Records. <a href=""https://www.last.fm/music/spirit+breaker"">Read more on Last.fm</a>",5265,89094,
Rival Summers,"""Two and a half years, it’s been since I started creating music and living my dreams under the name Rival Summers. I started this when I was only fifteen, and it’s crazy to think how many places I’ve seen, how many people I’ve met, and how much I’ve grown as a person and a musician since then. If it werent for Rival Summers, I wouldn’t be who I am now. I would have no direction and many people the people that I have in my life wouldn’t be if I had never started any of this. It’s really crazy to think about. <a href=""https://www.last.fm/music/Rival+Summers"">Read more on Last.fm</a>",5600,66639,This Love
Satyr,"1. Satyr is a progressive metal band from Atlanta GA. They have made a name for themselves by blending technical proficiency, complex song structures, and dense emotion into one unique and impressive sound. Mixing equal parts post hardcore, math rock, metalcore, and prog, their music is complemented by weighted lyrics containing forward and genuine subject matter as seen through more lighthearted eyes, which creates a sound and message that can be enjoyed by any and all on the rock and metal spectrum. <a href=""https://www.last.fm/music/Satyr"">Read more on Last.fm</a>",35964,408248,Hail The Sun
liily,"Liily are a group of Los Angeles teenagers hailing from deep in the San Fernando Valley to the edges of the Inland Empire.
Emerging from a new and burgeoning culture of youths in the city, their wildly frenetic shows point to a new vision for alternative and hard rock music in 2019. <a href=""https://www.last.fm/music/liily"">Read more on Last.fm</a>",87735,843686,
Zero Hour,"Zero Hour was a progressive metal band formed by twin brothers Jasun Tipton and Troy Tipton in Pleasanton, California in 1993. The band is signed by Sensory Label. New vocalist Chris Salinas joined the band for their 2006 album Specs of Pictures Burnt Beyond, replacing Fred Marshall. Salinas had previously fronted another progressive metal outfit, Power of Omens, which disbanded in 2005 after two albums.

The band has since disbanded due to Troy Tipton's arm injury. <a href=""https://www.last.fm/music/Zero+Hour"">Read more on Last.fm</a>",21983,339981,Sun Caged
Beard the Lion," <a href=""https://www.last.fm/music/Beard+the+Lion"">Read more on Last.fm</a>",1094,11724,Immortal Construct
Skillet,"Skillet is an American Christian rock band formed in Memphis, Tennessee, in 1996 by vocalist John Cooper and guitarist Ken Steorts.

The current lineup consists of: John Cooper (lead vocals, bass and acoustic guitar), Korey Cooper (keyboards, synthesizer, rythm guitar and backing vocals), Jen Ledger (drums and backing vocals) and Seth Morrison (lead guitar).

History
Foundation and first years
Skillet formed in 1996 with two members: John Cooper, former vocalist for Tennessee progressive rock band Seraph <a href=""https://www.last.fm/music/Skillet"">Read more on Last.fm</a>",1769564,61044352,Thousand Foot Krutch
Ki:Theory,"Ki:Theory (pronounced “Key Theory”) is the alias for American recording artist and producer, Joel Burleson, who specializes in alternative rock and electronic. He and his band have toured nationwide US, Canada, Japan and Korea.

He has done commissioned remixes for Daft Punk/Tron: Legacy, Kings of Leon, Queens of the Stone Age, Cypress Hill, Rob Zombie, UNKLE, Rodrigo y Gabriela with Hans Zimmer, Brazilian Girls, Kasabian and MuteMath amongst others. <a href=""https://www.last.fm/music/Ki:Theory"">Read more on Last.fm</a>",118273,1284983,Ocean Jet
The Band CAMINO,"The Band CAMINO is an alternative, indie rock group originating in Memphis, Tennessee and consisting of Jeffery Jordan (vocals, guitar), Spencer Stewart (vocals, guitar), and Garrison Burgess (drums). The band is named after a Chevrolet El Camino that Rowell spotted at the time. The band's previous members include Andrew Isbell (drums), who departed from the band in June 2017 and Graham Rowell (bass), who was removed from the band in April 2020 after accusations of sexual misconduct between him and fans surfaced online.  <a href=""https://www.last.fm/music/The+Band+CAMINO"">Read more on Last.fm</a>",319502,12441440,The Wldlfe
Antimatter,"There are two bands named Antimatter. 
1) 80s synth-pop band Anti-Matter formed by Xopher Davidson.
2)  United Kingdom dark rock band Antimatter founded by Mick Moss. The project was originally a duo composed of founding member Duncan Patterson (former bassist/songwriter of Anathema) and Moss, being essentially an amalgamation of two solo projects working in tandem with each other, with each member writing and arranging their songs alone and compiling them in the studio later on to create an album. <a href=""https://www.last.fm/music/Antimatter"">Read more on Last.fm</a>",227768,11018038,Sleeping Pulse
Cold,"There are at least 10 artists called ""Cold"".

Cold [1] are from Jacksonville, Florida, USA. With the release of their self-titled debut, ""Cold,"" in 1998, the band quickly became known for its angsty lyrics and the singer's distinctive voice. ""Cold"" has obvious touches of grunge, but on the following album, ""13 Ways to Bleed on Stage,"" Cold changed towards a more ambivalent, and in some ways, alternative hard rock with slightly calmer, angst inspired songs. <a href=""https://www.last.fm/music/Cold"">Read more on Last.fm</a>",786623,14781137,Earshot
The Treatment,"The Treatment were formed in 2008, when founder member drummer Dhani Mansworth was still at school in Cambridge . Although only 15 at the time he already had a clear vision of the kind of band he wanted to form. Having grown up on a diet of AC/DC, Led Zeppelin and Aerosmith he began to put the band together under the watchful eye of his father guitarist and manager Laurie Mansworth (More, Airrace, Roadstar).

Having had little success with local musicians he decided to go further afield. <a href=""https://www.last.fm/music/The+Treatment"">Read more on Last.fm</a>",22543,262215,Thundermother
Aerial,"There is more than one artist with this name;

1.  A E R I A L is a dedicated, 4-piece metalcore band from Southern Norway that formed in early 2015. Having grown up with one another, the final line-up formed out of a several local bands. The band consists a group of close friends thereof, Markus H. Johnsen (vocals), Mathias Corneliussen (drums), Josef Fredén (bass) and Andreas Stensland (guitar).

In the middle of 2015 the band released their first <a href=""https://www.last.fm/music/Aerial"">Read more on Last.fm</a>",34069,324145,Aphasia
Amira Elfeky,"Amira Elfeky is a 22 year old singer/songwriter based out of Los Angeles, California.

Amira, a Connecticut native, met producer/multi-instrumentalist, Brandon Iljas in 2017 by posting a “drummer wanted” ad. Together, they have crafted several tracks in Brandon’s DIY bedroom studio in San Francisco. Their production style combines the synth and guitar tones of lo-fi bedroom pop with modern vocals and boom bap style drums.

Having dealt with anxiety and depression for most of her life, Amira sought solace in music. <a href=""https://www.last.fm/music/Amira+Elfeky"">Read more on Last.fm</a>",119709,1649155,VIOLENT VIRA
Gary Clark Jr.,"Gary Clark Jr. (born February 15, 1984) is an American guitarist and actor based in Austin, Texas. Described as being the future of Texas blues, Clark's resume has included sharing the stage with various legends of rock and roll. He has stated that he is ""influenced by blues, jazz, soul [and] country, as well as hip hop"". Clark's musical trademarks are his extremely fuzzy guitar sound and smooth vocal style.


GARY CLARK JR.began playing guitar in 1996 at the ripe young age of 12. <a href=""https://www.last.fm/music/Gary+Clark+Jr."">Read more on Last.fm</a>",479340,7157007,Marcus King
Neal Morse,"As a young musician, Neal’s dream was like many others—to find success in the pop music world. But after years of struggling in the Los Angeles singer-songwriter scene, he realized that this dream would not materialize. Eschewing conventional wisdom, Morse took a courageous step: He about-faced and devoted himself to progressive rock, the music truly in his heart. The obscure and fiercely competitive genre held little chance of commercial success. <a href=""https://www.last.fm/music/Neal+Morse"">Read more on Last.fm</a>",80229,2402928,The Neal Morse Band
Coletta,"Coletta is a four-member progressive rock/post-hardcore band from Atlanta, Georgia, United States. They formed from their deep passion for music and synergy.

Bandcamp
Instagram
Facebook
Twitter <a href=""https://www.last.fm/music/Coletta"">Read more on Last.fm</a>",58762,1310989,Dwellings
If Not for Me,"If Not for Me is an American metalcore band formed around 2015 in Harrisburg, Pennsylvania. It currently consists of: Patrick Glover (vocals), Hayden Calhoun (guitar), Zac Allen (bass) and Cody Frain (drums). <a href=""https://www.last.fm/music/If+Not+for+Me"">Read more on Last.fm</a>",31487,424486,Catch Your Breath
Rogue,"There are multiple bands named Rogue.

1) Rogue is the artist alias of Joel Hunt of Birmingham, England. Rogue burst onto the scene in October 2011, releasing Dubstep remixes and original tracks on his Youtube channel. Now, he sits among some of the most exciting up and coming EDM producers around, well known for his releases on Monstercat. His first EP Dreams was released on the 26th of November 2012.
He is critically acclaimed for his unique style <a href=""https://www.last.fm/music/Rogue"">Read more on Last.fm</a>",166975,2468483,Stephen Walking
Hunter James and The Titanic,"Hunter James and The Titanic is an American band based in Denver, CO. <a href=""https://www.last.fm/music/Hunter+James+and+The+Titanic"">Read more on Last.fm</a>",2401,4664,Harrison Steele
ORBS,"Orbs began in the fall of 2007 in the United States after a series of cross country file swapping sessions between Guitarist Dan Briggs (Between the Buried and Me) and keyboardist Ashley Ellyllon (Abigail Williams / Cradle of Filth). The band mixes high energy, 90's tinged space-rock with thunderous piano driven choruses, lush melodic textures, and quirky classic progressive rock passages and song structures. Singer / guitarist Adam Fisher (Fear Before) <a href=""https://www.last.fm/music/ORBS"">Read more on Last.fm</a>",17142,365933,Fear Before
Body Thief,"Beginning with an initiative from each member to experiment with new sounds and push each of their individual musical abilities, Sebastian Ramos and Greg Chipkin recorded 3 instrumental demos under the name Body Thief, and by late 2013, had completed their lineup in with the addition of Walt Umana on Bass and Daniel Hawkins on vocals. The band began to play around Maryland + D.C., and branched into other Mid Atlantic states as well. By winter of 2014 <a href=""https://www.last.fm/music/Body+Thief"">Read more on Last.fm</a>",17802,246639,Royal Coda
WARBLY JETS,"Warbly Jets is an American rock band formed in 2015 in Los Angeles, California. The group consists of founding members Samuel Shea and Julien O’Neill and has a rotating cast of touring and in-studio members such as bassist and contributing songwriter Dan Gerbang. <a href=""https://www.last.fm/music/WARBLY+JETS"">Read more on Last.fm</a>",32792,295456,The Family Rain
Amarionette,"There are currently two bands using the name Amarionette.

1. Progressive Post-Hardcore band from Las Vegas, Nevada, United States.
2. Experimental band from Lisbon, Portugal.

1.
Members:
Spencer “Issy” Berry - Vocals
Nick Raya - Guitar
AJ Samiento - Guitar
Ron Wells - Bass
Joseph Arrington - Drums

Former members:
Justin Brooklyn - Drums
Quin White - Vocals (2007- 2018)
Brandon Jones - Guitar

facebook.com/AmarionetteOfficial
amarionette.com <a href=""https://www.last.fm/music/Amarionette"">Read more on Last.fm</a>",27927,487679,Nova Charisma
Meet Me @ The Altar,"Meet Me At The Altar (stylized as Meet Me @ The Altar) is an American pop punk band formed in 2015. Initially, the three members—all of whom lived in different states at the time—worked on music remotely through the internet. The band went on their first tour in 2018, and were signed by Fueled by Ramen in 2020.

Meet Me At The Altar was formed in 2015 when Téa Campbell met Ada Juarez through YouTube; the latter had posted a number of videos covering pop punk songs, and Campbell subsequently reached out. <a href=""https://www.last.fm/music/Meet+Me+@+The+Altar"">Read more on Last.fm</a>",104430,1517949,Honey Revenge
HOLY FAWN,"Holy Fawn is a band based in Tempe, Arizona. They are most commonly described as a shoegaze band, but this quartet doesn’t seem particularly interested in applying labels to their music, which they’ve described simply as “loud heavy pretty noises.” Shoegaze, ambient, post-metal and blackgaze are all accurate ways to describe their dense and layered sound—soft, dreamlike ambience will often explode into ground-shaking walls of sound just to dissipate back into something more musing and softly atmospheric. <a href=""https://www.last.fm/music/HOLY+FAWN"">Read more on Last.fm</a>",102762,2450454,
Ben Rosett,"Drummer of Strawberry Girls and Eternity Forever. Owner of Spirit Vision Records & Studios. Multi-instrumentalist solo musician for fans of CHON, POLYPHIA, Hiatus Kaiyote, etc... <a href=""https://www.last.fm/music/Ben+Rosett"">Read more on Last.fm</a>",33550,311114,Rob Scallon
Skarlett Riot,"The band members met for the first time in school, where they were known under the name 'Fuzion'. A short time later, they renamed themselves Skarlett Riot and produced their first EP ""Skarlett Riot"", which was released on 4 November 2010.

Two years later, the second EP called ""Villain"" was released, with which they gained their first wave of fame. In 2013, they released their first single, ""Faded Memory"", which can be found on their debut album' Tear Me Down', which was released in the same year. <a href=""https://www.last.fm/music/Skarlett+Riot"">Read more on Last.fm</a>",35139,489100,Fifth Dawn
Lannds,"""I just want to allow the universe to speak through me right now. What is it that I want to say? How do I truly feel?"" These are the questions Rania Woodard found herself asking alongside bandmate Brian Squillace while working on their debut album, Music For The Future. In the Spring of 2021, Woodard and Squillace decamped to a remote cabin in northern Georgia to work on their new album. Beginning each day with a clear intention to create without expectations <a href=""https://www.last.fm/music/Lannds"">Read more on Last.fm</a>",30000,121843,Baby Cool
One Year Later,"After spending two years touring in support to bands such as Like Moths to Flames, Texas in July, Our Last Night, and performing at festivals such as Milwaukee Summerfest with All That Remains and Hollywood Undead, One Year Later returns to the table with a new release - Life Between the Lies.

The sophomore full-length record from the band, due out April 15th on CI Records, draws influence from contemporary and past musical giants, including metal frontrunner Bring Me the Horizon and ever-eclectic The Mars Volta. <a href=""https://www.last.fm/music/One+Year+Later"">Read more on Last.fm</a>",10560,173235,Forty Fathoms
Killswitch Engage,"Killswitch Engage is an American metalcore band from Westfield, Massachusetts, formed in 1999 after the disbanding of Overcast and Aftershock. Killswitch Engage's current lineup consists of vocalist Jesse Leach, guitarists Joel Stroetzel and Adam Dutkiewicz, bassist Mike D'Antonio, and drummer Justin Foley. The band has released eight studio albums and three live performance albums. Their eighth studio album, Atonement, was released on August 16, 2019. <a href=""https://www.last.fm/music/Killswitch+Engage"">Read more on Last.fm</a>",1477075,68324174,Times of Grace
Theory of a Deadman,"Theory of a Deadman (or Theory for short) is a rock band from North Delta, British Columbia, Canada, formed in 2001, signed by Nickelback vocalist Chad Kroeger to 604 Records, after lead singer Tyler Connolly gave Kroeger a demo tape. The band also includes traits of other music styles, such as country, metal and more acoustic elements. Theory has released six studio albums and three #1 hits on the Mainstream Rock Chart. The band scored the entire soundtrack for the video game, ""Indigo Prophecy"" / ""Fahrenheit"". <a href=""https://www.last.fm/music/Theory+of+a+Deadman"">Read more on Last.fm</a>",1187317,24031257,Hinder
Helmet,"Helmet is an alternative metal band hailing from New York City, with its roots dating back to 1989 when vocalist and lead guitarist Page Hamilton established the group. Throughout its existence, Helmet has undergone numerous lineup changes, yet Hamilton remains the sole consistent member. Since 2010, the band has been comprised of Hamilton, drummer Kyle Stevenson, guitarist Dan Beeman, and bassist Dave Case.

The discography of Helmet boasts eight studio albums and two compilation albums. <a href=""https://www.last.fm/music/Helmet"">Read more on Last.fm</a>",569038,10390617,Quicksand
Oceanic,"There are three artists that go by the name of Oceanic.

1. Oceanic is the name under which Dutch DJ and electronic music producer Job Oberman releases his music. He has been a producer and creative entrepreneur in music, theatre, radio and other fields for many years. Under the Oceanic moniker released singles and EPs and a live album (Live at De School, 2018), before releasing a full length studio album, Choral Feeling, in early 2023. 

2. Oceanic are a 3-piece experimental, instrumental rock band from Halifax, Nova Scotia. <a href=""https://www.last.fm/music/Oceanic"">Read more on Last.fm</a>",40166,185748,DOC SLEEP
20/20,"20/20 was formed in Tulsa, OK by high school friends Steve Allen (guitar, vocals) and Ron Flynt (bass, vocals). They're known today as a popular power pop band, preceding as well as being a part of the late 70s power pop boom among bands such as Cheap Trick, The Knack, and The Records. Tracks ""Cheri"" and ""Yellow Pills"" have been included in several multi-artist power pop collections, with the 'Yellow Pills' title becoming a sort of underground shorthand for the scene. <a href=""https://www.last.fm/music/20%2F20"">Read more on Last.fm</a>",19952,177672,Alex Chilton
Death Goals,"London based queercore/post-hardcore band <a href=""https://www.last.fm/music/Death+Goals"">Read more on Last.fm</a>",7788,129345,Dreamwell
Crown the Empire,"Crown The Empire is a post-hardcore/metalcore (earlier)/alternative metal (later) band from Dallas, Texas, United States. Formed in 2010.

Discography:
2023 - Dogma
2019 - Sudden Sky
2016 - Retrograde
2014 - The Resistance: Rise Of The Runaways
2012 - The Fallout
2011 - Limitless

Members:
Andy ""Leo"" Rockhold - Vocals (2010-present)
Brandon Hoover - Guitar/Vocals (2010-present)
Hayden Tree - Bass (2010-present)
Jeeves Avalos - Drums (2022-present) <a href=""https://www.last.fm/music/Crown+the+Empire"">Read more on Last.fm</a>",293931,10818914,Palisades
Paralandra,"From the beginning, hard rock band, Paralandra, decided to concentrate on creating pure, heartfelt music, no matter how it came out. They have not wavered from this approach, and continue to strive to provide a product that is a sincere and unique expression of themselves, both lyrically and musically. The band started in the summer of 2013 as, Casandra Carson (lead vocal and guitar), decided to create a band to perform the songs she had begun writing. <a href=""https://www.last.fm/music/Paralandra"">Read more on Last.fm</a>",2234,15170,A Light Divided
Death Therapy,"Death Therapy, is a two-man metal band that has no real genre. It’s groovy, industrial, and it has zero guitar. It’s on the right track.

Before Death Therapy, Jason Wisdom was the lead singer and bassist for the metal core band Becoming The Archetype. Twelve years, four records, and countless tours later, he took a step back to care for his family. 

He didn’t touch an instrument for nearly four years.

Now he’s back, bass in hand, and he’s doing it his way. <a href=""https://www.last.fm/music/Death+Therapy"">Read more on Last.fm</a>",4243,73657,Brotality
No Sun," <a href=""https://www.last.fm/music/No+Sun"">Read more on Last.fm</a>",15199,122125,Grivo
Hinder,"1) Hinder is a hard rock group inspired by post-grunge music that was formed in Oklahoma City in July 2001 when guitarist Joe Garvey and drummer Cody Hanson discovered Austin Winkler singing for a cover band at a college dorm party. ""I heard him and was blown away,"" said Cody. ""He has the kind of charisma very few people have and that unique voice. You can't really compare him to anybody."" Hinder's perhaps best known for their number one smash ""Lips Of An Angel"". <a href=""https://www.last.fm/music/Hinder"">Read more on Last.fm</a>",1198349,19065857,Saving Abel
22,"22 is the name of at least two artists.

One of the imprisoned blues singers recorded by Alan Lomax during his famed ""Southern Journey"" went by the moniker of ""22."" He can be heard on recordings of such tunes as ""Prettiest Train,"" and ""Old Dollar Mamie,"" and ""Early in the Mornin.""

22 are a band from Trondheim, Norway formed around 2008. Combining the heavy edged, mathematical and progressive insanity of The Mars Volta, Muse and Refused with a keen pop sensibility and strong desire to experiment... <a href=""https://www.last.fm/music/22"">Read more on Last.fm</a>",53588,528449,Maraton
Year of the Rabbit,"Year of the Rabbit is an alternative rock band comprised of Ken Andrews (lead vocals, rhythm guitar), Tim Dow (drums, background vocals), Jeff Garber (lead guitar, background vocals) and Solomon Snyder (bass guitar, background vocals). Band members have previously played in bands/acts as: Failure, On, Shiner, season to risk, Castor and National Skyline. The band released the EP ""Hunted"" and a self-titled full length on Elektra Records.

In April 2004 <a href=""https://www.last.fm/music/Year+of+the+Rabbit"">Read more on Last.fm</a>",20742,358415,Failure
Year of No Light,"Year of No Light (often abbreviated as YONL) is a French post-metal band from Bordeaux formed in 2001 by Johan Sébenne, Bertrand Sébenne, Jérôme Alban and Christophe Mora. Since it's conception, YONL was never a ""top priority"" band but rather an instrumental side project. After one year of rehearsal, Christophe Mora left the band. Pierre Anouilh succeeded him. One month later, the band played live for the first time. From 2002 to 2003, they played local shows in Bordeaux. <a href=""https://www.last.fm/music/Year+of+No+Light"">Read more on Last.fm</a>",88537,2186368,Rosetta
Games We Play,"Games We Play are a punk-pop trio fronted by Miami-born and Los Angeles-based singer, songwriter, multi-instrumentalist Emmyn Calleiro. In 2022, Games We Play signed to Fueled By Ramen and DCD2 Records.

DCD2 Records Founder and Fall Out Boy bassist Pete Wentz commented, “In a time where the world seems to get so much serotonin funded by a committee of likes and comments on social media platforms, true authenticity is scarce but invaluable. This is what drew me to Games We Play—it’s all there—cohesive <a href=""https://www.last.fm/music/Games+We+Play"">Read more on Last.fm</a>",66600,694723,The Summer Set
DC Talk,"dc Talk is made up of Toby McKeehan (tobyMac), Michael Tait, and Kevin Max.

The three met while they were young men at Liberty University in Lynchburg, Virginia. They formed the band dc Talk (a reference to Washington D.C., but later marketed as 'decent Christian talk' by their label) and, as of the year 2000, spent twelve solid years together, performing all over the world, recording 6 albums, and earning many awards, including 4 Grammy awards.  <a href=""https://www.last.fm/music/DC+Talk"">Read more on Last.fm</a>",165620,2717924,Audio Adrenaline
Of Tides & Currents,"Of Tides & Currents was an experimental post-hardcore band from Prince Frederick/Baltimore, Maryland, United States.

Bio from their Reverbnation page:
Of Tides & Currents is making a name for themselves as a group that's ""not your everyday hardcore band,” within this five piece line-up lies a theme of inspiring others as the band was inspired. Founded in (mid) 2011, you can expect Of Tides & Currents to deliver an addictive fusion of fierce riffs over reverberating leads <a href=""https://www.last.fm/music/Of+Tides+&+Currents"">Read more on Last.fm</a>",296,3120,Kings & Liars
Topographies," <a href=""https://www.last.fm/music/Topographies"">Read more on Last.fm</a>",16339,159610,Lesser Care
Against the Current,"Against the Current is a pop-punk band that formed in Poughkeepsie, New York in 2011. Led by singer Chrissy Costanza, guitarist/singer Dan Gow, and drummer Will Ferri, they initially built up a large following on YouTube covering songs like Owl City and Carly Rae Jepsen's ""Good Time"" and Kelly Clarkson's ""Catch My Breath."" Their own debut single, ""Thinking,"" arrived in July 2012, followed a year later by ""Closer, Faster,"" the latter of which also appeared on their debut EP ''Infinity' in 2014. <a href=""https://www.last.fm/music/Against+the+Current"">Read more on Last.fm</a>",232237,10186592,We Are the In Crowd
Red Hot Chili Peppers,"Red Hot Chili Peppers is an American rock band formed in Los Angeles in 1982. Their music incorporates elements of alternative rock, funk, punk rock and psychedelic rock. The band consists of co-founders Anthony Kiedis (lead vocals) and Flea (bass), as well as drummer Chad Smith, and guitarist John Frusciante, the latter of whom has been in the band across three stints. With over 100 million records sold worldwide, Red Hot Chili Peppers is one of the best-selling bands of all time. <a href=""https://www.last.fm/music/Red+Hot+Chili+Peppers"">Read more on Last.fm</a>",6190659,429934323,John Frusciante
Magon,"Alon Magen (born 8 May 1985), known professionally as Magon is an Israeli singer-songwriter and producer.

Magon was born in Israel to Iraqi Jewish immigrants. At the age of 18 he joined the Israeli Army as part of a mandatory military service, which he eventually quit after 2 years by faking a mental illness. He has been living in Paris since 2009.

In 2019, Magon released his first solo album Out In The Dark on the French independent label December Square. <a href=""https://www.last.fm/music/Magon"">Read more on Last.fm</a>",19307,89636,Johnny Mafia
Mammoth WVH,"Mammoth WVH is the music project of former Van Halen bassist Wolfgang Van Halen. The debut single ""Distance"" was released on 16. November 2020 and peaked at #1 on Billboard's Mainstream Rock chart in February 2021. Mammoth WVH's debut album was released on 11, June 2021. <a href=""https://www.last.fm/music/Mammoth+WVH"">Read more on Last.fm</a>",68333,878720,Dirty Honey
We Rise The Tides," <a href=""https://www.last.fm/music/We+Rise+The+Tides"">Read more on Last.fm</a>",3137,34400,One Year Later
Settle The Sky,"With influences ranging from Iceland's Sigur Ros to Necrophagist, and from Petra to With Blood Comes Cleansing, it's no wonder that Settle The Sky has such a unique sound.  This 6 piece metalcore outfit from Ohio is fighting their way out of the ordinary in the metalcore world.  Fusing complex rhythms, classical piano overtures, and of course breakdowns and two-steps, STS packs a nice punch in their 6 song EP titled ""Now That We're Waiting"" to be released in September 0f 2008 on Cleveland's StandBy Records. <a href=""https://www.last.fm/music/Settle+The+Sky"">Read more on Last.fm</a>",26319,205381,
NonGrata," <a href=""https://www.last.fm/music/NonGrata"">Read more on Last.fm</a>",121,843,Sunday's Fall
Begotten,"1. Depressive Black Metal band from Ontario, Canada. www.facebook.com/begottendsbm
2. Black metal band from Latvia
3. Doom Metal from US.
4. Deathcore Begotten from russia
5. Dark Ambient from Costa Rica. http://begotten-cr.bandcamp.com/
6.Brutal Death Metal from Colombia Bogotá
7. Heathen Black Metal / Rac band from Ukraine (split-up)
8. Death metal from New York, USA
9. Experimental/ambient project from Belgium, formed by Jürgen De Blonde (Köhn) and Brecht Ameel (Razen). <a href=""https://www.last.fm/music/Begotten"">Read more on Last.fm</a>",15386,166462,Sacrimoon
Spirit Award,"Seattle based three-piece Spirit Award are known for their unique mix of sprawling stereo guitars, stunningly moody soundscapes and a driving drum and bass foundation. While Spirit Award are aptly capable of generating catchy psych moments, there seems to be no calculable formula to their writing style. Comprised of Daniel Lyon, Chris Moore and Terence Ankeny, the trio’s mutual goal in creating a sound with grit and authenticity is clearly evident throughout their music. <a href=""https://www.last.fm/music/Spirit+Award"">Read more on Last.fm</a>",4188,26713,New Age Healers
Som,"There are multiple artists named Som (or SOM.) The one described is capitalized normally: Som.

Imagine a database that was designed to store and catalog all of the art, culture, and music of both the ancient world of the Near and Far East and Europe. Now imagine that by a strange programming error, the database achieves consciousness, becoming an artificial intelligence, and begins to compose music and sketch. It hacks into the mainframes of the world and fills them with images of eternal beauty <a href=""https://www.last.fm/music/Som"">Read more on Last.fm</a>",36056,361799,Holy Fawn
wecamewithbrokenteeth,"wecamewithbrokenteeth was a cybergrind band formed in Overland Park, Kansas in 2005. Members included Bob, Mike, Kelly and Nikki. They made their music through FL Studio Production version for PC.

After releasing their first album ""Sweet. Sweet Rock."" in 2005, they began to build a following of fans through the social networking website MySpace. In 2006 they went on to release a second album titled “We're Packing, Are You?” which proved to be equally successful. <a href=""https://www.last.fm/music/wecamewithbrokenteeth"">Read more on Last.fm</a>",19016,830877,Preschool Tea Party Massacre
Grandson,"Grandson is an alternative artist hailing from Toronto, Canada. Born in the small town of Englewood New Jersey, he relocated to the cultural melting pot of Toronto at a young age, and grew up surrounded by music ranging from jazz to rock and roll to rap, dancehall and r&b. He began playing guitar and piano in high school.

At 17, he relocated to Montreal, QC to attend university, and began working in nightclubs cleaning tables and DJing. He started writing music at this time, incorporating the unique blend of sounds he grew up surrounded by. <a href=""https://www.last.fm/music/Grandson"">Read more on Last.fm</a>",645847,18648763,
Sentients,"We are Sentients from Cleveland, Ohio. Formed in the early winter of 2010, we have striven to always write the best music we are capable of, combining melody and technicality with heavy drop tuned guitars. Our debut EP 'How the Sun Will Die' was released October 11, 2011, and is available for download from our Bandcamp. Our debut full length, 'Ethereal,' was released on December 17th, 2012 and after embarking on a small midwest tour, we have never been stronger as a band. <a href=""https://www.last.fm/music/Sentients"">Read more on Last.fm</a>",942,12441,Bring Me Solace
Green Day,"Green Day is an American punk/rock band formed in the East Bay of California in 1987 by lead vocalist and guitarist Billie Joe Armstrong together with bassist and backing vocalist Mike Dirnt. For most of the band's career, they have been a power trio with drummer Tré Cool, who replaced John Kiffmeyer in 1990 before the recording of the band's second studio album, Kerplunk (1991). Before taking its current name in 1989, Green Day was called Blood Rage, then Sweet Children. <a href=""https://www.last.fm/music/Green+Day"">Read more on Last.fm</a>",5420908,308537085,Foxboro Hot Tubs
Seeing Things,"Emerging with fury from Prague, Czechia (Czech Republic), 𝗦𝗘𝗘𝗜𝗡𝗚_𝗧𝗛𝗜𝗡𝗚𝗦 妄想症 have established themselves as a nu-metalcore band, combining a raw and aggressive sound with elements of trap, 808 based beats and intricate instrumentals.  Originally created by Vojtech Pacesny in 2019, Seeing Things was forged to bring a fresh new sound to the stage. Premiering with the fast-paced single Spectre (2019), the band continued their ongoing evolution with Entity (2019) <a href=""https://www.last.fm/music/Seeing+Things"">Read more on Last.fm</a>",12284,100401,Half Me
