canciones,artistas,género,tipo,año lanzamiento,año
Alone Without,FACS,rock,track,2021,2019
Ghost,Samsara,rock,track,2022,2019
Secrets,Amira Elfeky,rock,track,2024,2019
Desire - Crim3s Remix,DILLY DALLY,rock,track,2016,2019
Temples,Growing,rock,track,2015,2019
Faulty Information 2016,Ra,rock,track,2017,2019
Follower,Brik,rock,track,2000,2019
Desperately Hopeless,Survive This!,rock,track,2016,2019
Down,Survive This!,rock,track,2016,2019
Closer,VRSTY,rock,track,2021,2019
Save Yourself,ONE OK ROCK,rock,track,2022,2019
Semantics,Dead/Awake,rock,track,2022,2019
IDENTITY CRI$i$,Begotten,rock,track,2022,2019
Vampire,Year Of No Light,rock,track,2013,2019
1991,The Fauns,rock,track,2009,2019
All Traps on Earth,All Traps On Earth,rock,track,2018,2019
Fallen Rock Zone,Ra,rock,track,2010,2019
Sugar,Animal Ghosts,rock,track,2022,2019
2019 Is A Black Cloud Year,HARMS,rock,track,2021,2019
No,The Dirty Youth,rock,track,2020,2019
Save Me,Survive This!,rock,track,2016,2019
Lights,Colour Haze,rock,track,2008,2019
Talk To Me,Hinder,rock,track,2012,2019
Wishful Thinking,Interloper,rock,track,2018,2019
Silence,Brik,rock,track,2000,2019
Animal Tracks,Alex Bleeker & The Freaks,rock,track,2009,2019
Click Click Boom,Saliva,rock,track,2022,2019
Fall Through,Ridgeway,rock,track,2021,2019
Soon,Animal Ghosts,rock,track,2022,2019
The Serious Kind - Remastered,Colossal,rock,track,2018,2019
Riot,Skarlett Riot,rock,track,2013,2019
Gray Letter,Growing,rock,track,2015,2019
Not Alone,Skarlett Riot,rock,track,2021,2019
Cataclysm,Letters From The Colony,rock,track,2018,2019
Monoform,Vessels,rock,track,2011,2019
Neurosis,Sentinels,rock,track,2017,2019
Cyberhex,Motionless In White,rock,track,2024,2019
Lights,The Dirty Youth,rock,track,2019,2019
Equilibrium,Colour & Shade,rock,track,2021,2019
Paths,One Year Later,rock,track,2012,2019
Pendulum,Keep,rock,track,2020,2019
Dial Up,Ride,rock,track,2019,2019
Holy Diver,Killswitch Engage,rock,track,2022,2019
Way,isaur,rock,track,2022,2019
Glass Palaces,Letters From The Colony,rock,track,2018,2019
Swell,Slide,rock,track,2020,2019
Xxix (feat. Rory Rodriguez),"I, of Helix",rock,track,2012,2019
Pet Sympathy,Pet Symmetry,rock,track,2021,2019
Yours (feat. Bea Miller),Sueco,rock,track,2024,2019
Call Me Maybe,Water From Your Eyes,rock,track,2021,2019
Wish,Slide,rock,track,2021,2019
Rust,QuietKind,rock,track,2020,2019
Whirl,Animal Ghosts,rock,track,2022,2019
Denouement,As Artifacts,rock,track,2015,2019
Industry,Sandrider,rock,track,2022,2019
1992,Beliefs,rock,track,2015,2019
Slow Burn,RVNT,rock,track,2022,2019
Barely Alive,The Parallel,rock,track,2021,2019
Homestead,LIMBS,rock,track,2018,2019
Rock!,Darkle,rock,track,2016,2019
Lost,Brik,rock,track,2000,2019
A Single Thread,In Angles,rock,track,2022,2019
Or,Bongripper,rock,track,2007,2019
Hit The Ground,Hinder,rock,track,2014,2019
Symphony,Halocene,rock,track,2018,2019
Xplode,Letters from the Fire,rock,track,2018,2019
Hero,Era 9,rock,track,2017,2019
Blurry,Antighost,rock,track,2019,2019
Hiérophante,Year Of No Light,rock,track,2010,2019
2029,Turbo Knight,rock,track,2021,2019
Perverse Universe,Tenement,rock,track,2016,2019
Visions / Signs,Set Apart,rock,track,2013,2019
20/20,The Days The Nights,rock,track,2009,2019
22180,Bars of Gold,rock,track,2013,2019
Great Escape,Moneen,rock,track,2009,2019
Black Summer,Red Hot Chili Peppers,rock,track,2022,2019
2020 Vision,Bush Tetras,rock,track,2023,2019
Rotting in Vain,Korn,rock,track,2024,2019
Kin,Eternal Void,rock,track,2021,2019
Shifted Shape,Wolves & Machines,rock,track,2021,2019
Singularity - Remastered,Halocene,rock,track,2022,2019
Scarlet,I See The End,rock,track,2013,2019
Sick of the Silence,Mother Mother,rock,track,2024,2019
1984,"My City, My Secret",rock,track,2023,2019
2020 Was a Total Shithole,Cpektir,rock,track,2020,2019
Ten Years,Those Who Fear,rock,track,2016,2019
Year of the Witch,Boy Rex,rock,track,2017,2019
O.N.E.,Gryn,rock,track,2000,2019
Friendly Fire,Linkin Park,rock,track,2024,2019
Dead Ends,The Animal In Me,rock,track,2015,2019
Closure,Brighter Than a Thousand Suns,rock,track,2022,2019
Snakepit,QuietKind,rock,track,2020,2019
Take Me,Papa Roach,rock,track,2022,2019
Shapeshifter,We're Wolves,rock,track,2018,2019
Letters,Resist the Undertow,rock,track,2012,2019
Rest Easy,Years Apart,rock,track,2018,2019
Yours,Sueco,rock,track,2024,2019
Call of the Void,Inventure,rock,track,2018,2019
Relevant Letters,Bruised But Not Broken,rock,track,2015,2019
Letters,Metalleg,rock,track,2018,2019
Dellview,Yearbooks,rock,track,2018,2019
Orée (abbesse),Year Of No Light,rock,track,2013,2019
Thick as Thieves,Shinedown,rock,track,2024,2019
Reified,Fayne,rock,track,2022,2019
Alien,Halestorm,rock,track,2024,2019
Scripture,Era 9,rock,track,2017,2019
Sights Not Long Gone,Sword Heaven,rock,track,2008,2019
Carrier,We Rise the Tides,rock,track,2012,2019
Kool,Meet Me @ The Altar,rock,track,2024,2019
Fire,The Dirty Youth,rock,track,2020,2019
Gideon,Black Sites,rock,track,2024,2019
Sickness,Widek,rock,track,2010,2019
Hold Me Up,Year Of The Rabbit,rock,track,2019,2019
Use Me,Hinder,rock,track,2022,2019
Rust,Böne,rock,track,2021,2019
Crossfire,Skillet,rock,track,2024,2019
Bridge Burner,Resist the Undertow,rock,track,2012,2019
Wish,Eldest 11,rock,track,2016,2019
Freakshow,Hinder,rock,track,2012,2019
Bums of 2071,Hobosexual,rock,track,2013,2019
Numbered,Elitist,rock,track,2015,2019
20/20 Vision,Echo Resort,rock,track,2021,2019
Figure It Out,Royal Blood,rock,track,2021,2019
Wash,20/20 Blind,rock,track,1994,2019
Kaleidoscope,Wolves & Machines,rock,track,2021,2019
Here,Before Their Eyes,rock,track,2020,2019
Pitfall,Opponent,rock,track,2020,2019
Whispers in the Dark,Year of the Locust,rock,track,2019,2019
Nineteen,Dirty Rivals,rock,track,2022,2019
Settling,Wolves & Machines,rock,track,2021,2019
Twin Flame,Settle The Sky,rock,track,2021,2019
Delusion:All,ONE OK ROCK,rock,track,2024,2019
Figure It Out,Royal Blood,rock,track,2022,2019
Closest,Only Sibling,rock,track,2020,2019
Paralyzed,Sueco,rock,track,2022,2019
Childs Play,20/20,rock,track,2014,2019
genre compilation,Trap Monarchy,rock,track,2024,2019
Linger,Settle The Sky,rock,track,2020,2019
Get Me Away From You,Hinder,rock,track,2012,2019
Rock Music,Catbreath?,rock,track,2022,2019
Yesterday,A New Decree,rock,track,2012,2019
Ruin,Darkswoon,rock,track,2015,2019
Fits,Malachi Crunch,rock,track,2001,2019
Legendary,Halestorm,rock,track,2024,2019
Are You Nervous?,Rock Kills Kid,rock,track,2024,2019
Invisible Hand,✝✝✝ (Crosses),rock,track,2024,2019
Ailments,Wolves & Machines,rock,track,2010,2019
2023,A VOID,rock,track,2023,2019
Like The Letter Z,I Wish We Were Robots,rock,track,2009,2019
Bleeding Out,R.I.O.,rock,track,2020,2019
5-22-02,Golden Smog,rock,track,2006,2019
Latency,Artificial Silence,rock,track,2018,2019
The Heavy,Horehound,rock,track,2019,2019
Believer,Becoming Everest,rock,track,2011,2019
A Symptom of Being Human,Shinedown,rock,track,2024,2019
Herløv,Settle The Sky,rock,track,2021,2019
Typical,Mutemath,rock,track,2021,2019
