Artista,Biografia,Listeners,Playcount,Artistas Similares
Duomo," <a href=""https://www.last.fm/music/Duomo"">Read more on Last.fm</a>",96940,673275,Steve Horner
DJ Khaled,"anotha one <a href=""https://www.last.fm/music/DJ+Khaled"">Read more on Last.fm</a>",2422620,47101129,Drake
Reik,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>",505504,9816528,Camila
Penelope Scott,"Penelope Scott is a 24-year-old American singer-songwriter. She has self-produced and self-released all of her music. Scott started making songs while taking a music production class in college. She first gained popularity when the song “Sweet Hibiscus Tea,” from her debut album, Junkyard 2, went viral in May 2020. In late 2020, Her music found a larger audience on the short-form video-sharing app TikTok.  Scott is best known for ""Rät"", a song about disappointment with idols, specifically Elon Musk. <a href=""https://www.last.fm/music/Penelope+Scott"">Read more on Last.fm</a>",522567,15730984,Sushi Soucy
Snoop Dogg,"Calvin Cordozar Broadus, Jr. (born October 20, 1971), known professionally as Snoop Dogg, is an American rapper, singer, songwriter, record producer, television personality and actor. His music career began in 1992 when he was discovered by Dr. Dre and featured on Dre's solo debut, ""Deep Cover"", and then on Dre's solo debut album, The Chronic. He has since sold over 23 million albums in the United States and 35 million albums worldwide.

Snoop's debut album, Doggystyle, produced by Dr. <a href=""https://www.last.fm/music/Snoop+Dogg"">Read more on Last.fm</a>",3765984,65268382,Tha Dogg Pound
Kai,"There are many artists and groups by the name of ""Kai"":

1. KAI (Hangul: 카이; born Kim Jong-in on January 14, 1994) is a South Korean singer, actor and rapper under SM Entertainment. He is a member of the boy group EXO, its sub-unit EXO-K, and the supergroup SuperM. He made his solo debut on November 30, 2020 with the mini album KAI - The 1st Mini Album and its title track ""Mmmh"". He released his second solo mini album Peaches - The 2nd Mini Album on November 30, 2021. <a href=""https://www.last.fm/music/Kai"">Read more on Last.fm</a>",514254,33708625,Exo
Iyla,"An indie rock band from Auckland, New Zealand formed in 2013

Richard Giles / Lead Vocals 
Nathan Roa / Guitar and Saxophone 
David Robinson / Drums 
Kevin Tay / Bass and Additional Guitar 
Sophia Ritchie / Bass and Backing Vocals <a href=""https://www.last.fm/music/+noredirect/Iyla"">Read more on Last.fm</a>",189706,2243881,
Spencer Crandall," <a href=""https://www.last.fm/music/Spencer+Crandall"">Read more on Last.fm</a>",29758,338746,Adam Doleac
Cigarettes After Sex,"Cigarettes After Sex is an American ambient pop musical group led by Greg Gonzalez, founded in El Paso, Texas in 2008. Since their formation, they have released 3 albums, one EP, and numerous singles.

Through music recommendations, Cigarettes After Sex has gained millions of views on YouTube leading to live performances across Europe & the US.

http://cigarettesaftersex.bandcamp.com/ <a href=""https://www.last.fm/music/Cigarettes+After+Sex"">Read more on Last.fm</a>",2047252,172779723,Strawberry Guy
Eyedress,"Idris Vicuña (born May 28, 1990), professionally recognized as Eyedress, is a Filipino solo musician. Raised in the Philippines, particularly an area he described as a ""ghetto,"" Eyedress began playing the guitar at a young age. He and his family moved to Phoenix, Arizona, where he was introduced to punk music. At age 13, he and his family moved to Orange County, California. There he joined the crust punk band Liberal Underground as a bassist. He moved back to the Philippines at age 15 with his family.  <a href=""https://www.last.fm/music/Eyedress"">Read more on Last.fm</a>",1605942,49238787,The Simps
Fiona Apple,"Fiona Apple McAfee-Maggart is an American singer, songwriter and pianist. Apple is an eleven-time Grammy Award nominee and three-time winner whose five albums have all reached the top fifteen on the U.S. Billboard 200 chart, stretching from 1997 to 2020. Her albums Tidal, When the Pawn..., Extraordinary Machine, The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do and Fetch the Bolt Cutters have sold over five million copies worldwide. <a href=""https://www.last.fm/music/Fiona+Apple"">Read more on Last.fm</a>",2271808,124895372,Björk
Remi Wolf,"Remi Francis Wolf (born February 2, 1996) is an American singer and songwriter from California. As a senior at Palo Alto High School, she appeared as a contestant on American Idol in 2014. After completing her studies at USC Thornton School of Music in 2018, she made her solo debut with the self-released extended play You're A Dog! in October 2019. Wolf subsequently released her second EP and major-label debut, I'm Allergic To Dogs!, on Island Records and Virgin EMI Records in June 2020 <a href=""https://www.last.fm/music/Remi+Wolf"">Read more on Last.fm</a>",707323,22537728,Magdalena Bay
wave to earth,"wave to earth are a South Korean indie-rock band consisting of members Kim Daniel 김다니엘 (vocals, guitar), Shin Dongkyu 신동규 (drums), and John Cha 차순종 (bass). They made their debut on August 23 2019 with the single 'wave'. They released their first EP 'wave 0.01'  on January 2, 2020. <a href=""https://www.last.fm/music/wave+to+earth"">Read more on Last.fm</a>",485074,43442887,Kim Daniel
All Time Low,"All Time Low is an American pop punk band formed in Baltimore, Maryland, United States in 2003. When Alex Gaskarth (lead vocals, rhythm guitar, keyboards) was in middle school, he was moved from private school to public school, where he met Jack Barakat (lead guitar, backing vocals), and put the band together; later recruiting Rian Dawson (drums, percussion), and Zack Merrick (bass guitar, backing vocals). The band's name came from a line in the New Found Glory song Head On Collision. <a href=""https://www.last.fm/music/All+Time+Low"">Read more on Last.fm</a>",2080448,102443574,Simple Creatures
Olivia Rodrigo,"Olivia Isabel Rodrigo (born February 20, 2003) is an American singer, songwriter, and actress. She gained recognition with her lead roles on the Disney television programs Bizaardvark and High School Musical: The Musical: The Series. After signing with Geffen and Interscope Records, Rodrigo released her debut single ""drivers license"" in 2021, which broke various records and became one of the best-selling songs of the year, propelling her to mainstream fame. She followed it up with the singles ""deja vu"" and ""good 4 u"". <a href=""https://www.last.fm/music/Olivia+Rodrigo"">Read more on Last.fm</a>",2326576,375287303,Taylor Swift
Manuel Turizo,"Manuel Turizo Zapata (born April 12, 2000), better known as Manuel Turizo, is a Colombian reggaeton singer and songwriter. Born and raised in Montería, Córdoba, he began making music at the age of thirteen with the influence of his older brother, Julián Turizo. When he was sixteen he independently recorded and  three singles: ""Baila Conmigo"", ""Vámonos"" and ""Una Lady Como Tú"", the latter gained wide popularity in 2017, and shortly after he signed under the label La Industria Inc. <a href=""https://www.last.fm/music/Manuel+Turizo"">Read more on Last.fm</a>",401489,7029327,Piso 21
Hot Mulligan,"Michigan’s upper peninsula is trapped under what seems like permafrost for most of the year. This chilling effect makes the landmass more comfortable with stationary lives rather than lives spent outside its natural sprawl. Hot Mulligan may have been born in this green giant, but they escaped its clutches shortly after high school to beat pavement and their own neuroses-at the same time.

Since 2014, the five-piece has gained ground for their earnest approach to songwriting <a href=""https://www.last.fm/music/Hot+Mulligan"">Read more on Last.fm</a>",251291,19601639,Arm's Length
Forest Blakk,"Growing up in Montreal, with time spent in Florida and Jamaica, the singer/songwriter first took up guitar as a refuge from his chaotic home life, then spent years learning to channel his most complex emotions into song. With his breakthrough single “If You Love Her” —a fall 2020 release that marks his Billboard debut— Blakk has brought his heart-on-sleeve songwriting to a whole new level of resonance, again proving music’s power to transform both audience and artist. <a href=""https://www.last.fm/music/Forest+Blakk"">Read more on Last.fm</a>",183147,1736989,Clinton Kane
Livingston,"There are threee artists/bands performing under the name Livingston:

1) A musical project put together by Canadian folklorist Henry Svec featuring Misha Bower and El Ron Maltan among others. The debut album, Artificially Intelligent Folk Songs of Canada, can be downloaded for free at http://www.folksingularity.com/

2) Livingston is an Alternative Rock band from London and consists of Beukes Willemse (vocals), Jakob Nebel (guitar, percussion), Chris van Niekerk (guitar, keyboard), Phil Magee (bass) and Paolo Serafini (drums). <a href=""https://www.last.fm/music/Livingston"">Read more on Last.fm</a>",122726,2347023,Lø Spirit
Voilà," <a href=""https://www.last.fm/music/+noredirect/Voil%C3%A0"">Read more on Last.fm</a>",149555,3684477,
Teyana Taylor,"
Teyana M.J. Taylor (born December 10, 1990) is an American socialite, singer, rapper, choreographer, dancer and actress from Harlem, New York. She was signed to Star Trak Entertainment/Interscope Records and released her debut single, ""Google Me"" in 2007. In 2011, she appeared in Tyler Perry's Madea's Big Happy Family opposite rapper/actor Bow Wow. Now a free agent, Teyana has just released a mixtape: ""The Misunderstanding of Teyana Taylor,"" that is available as a free download on her website:  www. <a href=""https://www.last.fm/music/Teyana+Taylor"">Read more on Last.fm</a>",527500,9947926,Summer Walker
Duke Dumont,"Before 2012 Duke Dumont was known as a ‘producer’s producer’. He was the name on a 12” record the DJ knew to reach for when he wanted to please the crowd, without them knowing who had constructed the mesmerising sonic confection they were dancing to.

In 2012, two EPs on Tiga’s Turbo Recordings (with whom Duke has had a long standing relationship) changed all that. ‘For Club Play Vol. 1 & 2’ offered up sweet ecstatic deep house & UK bass cuts that have united people across the spectrum of music <a href=""https://www.last.fm/music/Duke+Dumont"">Read more on Last.fm</a>",893519,11967689,Gorgon City
Megan Thee Stallion,"Megan Jovon Ruth Pete, known professionally as Megan Thee Stallion, is a North American rapper, songwriter and singer. Originally from Houston, Texas, U.S.A. she first garnered attention when videos of her freestyling became popular on social media platforms such as Instagram. Megan Thee Stallion signed to 300 Entertainment in 2018 where she released the mixtape Fever (2019) and the EP Suga (2020) both of which reached the top ten of the Billboard 200. <a href=""https://www.last.fm/music/Megan+Thee+Stallion"">Read more on Last.fm</a>",1760095,127352481,Latto
Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",622764,41626570,Jhayco
Trey Lewis," <a href=""https://www.last.fm/music/Trey+Lewis"">Read more on Last.fm</a>",62252,511316,Luke Combs
Justin Bieber,"Justin Drew Bieber (born March 1, 1994 in London, Ontario, Canada) is a Grammy Award winning Canadian pop singer, songwriter, and multi-instrumentalist. Bieber was discovered in 2008 by American talent manager Scooter Braun, who came across Bieber's videos on YouTube and later became his manager. Braun arranged for him to meet with entertainer Usher Raymond in Atlanta, Georgia. Bieber was signed to Raymond Braun Media Group (RBMG), and then to an Island Records recording contract offered by record executive L.A. Reid. <a href=""https://www.last.fm/music/Justin+Bieber"">Read more on Last.fm</a>",3702437,196150443,Zayn
MAGDALENA BAY,"Magdalena Bay are Mica Tenenbaum (Singer/Songwriter/Producer) and Matthew Lewin (Songwriter/Producer), who join forces to bring people future 90's-throwback space pop. Over a decade before they were drawing in fans with elaborate release schemes and intentionally tacky graphic design, Tenenbaum and Lewin met as gawky teenagers at an afterschool music program in Miami. They started dating and writing songs together, eventually forming a prog-rock band called Tabula Rasa <a href=""https://www.last.fm/music/MAGDALENA+BAY"">Read more on Last.fm</a>",713652,38540718,
Internet Money,"Internet Money is a Los Angeles-based music production collective and label founded by Taz Taylor. Members of the collective have produced for some of rap’s biggest names, including Drake, Juice WRLD, Trippie Redd, Lil Uzi Vert, XXXTENTACION, and many more.

The production members also run a YouTube channel by the same name, Internet Money, where they post beat-making videos, tracks, and general tips.

In October 2019, Internet Money signed a joint venture deal with TenThousand Projects <a href=""https://www.last.fm/music/Internet+Money"">Read more on Last.fm</a>",869632,20491562,24kGoldn
Willie Nelson,"Willie Hugh Nelson (born April 29, 1933) is an American musician, actor, and activist. The critical success of the album Shotgun Willie (1973), combined with the critical and commercial success of Red Headed Stranger (1975) and Stardust (1978), made Nelson one of the most recognized artists in country music. He was one of the main figures of outlaw country, a subgenre of country music that developed in the late 1960s as a reaction to the conservative restrictions of the Nashville sound. <a href=""https://www.last.fm/music/Willie+Nelson"">Read more on Last.fm</a>",1382273,20321237,Merle Haggard
Shelly,"There is more than one artist with this name:

1) Shelly is a lo-fi dream pop band. It consists of singer-songwriters Clairo, Claud and their friends Josh Mehling and Noa Frances Getzug.

2) Shelly is a female singer from Indonesia.
She's cover Opick's song Bila Waktu T'lah Berakhir in the album Senandung Ramadhan.

3) Shelly is a lofi pop-rock band from Michigan, USA. For fans of The Shins, Empire! Empire! (i was a lonely estate), Alex G.

4. Shelly is a punk band from Brooklyn, formerly known as Scout. <a href=""https://www.last.fm/music/Shelly"">Read more on Last.fm</a>",494197,6902067,Clairo
Tate McRae,"Tate Rosner McRae (born July 1, 2003) is a Canadian singer, songwriter, dancer and actress. At the age of thirteen, she gained prominence as the first Canadian finalist on the American reality TV show So You Think You Can Dance.

McRae caught the attention of RCA Records in 2019 after her 2017 song ""One Day"" gained virality on YouTube and TikTok, preceding the release of her debut extended play, all the things i never said. McRae soon gained wider recognition after her 2020 single ""You Broke Me First"" became an international hit <a href=""https://www.last.fm/music/Tate+McRae"">Read more on Last.fm</a>",1416131,78858064,Madison Beer
Ian Munsick,"Breathing fresh Rocky Mountain air into the Nashville music scene, Ian Munsick is pioneering a new brand of country. The Wyoming-born singer / songwriter’s upbringing was a mix of working the ranch and working crowds. Under the tutelage of their fiddle-playing father, Munsick and his two older brothers grew up playing everything from bluegrass to The Beatles. Captivated by traditional lyrical truth and the modern soundscape, Munsick followed his ear to Music City. <a href=""https://www.last.fm/music/Ian+Munsick"">Read more on Last.fm</a>",48118,781119,Sean Stemaly
Kevin Ross,"Originally from Washington D.C., Kevin Ross has the next meaningful voice of this generation. Kevin's rich tone, creative run ideas, youthful look and piano skills, humbly places him into the category of some of the greatest performers of all time. As a trained vocalist and performer, his engaging stage presence and personality gives him the edge, while industry insiders find the freshness of his voice to be something special, comparing him to artists like Stevie Wonder and the late great Donnie Hathaway. <a href=""https://www.last.fm/music/Kevin+Ross"">Read more on Last.fm</a>",193068,1171539,Jayla Darden
Dua Lipa,"Dua Lipa (born August 22, 1995) is an English-Albanian singer-songwriter. She was born in London of refugee parents from The Republic of Kosovo, growing up between both countries until fully moving back to London at age 15.

Dua Lipa began to write her name in the music industry. Lipa gained attention from the specialized media as an artist after the release of her debut album in 2017,  ""Dua Lipa"" (self-titled). It won the third position on the UK Albums Chart and featured eight singles. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>",2609084,245112712,Katy Perry
Ingrid Andress,"Ingrid Elizabeth Andress (born September 21, 1991) is an American country music singer.

""A country pop rookie who can write a chorus like Sia,"" (PAPER), Ingrid Andress is set to release her debut album Lady Like on March 27 via Warner Music Nashville/Atlantic Records. Featuring the title-track she performed on Late Night with Seth Meyers, the project will also include her nearly Top 10 country radio single “More Hearts Than Mine.” The “elegantly written” (New York Times) ballad <a href=""https://www.last.fm/music/Ingrid+Andress"">Read more on Last.fm</a>",128139,1482775,Carly Pearce
BabyJake,"Born in Key West though raised in Ft. Myers, BabyJake is the latest music artist to acquire buzz out of South West, Florida. While his entry into music started at a young age, his plan out of high school was to play college sports. After a year, he dropped out and returned home to record and release music under his government name, Jake Herring. After self-releasing an EP titled ""Little Mess"", and a single, “Miami” that garnered attention online, he connected with producers Luyo Mario and DVLP who saw Jake’s true potential for stardom. <a href=""https://www.last.fm/music/BabyJake"">Read more on Last.fm</a>",184900,1974458,Kid Quill
Ellie Goulding,"Ellie Goulding (born Elena Jane Goulding, 30 December 1986 in Hereford, England) is an English singer-songwriter. Having caught the public's attention in 2010 with her singles ""Starry Eyed"" and ""Guns and Horses,"" British vocalist Ellie Goulding quickly rose to the top of the charts with her infectious electronic pop sound. Although she started out writing songs in a folk-inflected style, she eventually grew into a more electronic-influenced artist, touching upon dance music and ambient synth pop. <a href=""https://www.last.fm/music/Ellie+Goulding"">Read more on Last.fm</a>",3208914,121846309,Rita Ora
AdriAnne Lenker,"Adrianne Lenker is a singer/songwriter from Minneapolis, Minnesota and is the lead singer and plays guitar in the critically acclaimed band Big Thief.

Her 2006 debut album ""Stages of the Sun"" consists of all original material that she wrote (some with her father) between the ages of 11 and 14.  Produced by Grammy winner, Steve Hodge. <a href=""https://www.last.fm/music/AdriAnne+Lenker"">Read more on Last.fm</a>",770204,48217061,
Switch,"There are at least eleven artists under the name ""Switch"".

1) Korean pop group under DAM Entertainment, with around 15 former members, active during 2014 to 2018. Most known song is ""Fiesta Loca"" filmed in the same building as Loona, OEC, and ARTMS member's Kim Lip's solo debut, ""Eclipse""

2) Ohio funk band, they began as First Class in 1975. Jermaine Jackson discovered the group that included lead vocalists Phillip Ingram and Bobby DeBarge, with band members Greg Williams, Tommy DeBarge, Eddie Fluellan, and Jody Sims. <a href=""https://www.last.fm/music/Switch"">Read more on Last.fm</a>",145152,883963,L.T.D.
Maluma,"Juan Luis Londoño Arias (Born January 28, 1994, Medellín, Colombia), is a singer of Colombian nationality. He began his musical career at an early age in his hometown of Medellín, there has developed an established career in Latin America, becoming nominated for several awards from major musical relevance.

Prior to serving as a singer, Maluma started in football, a sport he practiced for eight years in a row, reaching the lower divisions of the equipment Atlético Nacional and La Equidad. <a href=""https://www.last.fm/music/Maluma"">Read more on Last.fm</a>",775701,21645137,J Balvin
twocolors,"twocolors is Pierro and Emil, a German DJ/producer-duo who formed the group in 2015.  Both Pierro and Emil were born and raised in Berlin.  Their major-label debut,""Lovefool"" (a cover/rework of the the song by ""The Cardigans"", surpassed 210 million Spotify streams upon it's release.  They have since released several other tracks which have seen similar success. <a href=""https://www.last.fm/music/twocolors"">Read more on Last.fm</a>",247974,2459635,Felix Jaehn
Joel Corry,"Joel Corry is a British DJ, producer and television personality. He rose to fame in 2019 with the release of his single ""Sorry"", with vocals by Hayley May, which reached number six on the UK Singles Chart. In 2020, Corry released the singles ""Lonely"" and ""Head & Heart."" <a href=""https://www.last.fm/music/Joel+Corry"">Read more on Last.fm</a>",709801,10111043,Nathan Dawe
Phoebe Bridgers,"Phoebe Lucille Bridgers (born August 17, 1994) is an American indie musician from Los Angeles, California. Best known for her work as a solo singer-songwriter, she is also known for being part of the musical groups boygenius (with Julien Baker and Lucy Dacus) and Better Oblivion Community Center (with Conor Oberst). Bridgers made her solo debut with the studio album Stranger in the Alps (2017), followed by Punisher (2020) which earned Bridgers widespread critical acclaim and four Grammy Award nominations, including Best New Artist. <a href=""https://www.last.fm/music/Phoebe+Bridgers"">Read more on Last.fm</a>",1627113,207866608,boygenius
STRAY KIDS,"Stray Kids (Korean: 스트레이 키즈; RR: Seuteurei Kijeu; often abbreviated as SKZ) are a South Korean boy band formed by JYP Entertainment through the 2017 reality show of the same name. The group is composed of eight members: Bang Chan, Lee Know, Changbin, Hyunjin, Han, Felix, Seungmin, and I.N. Originally a nine-piece group, member Kim Woojin left due to undisclosed personal reasons in October 2019.

Stray Kids released their pre-debut extended play Mixtape in January 2018 and officially debuted on March 25 with the EP I am NOT <a href=""https://www.last.fm/music/STRAY+KIDS"">Read more on Last.fm</a>",859947,294516080,
The Church Will Sing," <a href=""https://www.last.fm/music/The+Church+Will+Sing"">Read more on Last.fm</a>",17527,155787,Mac Powell
Sara Kays,"Sara Kays (born February 18, 1999) is an American singer and songwriter hailing from Noblesville, Indiana, United States. She discovered her passion for music when she received a guitar from her mother just before turning twelve, leading her to pursue a career in the industry. At the age of thirteen, Kays began performing as a street musician in her hometown, playing cover songs and gradually gaining attention.

After moving to Atlanta for college, Kays continued to develop her skills as a singer, songwriter, and performer. <a href=""https://www.last.fm/music/Sara+Kays"">Read more on Last.fm</a>",356697,5341015,Sasha Alex Sloan
Dominic Fike,"Dominic David Fike (Born December 30, 1995) is an American Singer and Alternative hip-hop artist from Naples, Florida. Fike first received recognition after releasing several popular songs on the website SoundCloud. Following the release of his debut EP, Don't Forget About Me, Demos, he signed to Columbia Records. Fike's song ""3 Nights"" reached the top ten in multiple countries. He later collaborated with the band BROCKHAMPTON and singer Halsey. In June 2020, Fike released the single ""Chicken Tenders"". <a href=""https://www.last.fm/music/Dominic+Fike"">Read more on Last.fm</a>",1718156,90603058,Jean Dawson
Lincoln,"There are at least four bands named Lincoln:


1. Lincoln is an indie rock/alt rock solo act from Cincinnati, Ohio, who gained recognition after his song ""Saint Bernard"" went viral in early 2020.

 Lost/Deleted Releases:
None

Found Releases:
Falling in Love at Aberdeen Cemetery EP (cir. 2014)
Fall Out of Love, Everything Is Temporary EP (cir. 2014)
Paint Swatches EP (cir. 2014)
Fuck Everybody (demo tape)  (cir. 2014-2015)
A Constant State of Ohio (2017) <a href=""https://www.last.fm/music/Lincoln"">Read more on Last.fm</a>",286565,4931885,MCCAFFERTY
Charli XCX,"Charlotte Emma Aitchison, known professionally as Charli xcx, is an English singer and songwriter. Born in Cambridge and raised in Start Hill, Essex, she began posting songs on MySpace in 2008, which led to her discovery by a promoter who invited her to perform at warehouse raves and parties. In 2010, she signed a recording contract with Asylum Records, releasing a series of singles and mixtapes throughout 2011 and 2012.

In 2012, Charli xcx rose to prominence with the Icona Pop collaboration ""I Love It"" <a href=""https://www.last.fm/music/Charli+XCX"">Read more on Last.fm</a>",2750744,392816203,
Wild Rivers,"Wild Rivers is an indie folk band based in Toronto, Ontario. The group, formed in 2015, was born out of Devan and Khalid, the duo that has experienced much success since they first met in Kingston in 2012. Devan Glover and Khalid Yassein have perfected their special musical chemistry, and continue making folk music together. The lead single, No Ribbons, from their debut EP This Town, enjoyed national radio airplay and led to the two being voted Toronto's Best New Artist in the 2015 CBC Searchlight contest. <a href=""https://www.last.fm/music/Wild+Rivers"">Read more on Last.fm</a>",235889,3385282,Ocie Elliott
Camilo,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>",291937,5615934,Mau y Ricky
IU,"Lee Ji-eun (이지은; born 16 May 1993), better known by her stage name IU (아이유), is an award-winning South Korean singer-songwriter and actress signed to EDAM Entertainment. She debuted in 2008 to much acclaim for her vocal ability but did not find mainstream success until 2010 with 잔소리 which became her first number one hit. As of 2017, IU has fourteen official #1 singles on Gaon, Korea's national chart, and four #1 singles on Billboard's K-Pop Hot 100. <a href=""https://www.last.fm/music/IU"">Read more on Last.fm</a>",828269,72764744,BOL4
Lizzy McAlpine,"Elizabeth Catherine McAlpine, also known as Lizzy McAlpine (born September 21, 1999) is a vocalist, songwriter, and musician who hails just outside of Philadelphia, Pennsylvania. She studied songwriting at Berklee College of Music located in Boston before leaving in her junior year to pursue music full-time. In April 2020, at the beginning of the COVID-19 pandemic, she started the Instagram #BerkleeAtHome streaming concert series. Her musical style has been described as ""folk-focused"", ""folk-pop"", and a blend of ""jazz, pop, and R&B"". <a href=""https://www.last.fm/music/Lizzy+McAlpine"">Read more on Last.fm</a>",934640,54744793,Gracie Abrams
Bruno Major,"Bruno Major is a British singer-songwriter from Northampton. Bruno Major splices classic singer/songwriter confessionals with sleek modern electronic production, girding the entire enterprise with hints of soul. Based in Camden, London, Major was trained as a classical guitarist and released a live EP -- appropriately called Live EP -- in 2014 but he first received attention in 2016, when he set out to release a new song every month for a full year, a project that would extend into 2017. <a href=""https://www.last.fm/music/Bruno+Major"">Read more on Last.fm</a>",789318,19566021,Charlie Burg
