Artista,Biografia,Listeners,Playcount,Artistas Similares
Rainbow Kitten Surprise,"Rainbow Kitten Surprise and all five of its members hail from the mountains of Boone, North Carolina. With catchy, yet deep lyrical meaning, beautifully designed bass lines, and melodic guitar riffs, their unique sound will keep you humming their tunes all day long. The Alternative/Indie-Pop band takes influence from great artists like Modest Mouse, Lana Del Rey, and Kings of Leon.

RKS was formed in early 2013 when the first two members, Ela Melo and Darrick ""Bozzy"" Keller, decided to begin writing and composing music together. <a href=""https://www.last.fm/music/Rainbow+Kitten+Surprise"">Read more on Last.fm</a>",782733,27899407,Matt Maeson
Godsmack,"Godsmack is a hard rock/alternative metal band from Lawrence, Massachusetts, United States which formed in 1995. The band comprises founder, frontman and songwriter Sully Erna, guitarist Tony Rombola, bassist Robbie Merrill, and drummer Shannon Larkin. Since its formation, Godsmack has released seven studio albums, one EP, four DVDs, and one greatest hits collection. The band's latest album, ""When Legends Rise"", was released on April 27, 2018.

The band has three #1 albums (Faceless <a href=""https://www.last.fm/music/Godsmack"">Read more on Last.fm</a>",1799138,47071241,Disturbed
Altar Boys,"The Altar Boys were a Christian punk rock band from California, formed in 1982. They were made up of Mike Stand (vocals, songwriting, and guitar), Jeff Crandall (drums), Steve Pannier (guitars), Mark Robertson (bass), and Ric Alba (bass, songwriting).

The Altar Boys helped pioneer modern Christian rock music. They were known for their Ramones-style punk music, which was radically different than the more adult contemporary inspired Christian music common at the time of their formation <a href=""https://www.last.fm/music/Altar+Boys"">Read more on Last.fm</a>",3023,55756,The 77's
Briston Maroney,"Briston Lee Maroney is an American singer, songwriter, and guitarist from Knoxville, Tennessee who is signed to Canvasback Music and Atlantic Records. He has released two EPs through the labels, including his most recent collection, ""Sunflower” which was partially released and the full album was released April 9, 2021.

Briston Maroney largely grew up in Knoxville, Tennessee. In August 2013, at age 15, Maroney tried out for the 13th season of American Idol at one of its audition bus stops in Knoxville. <a href=""https://www.last.fm/music/Briston+Maroney"">Read more on Last.fm</a>",489498,9743485,The Backseat Lovers
GRYN,"GRYN, also known as, (Generation Raise Your Nation) Was fathered in the small college town of Hays, KS by the talents of Brett Straight (Front man) Ben Bunker (guitar/vocals), Jason Walters (Guitar), Shawn Normandin (bass) Jacy McCann (drums) initally bringing out a dark rock sound with their first album ""Capital Punishment"" A short time down the road brought a new sound to the group with "" The 16 stiches E.P."" and ""Progression of Progression"" between 1995 and 1998. <a href=""https://www.last.fm/music/GRYN"">Read more on Last.fm</a>",494,4246,Downbreed
Babes In Toyland ," <a href=""https://www.last.fm/music/+noredirect/Babes+In+Toyland%C2%A0"">Read more on Last.fm</a>",114516,1881959,no data
Ra,"There are several artists with this name:
1. A rock band from California, United States
2. A psychedelic trance group from Norway
3. A post-punk band from Sweden
4. A dark metal/ambient project from Romania
5. An IDM artist from France
6. The electronic project of Ricardo Remédio
7. A jazz band from Noway
8. A hard rock band from Finland
9. A hardcore band from Massachusetts, United States 

1)  Musicality is the connective tissue binding and bridging Ra’s past to its present. <a href=""https://www.last.fm/music/Ra"">Read more on Last.fm</a>",205843,3098978,Tantric
As Lions And Lambs,"As Lions and Lambs is a metalcore band from Lancaster, PA that loves chugging out heavy breakdowns and spreading the word of God through their jams. <a href=""https://www.last.fm/music/As+Lions+And+Lambs"">Read more on Last.fm</a>",2631,26881,Collapse//Revive
Norma Jean,"There are several artists named Norma Jean.

1. Norma Jean is a metalcore/ mathcore band from Douglasville, Georgia, USA- a suburb of Atlanta. They were originally known as Luti-Kriss. They released two albums: an EP (titled 5ep) in 2000, and a full-length release, Throwing Myself on March 13, 2001. After the release of Throwing Myself, the band changed their name to Norma Jean to avoid confusion with rapper Ludacris.

Their original vocalist, Josh Scogin <a href=""https://www.last.fm/music/Norma+Jean"">Read more on Last.fm</a>",394113,16653481,The Chariot
Curse,"There are several artists and bands with name Curse

1) Curse (born 6 September 1978 as Michael S. Kurth) is a German rapper from Minden. The name ""Curse"" is inspired by the English pronunciation of his family name.

2) Curse is also the name of a Black Metal band from Iceland, formed in 1995. Their lyrical themes are Nordic mythology and mysticism. They released 2 demos and 3 full-length albums.

3) A black metal band from Finland (split-up)

4) Curse is Michael Hansen <a href=""https://www.last.fm/music/Curse"">Read more on Last.fm</a>",185918,3591999,Torch
Brighter Than a Thousand Suns,"Starting in 2007 and adopting a post-hardcore sound, Brighter Than A Thousand Suns had already graced the pages of Alternative Press and taken national tours before catching the attention of Tragic Hero Records, a partnership which yielded the band’s 2011 full-length entitled ""Survival Machines”. After leaving Tragic Hero Records, the band gradually shifted away from their straight-up post-hardcore beginnings to incorporate more of an 80’s synth rock sound to accompany their darker aggressive side. <a href=""https://www.last.fm/music/Brighter+Than+a+Thousand+Suns"">Read more on Last.fm</a>",11481,86743,Venues
Daisy Jones & The Six,"Daisy Jones & The Six is a fictional rock band from the 1970s. The group’s story began with The Six, led by Billy Dunne, when they were only friends trying to create their space in the music world. After a while, they meet Daisy Jones, a darling, suffering and lived woman, obsessed with her addictions and pleasures, but with plenty of talent. It was from possible collaboration that Billy meets Daisy and from there they lead to success. Daisy Jones & The Six is originally a book by the author Taylor Jenkins Reid. <a href=""https://www.last.fm/music/Daisy+Jones+&+The+Six"">Read more on Last.fm</a>",225291,8508758,Daisy Jones
We're Wolves,"We're Wolves is a 5-piece Melodic Metalcore band from West Palm Beach, FL - USA. Members: AJ Diaferio - Vocals, Jeremy Matthew - Guitars, Tony Cardillo - Guitars, Andrew Salazar - Bass, Jesse Secatello - Drums. Their latest record called 'Evil Things' out now. <a href=""https://www.last.fm/music/We%27re+Wolves"">Read more on Last.fm</a>",15328,87691,Enox
One Minute Silence,"One Minute Silence is a four-piece band based in Ireland that combined influences from metal, hardcore punk and rap (and, later, elements from stoner and progressive rock). The band consisted of vocalist Brian 'Yap' Barry, guitarist Massimo Fiocco, drummer Eddie Stratton and bassist Glen Diani, started in 1997. The band announced its split after eight years in a press release dated October 21, 2003. Yap went on to record two albums with his own project Pink Punk.  <a href=""https://www.last.fm/music/One+Minute+Silence"">Read more on Last.fm</a>",74674,1092533,Ultraspank
Trapt,"Trapt is an alternative band from Los Gatos, California, USA. The band formed in 1995, after meeting in high school, with members: Chris Taylor Brown (vocalist), Simon Ormandy (guitarist), Peter Charrell (bassist) and David Stege (drummer) and recorded the albums 'Amalgamation' and 'Glimpse' to sell at local shows. After several rehearsal absences and negative feedback the band decided to let David go. While attempting to find a suitable replacement, the band signed to Warner Bros. <a href=""https://www.last.fm/music/Trapt"">Read more on Last.fm</a>",1204795,18189339,12 Stones
limbs,"There are multiple artists with this name:

1. LIMBS (often shown in all-caps) is a post-hardcore outfit hailing from Tampa Bay, Florida. Originally formed in 2013 under a different moniker, LIMBS released their debut album entitled ‘Dead Ends’ before undergoing a fairly drastic lineup change. After taking eight months to reform, LIMBS released their sophomore release ‘Admission,’ in late 2014.

2. Grindcore/Noisecore/Experimental band from Manila, Philippines. <a href=""https://www.last.fm/music/limbs"">Read more on Last.fm</a>",22245,221083,no data
Virtue In Vain," <a href=""https://www.last.fm/music/Virtue+In+Vain"">Read more on Last.fm</a>",1086,2745,LIGHTCHAPTER
Paper Rival,"Paper Rival was an indie rock band formed in late 2005 from Nashville, Tennessee. Originally known as Keating, the band changed its name to Paper Rival in 2007 after a tour in Canada where the band was mistaken for a Canadian band who already possessed the name. In December 2007, Paper Rival was named Spin.com's ""Artist of the Day."" The band released its debut full-length album, Dialog on May 20, 2008. The group cites artists Broken Social Scene, <a href=""https://www.last.fm/music/Paper+Rival"">Read more on Last.fm</a>",59034,739958,Alive In Wild Paint
The Relevance,"The Relevance is an experimental rock/pop/electronic concept from the United Kingdom. <a href=""https://www.last.fm/music/The+Relevance"">Read more on Last.fm</a>",119,510,fyaopo
Twenty One Pilots,"Twenty One Pilots (stylized in all lowercase or as twenty øne piløts) is an American musical duo from Columbus, Ohio. Initially a band, the group was formed in 2009 by lead vocalist Tyler Joseph along with Nick Thomas and Chris Salih, who both left in 2011. Since their departure, the line-up has consisted of Joseph and drummer Josh Dun. The duo is best known for their singles ""Stressed Out"", ""Ride"", and ""Heathens"". The group received a Grammy Award for Best Pop Duo/Group Performance at the 59th Annual Grammy Awards for ""Stressed Out"". <a href=""https://www.last.fm/music/Twenty+One+Pilots"">Read more on Last.fm</a>",2493561,243483193,no data
10 Years,"10 Years is an alternative rock/alternative metal band which formed in Knoxville, Tennessee, United States in 1999. The band consists of Jesse Hasek (vocals), Ryan Johnson (guitar), Lewis Cosby (bass) and Brian Vodinh (drums, guitar). The band is currently augmented live by Matt Brown (drums).

The band has released eight albums in their career: ""Into the Half Moon"" (2001), ""Killing All that Holds You"" (2004), ""The Autumn Effect"" (2005), ""Division"" (2008) <a href=""https://www.last.fm/music/10+Years"">Read more on Last.fm</a>",724283,15213291,Evans Blue
The Weight Of Silence," <a href=""https://www.last.fm/music/The+Weight+Of+Silence"">Read more on Last.fm</a>",7073,41518,We Are The Flesh
Paramore,"Paramore is an alternative rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT! , Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why .

Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005. <a href=""https://www.last.fm/music/Paramore"">Read more on Last.fm</a>",4426608,386198536,Hayley Williams
Skillet,"Skillet is an American Christian rock band formed in Memphis, Tennessee, in 1996 by vocalist John Cooper and guitarist Ken Steorts.

The current lineup consists of: John Cooper (lead vocals, bass and acoustic guitar), Korey Cooper (keyboards, synthesizer, rythm guitar and backing vocals), Jen Ledger (drums and backing vocals) and Seth Morrison (lead guitar).

History
Foundation and first years
Skillet formed in 1996 with two members: John Cooper, former vocalist for Tennessee progressive rock band Seraph <a href=""https://www.last.fm/music/Skillet"">Read more on Last.fm</a>",1773803,61202294,Thousand Foot Krutch
Lakes,"There are multiple artists named Lakes:

1) Lakes is a six-piece emo outfit from Watford, UK.

https://www.ourbandlakes.com/

2) Lakes is an Australian industrial music project of Sean Bailey of Melbourne, Australia.

http://www.facebook.com/Lakes-287077364641880

3) Lakes is a Finnish five-piece band from Helsinki, Finland, combining metallic hardcore with elements from all sorts of heavy music genres.

http://www.lakeshardcore.fi

4) Lakes was an American indie rock band <a href=""https://www.last.fm/music/Lakes"">Read more on Last.fm</a>",19163,279627,MSPAINT
Meet Me @ The Altar,"Meet Me At The Altar (stylized as Meet Me @ The Altar) is an American pop punk band formed in 2015. Initially, the three members—all of whom lived in different states at the time—worked on music remotely through the internet. The band went on their first tour in 2018, and were signed by Fueled by Ramen in 2020.

Meet Me At The Altar was formed in 2015 when Téa Campbell met Ada Juarez through YouTube; the latter had posted a number of videos covering pop punk songs, and Campbell subsequently reached out. <a href=""https://www.last.fm/music/Meet+Me+@+The+Altar"">Read more on Last.fm</a>",104672,1523126,Honey Revenge
Wheel,"There are at least two artists who have recorded under the name Wheel. 
1) Progressive rock/metal band from Helsinki, Uusimaa, Finland. 
2) Doom metal band from Dortmund, North Rhine-Westphalia, Germany. 

1) Wheel is a Finnish prog-metal band based in Helsinki, consisting of James Lascelles (Vocals/Guitar), Santeri Saksala (Drums) and Jussi Turunen (Lead Guitar).

Since 2017, the band has released 3 EPs and 2 albums and their third album, ‘Charismatic Leaders’ will come out on May 3rd. <a href=""https://www.last.fm/music/Wheel"">Read more on Last.fm</a>",62870,1094051,Vulkan
All That Remains,"All That Remains is a Massachusetts, United States-based metalcore band. Originally established in 1998, the group is currently signed to Razor & Tie. Vocalist Philip Labonte was previously singer for the metal band Shadows Fall before he was replaced by Brian Fair. The band's debut album, Behind Silence And Solitude, was released in March 2002, prompting DigitalMetal.com to hail the group as ""one of the premier metalcore acts this side of the Atlantic. <a href=""https://www.last.fm/music/All+That+Remains"">Read more on Last.fm</a>",1009126,35171181,As I Lay Dying
Maelføy," <a href=""https://www.last.fm/music/Maelf%C3%B8y"">Read more on Last.fm</a>",9135,71772,Avalanche Effect
Killswitch Engage,"Killswitch Engage is an American metalcore band from Westfield, Massachusetts, formed in 1999 after the disbanding of Overcast and Aftershock. Killswitch Engage's current lineup consists of vocalist Jesse Leach, guitarists Joel Stroetzel and Adam Dutkiewicz, bassist Mike D'Antonio, and drummer Justin Foley. The band has released eight studio albums and three live performance albums. Their eighth studio album, Atonement, was released on August 16, 2019. <a href=""https://www.last.fm/music/Killswitch+Engage"">Read more on Last.fm</a>",1478373,68384663,Times of Grace
Disciple,"1. Christian hard rock outfit Disciple rose out of Knoxville, Tennessee, in the mid-'90s, eventually breaking out with their Dove Award-nominated second album, 1999's This Might Sting a Little Bit. Over the following decade, Disciple's heavy alt-metal style continued to earn fans thanks to popular albums like Scars Remain and Southern Hospitality. By the 2010s, they'd also established themselves as a consistent crossover act, extending beyond the <a href=""https://www.last.fm/music/Disciple"">Read more on Last.fm</a>",210218,3708820,Seventh Day Slumber
Chill Rock Music," <a href=""https://www.last.fm/music/Chill+Rock+Music"">Read more on Last.fm</a>",6,63,no data
Years Apart," <a href=""https://www.last.fm/music/Years+Apart"">Read more on Last.fm</a>",469,5701,Crafter
An Evening At Elmwood,"
An evening at Elmwood blend screaming choruses, melodic guitars, catchy vocals and fierce drumming to deliver emotionally driven, hard hitting songs combining various punk, emo and hardcore influences. Balancing their sound between three of the diverse Punk sub-genres while not being afraid of bearing their souls and pushing the boundaries of heavy music with an acoustic guitar provides them with musical versatility and sets them apart. With an energetic live show comprised of the six members dodging guitar throws <a href=""https://www.last.fm/music/An+Evening+At+Elmwood"">Read more on Last.fm</a>",4489,45325,Deadbeat Nightlife
Blackshape,"BLACKSHAPE is an instrumental, post-mathcore band from Salt Lake City, UT. Their forthcoming debut album, recorded and co-produced by the legendary Matt Goldman (The Chariot, Underoath, Silent Planet), is a study in maximalism—written and recorded as one continuous loop, the record plunges listeners into a complex journey of heavy, beautiful math. <a href=""https://www.last.fm/music/Blackshape"">Read more on Last.fm</a>",19362,165187,"Shy, Low"
The Phantoms,"There is more than one band called The Phantoms:

1. 60s surf rock band.

2. The Phantoms is a ska group from Oslo, Norway formed in 1996. The first line-up included Leo Fossen from the legendary norwegian hip-hop act B.O.L.T. Warhead on vocals. They released a 7"" in 1996 and a 10"" in 1998 and a full-length CD in 2006.

http://www.thephantoms.no/

3. The Phantoms were a slovak bigbeat band founded by singer and actor Marián Slovák, Juraj Esperejší (later he joined The Beatmen) and bassguitarist Peter Jiru. <a href=""https://www.last.fm/music/The+Phantoms"">Read more on Last.fm</a>",64030,577233,Des Rocs
Stolas,"There are two bands by the name of Stolas:

1) Stolas are a post-hardcore formed in Las Vegas, NV on August 17th, 2011. They self-released their debut EP Losing Wings on February 25, 2012. They are currently signed to Blue Swan Records, through which they released their debut full-length album Living Creatures on March 14, 2013. Their second album Allomaternal is set to be released on October 15, 2014. Music can be downloaded at their Bandcamp page.

2) Progressive Death-Doom Metal band from Israel. <a href=""https://www.last.fm/music/Stolas"">Read more on Last.fm</a>",22866,582886,Sianvar
Against the Current,"Against the Current is a pop-punk band that formed in Poughkeepsie, New York in 2011. Led by singer Chrissy Costanza, guitarist/singer Dan Gow, and drummer Will Ferri, they initially built up a large following on YouTube covering songs like Owl City and Carly Rae Jepsen's ""Good Time"" and Kelly Clarkson's ""Catch My Breath."" Their own debut single, ""Thinking,"" arrived in July 2012, followed a year later by ""Closer, Faster,"" the latter of which also appeared on their debut EP ''Infinity' in 2014. <a href=""https://www.last.fm/music/Against+the+Current"">Read more on Last.fm</a>",232708,10212129,Yours Truly
Barns Courtney,"Barns Courtney (born Barnaby George Courtney on 17 November 1990 in
Aylesbury, England) is an English singer, songwriter and musician.

Courtney spent a large part of his childhood in Seattle,USA, before returning to home country UK as a 15-year-old. This change of scenery comes across as clearly in his eclectic mix of US blues-rock, hip-hop and grunge with British indie melodic sensibilities, as it does in his hybrid US-British twang.

Playing in various projects and bands growing up whilst developing his sound <a href=""https://www.last.fm/music/Barns+Courtney"">Read more on Last.fm</a>",416857,7631016,The Unlikely Candidates
Aranda,"Aranda is a band from Oklahoma City signed to Wind-up Records. The duo of brothers Dameon (vocals/guitar) and Gabe Aranda (vocals/keyboard) has worked with some of the industry’s finest talent including the Grammy-nominated production team of Sam Watters and Louis Biancaniello on their first self-titled national release.

2009 saw Aranda’s single, “Still in the Dark,” break into the top 30 on the Active Rock chart.

That same year, American Idol winner Kelly Clarkson hand-picked two Aranda songs to cover on her album <a href=""https://www.last.fm/music/Aranda"">Read more on Last.fm</a>",71027,797658,Royal Bliss
Satyr,"1. Satyr is a progressive metal band from Atlanta GA. They have made a name for themselves by blending technical proficiency, complex song structures, and dense emotion into one unique and impressive sound. Mixing equal parts post hardcore, math rock, metalcore, and prog, their music is complemented by weighted lyrics containing forward and genuine subject matter as seen through more lighthearted eyes, which creates a sound and message that can be enjoyed by any and all on the rock and metal spectrum. <a href=""https://www.last.fm/music/Satyr"">Read more on Last.fm</a>",36004,409074,Hail The Sun
My Epic,"[From myepic.net]
The story that is My Epic has been in the works for several years. The whole process started in 1998 when Aaron, Jesse, and Matt first started playing together in what quickly became their first band, The Right Wing Conspiracy, later known as Shaddai. Through their experiences together, the five boys in Shaddai grew as musicians and as a band, and by the summer of 2004, after playing shows ranging from their home town of Fredericksburg <a href=""https://www.last.fm/music/My+Epic"">Read more on Last.fm</a>",25242,701672,House of Heroes
Embracer,"Embracer is a melodic hardcore band from Charleston, WV, United States. Forming in 2011, they released their debut EP Dreamers soon after, promoting their brand of modern hardcore, with strong melodic guitar riffs. 

They have released 1 EP to date, Dreamers, a 6 song EP in 2011. Two singles were released in 2012 entitled, Glory Days and Ghost Town. Both Dreamers EP and Glory Days can be downloaded, free of charge, from the 'About' section on their official Facebook page. <a href=""https://www.last.fm/music/Embracer"">Read more on Last.fm</a>",22305,243958,Find Yourself
Clockwise,"There is more than one artist with this name.

1) Clockwise is Australian pop musician Andy Clockwise.

2) Clockwise is an hard rock band from portugal formed in 1996 by Rui Moura and Jose Machado. Their initial formation consisted of Rui Moura (Guitars), Jose Machado (Lead vocals and Bass), Helder Silva (Drums) and Carlos Lopes (Keyboards). In 1998 they released the album 'Time Is Waiting'.

3) Clockwise can be credited for building the foundations of what would be the sound and attitude of the Long Island Hardcore scene. <a href=""https://www.last.fm/music/Clockwise"">Read more on Last.fm</a>",4774,47776,Broken Betty
Halestorm,"
Halestorm is a rock band from Pennsylvania (US) that signed a recording contract with Atlantic Records, a major recording label, on June 28, 2005. The group has released four albums on Atlantic: ""Halestorm"" (2009), ""The Strange Case Of..."" (2012), ""Into the Wild Life"" (2015), and ""Vicious"" (2018); won a Grammy for ""Love Bites (So Do I)"", and charted three #1 singles on Mainstream Rock. The group has been consistently active, writing and performing original music since the mid-1990's and becoming increasingly successful. <a href=""https://www.last.fm/music/Halestorm"">Read more on Last.fm</a>",641342,25015272,Dorothy
Phinehas,"Phinehas is an American metalcore band formed in Los Angeles, California, in 2001.The group consists of vocalist Sean McCulloch, guitarist Daniel Gailey, bassist Bryce Kelley and drummer Isaiah Perez. They are currently signed to Solid State Records and have released five studio albums. Their most recent studio album, The Fire Itself, was released on August 27, 2021.

Members:

Sean McCulloch - Vocals
Jason Combs - Guitar
Dusty Saunders - Guitar
Ryan Estrada - Bass <a href=""https://www.last.fm/music/Phinehas"">Read more on Last.fm</a>",53700,1962437,War of Ages
Wolvves,"Wolvves was a garage punk/rap punk band based out of Phoenix, Arizona, fronted by Aydin Immortal. 
Beginning in 2012, the band released two EPs, Live Forever and Go Demon or Go Home, before separating in 2015, following the release of their first album, Whatever. Wolvves would later reunite in 2016 to release their second album, Paradox Valley. <a href=""https://www.last.fm/music/Wolvves"">Read more on Last.fm</a>",4790,66510,Super Lunch
Here's To Now,"Here's To Now is an experimental post-hardcore band from Los Angeles, California, United States.

Here's To Now officially started in December 2016 as Joey Hernandez (vocals, bass), David Rios (drums), and Pedro Martinez (guitar) disbanded their former project. The group has been making music together since meeting each other in 2014 in their small west Texas hometown.

The band relocated to Los Angeles, California after recording a second demo with Curtis Casey, formerly of Vayden. <a href=""https://www.last.fm/music/Here%27s+To+Now"">Read more on Last.fm</a>",10663,73528,Lilac Kings
Veil of Maya,"Veil of Maya is an American metalcore/progressive metal band, formed in Oak Park, Illinois by members Marc Okubo and Sam Applebaum in 2004. The group is currently signed to Sumerian Records, having released six full-length studio albums, with the latest being ""[[/]m][/]other"". The name of the band is derived from the Cynic song of the same name. The band originally took use of multiple guitar players, but since 2007, Okubo has been the only guitar player in the band. <a href=""https://www.last.fm/music/Veil+of+Maya"">Read more on Last.fm</a>",249336,12913262,Born of Osiris
Hippo Campus,"Hippo Campus was formed in 2013 by Jake Luppen (lead vocals & guitar), Nathan Stocker (lead guitar & vocals), Zach Sutton (bass & keys) and Whistler Allen (drums & vocals) after the four-piece met at the St. Paul Conservatory for Performing Artists.

Their first EP was released that same year, but was taken down when 2015 EPs Bashful Creatures and South was dropped. 

The band's first LP, landmark was released in early 2017, and was followed by warm glow (EP). <a href=""https://www.last.fm/music/Hippo+Campus"">Read more on Last.fm</a>",626514,22332090,Coin
"My City, My Secret","We are My City, My Secret from Buffalo, NY. Music is our passion and our fans allow us to succeed. Without your love and support... We would be nothing. <a href=""https://www.last.fm/music/My+City,+My+Secret"">Read more on Last.fm</a>",7287,76386,InDirections
Dery," <a href=""https://www.last.fm/music/Dery"">Read more on Last.fm</a>",6638,18936,Ivers
Light The Torch,"Light the Torch (formerly Devil You Know) is an American metalcore band formed in Los Angeles, California, United States, in 2012. On July 26, 2017, the band announced via social media that they have changed their name to Light the Torch, without explanation beyond stating ""A full statement will be made soon and a new album is very close to being completed. It’s a new beginning and we couldn’t be more excited.” Jones revealed in an interview on October 13 <a href=""https://www.last.fm/music/Light+The+Torch"">Read more on Last.fm</a>",105502,1924124,no data
Paralandra,"From the beginning, hard rock band, Paralandra, decided to concentrate on creating pure, heartfelt music, no matter how it came out. They have not wavered from this approach, and continue to strive to provide a product that is a sincere and unique expression of themselves, both lyrically and musically. The band started in the summer of 2013 as, Casandra Carson (lead vocal and guitar), decided to create a band to perform the songs she had begun writing. <a href=""https://www.last.fm/music/Paralandra"">Read more on Last.fm</a>",2282,15455,A Light Divided
Rob Tognoni,"Rob Tognoni and his guitar have been treading the stages worldwide for the past 35 years.
He has opened for the greats - Roy Buchanan, Stevie Ray Vaughan's mentor Lonnie Mack, Joe Walsh from the Eagles, shared stages with Peter Green, Sting, ZZ Top, Bo Diddley. He has represented Australia at the Royal Wedding celebrations of Prince Frederik & Princess Mary of Denmark, performed for FIFA World Cup Football in Kaiserslautern, played from maximum security <a href=""https://www.last.fm/music/Rob+Tognoni"">Read more on Last.fm</a>",10790,111634,Mick Clarke
Sea in the Sky,"Sea In The Sky is a progressive post-hardcore band from Redwood City/San Francisco Bay Area, California, United States.

The band was founded in July 2012. The band is known for hard hard hitting, groovy rhythms with tasty, soulful vocals and great leads.

Members:
Sam Kohl - Vocals
Rodney Dudum - Guitar
Cameron Stucky - Guitar
Johan Guerra - Bass
Daniel Larsen - Drums

Jakob Bray - Guitar

seainthesky.bandcamp.com
facebook.com/seaintheskymusic
twitter.com/seaintheskyca
instagram.com/seaintheskymusic <a href=""https://www.last.fm/music/Sea+in+the+Sky"">Read more on Last.fm</a>",45069,727731,no data
Gulfer,"Math Rock from Montreal, Quebec. 

Vincent Ford - vocals & guitar
David Mitchell - bass & vocals
Joey Thierriault - guitar & backing
Julien Daoust - drums

http://gulfer.bandcamp.com/ <a href=""https://www.last.fm/music/Gulfer"">Read more on Last.fm</a>",54676,642090,Charmer
7eventh Sea," <a href=""https://www.last.fm/music/7eventh+Sea"">Read more on Last.fm</a>",487,1693,Arkdown
jxdn,"Born Jaden Hossler, in Dallas, TX, jxdn struggled to find his voice in high school as an outsider. In 2018, he took control and developed a presence online through a consistent stream of engaging and clever content. He quietly exploded on Tik Tok, attracting 9.3 million followers and 283.8 million likes. After witnessing an arena show by the late Juice WRLD, he dove headfirst into music and unleashed his independent debut single “Comatose.” The <a href=""https://www.last.fm/music/jxdn"">Read more on Last.fm</a>",304789,9306401,MOD SUN
VRSTY,"VRSTY (pronounced Varsity) is a R&B /post-hardcore infused band from NYC. Since inception VRSTY has always been about standing out & setting themselves apart from the “norms & cliches” of the Post-Hardcore scene while also bringing something fresh and inspirational to the listener. Blending heavy and melodic instruments with R&B singing VRSTY has already made waves playing sold out shows with acts such as The Plot In You, Dayseeker, Like Moths To Flames, Ice Nine Kills & Slaves while also touring the country numerous times. <a href=""https://www.last.fm/music/VRSTY"">Read more on Last.fm</a>",27028,439362,Palisades
Eldest 11,"A little something dark. A little something different. All in the name of love, loss, pain and the ""little things""......
Band from: The Shadows, Savannah, GA 31406, USA / Label: BreakFaith / Genre: Industrial, Nu metal, Alt. metal <a href=""https://www.last.fm/music/Eldest+11"">Read more on Last.fm</a>",8415,376436,Saturate
Green Day,"Green Day is an American punk/rock band formed in the East Bay of California in 1987 by lead vocalist and guitarist Billie Joe Armstrong together with bassist and backing vocalist Mike Dirnt. For most of the band's career, they have been a power trio with drummer Tré Cool, who replaced John Kiffmeyer in 1990 before the recording of the band's second studio album, Kerplunk (1991). Before taking its current name in 1989, Green Day was called Blood Rage, then Sweet Children. <a href=""https://www.last.fm/music/Green+Day"">Read more on Last.fm</a>",5428495,309400526,Foxboro Hot Tubs
Rival Waves,"Rival Waves is a rock band from Austin, Texas, fusing elements of alternative, grunge, indie, and permanent wave to craft powerful anthems wrapped in a vibrant, driving punk intensity. With a unique sonic aesthetic marrying the musical snarl of early Foo Fighters, the earnest, politically-charged lyricism of The Clash, and the distortion-soaked, indie sensibilities of Cloud Nothings, the band’s cathartic energy and lyrical volition serve to bridge the emotional connection between art and audience. <a href=""https://www.last.fm/music/Rival+Waves"">Read more on Last.fm</a>",982,119863,Filthy Soup
Lights & Motion,"Lights & Motion (until 2012/11 known as aerials) is built around the 24 year old Swedish musician Christoffer Franzén. In the fall of 2011, he started to spend nights alone in the studio, learning about the different ways of recording and creating music. With no one else there with him, he was forced to pick up all the different kinds of instruments that he felt he needed himself. Songs started to emerge during these late night sessions, and Lights & Motion started to take its form. <a href=""https://www.last.fm/music/Lights+&+Motion"">Read more on Last.fm</a>",236872,2888240,U137
Flood,"There are multiple artists represented here.

1. Long-lost seventies psych-rock from an act based in New York.
Inexplicably considered (Impossible to find)
Produced By Johnny Brantley in 1970
Flood - The Rise of  - on ""Maple Records""

GEORGE CABANTING ~ acoustic & electric guitars 
BILLY CARROLL ~ drums,conga 
FRED COVINO ~ bass, 2nd guitar 
JOHN T. MAGAZINO ~ vocal, conga, tambourine 

2. Old alias of ambient producer known as Sky. They had a single album under this name that was privated from her bandcamp around half a year after release. <a href=""https://www.last.fm/music/Flood"">Read more on Last.fm</a>",6719,48816,Snail
Hot Hot Heat,"Hot Hot Heat (1999-2016) is an indie rock band from Victoria, British Columbia, Canada. They formed in 1999 as a synthpunk band with Matt Marnik, who eventually left the band, on lead vocals. Steve Bays (vocals and keyboards) took over lead vocals, significantly changing the band's sound. The rest of the band is currently composed of Paul Hawley (drums), Louis Hearn (bass), and Luke Paquin (guitar). Paquin (also of The Street & Babe Shadow) replaced former guitarist <a href=""https://www.last.fm/music/Hot+Hot+Heat"">Read more on Last.fm</a>",989944,16712174,The Bravery
