Artista,Biografia,Listeners,Playcount,Artistas Similares
Thomas Rivera," <a href=""https://www.last.fm/music/Thomas+Rivera"">Read more on Last.fm</a>",1940,6251,Bryan Moore
Ava Max,"Amanda Ava Koci (born February 16, 1994), known professionally as Ava Max, is an American singer and songwriter. Ava first got her start in the music industry in 2008 as Amanda Kay, in which she released her first EP titled “Amanda Kay” that year. The EP featured 6 songs that were co-written and produced by Kevin Rudolf. 

Ava would then restart her music career under the name AVA in 2013 and release the single, “Take Away the Pain”.  A year later, she would meet music producer Cirkut and begin recording songs with him. <a href=""https://www.last.fm/music/Ava+Max"">Read more on Last.fm</a>",1223821,51460416,Bebe Rexha
Gen Pop,"l o - f i 
b e d r o o m 
p o p

Noise rock band from Toronto, Ontario. <a href=""https://www.last.fm/music/Gen+Pop"">Read more on Last.fm</a>",2529,20066,Jens-Uwe Beyer
A. G. Cook,"Alexander Guy Cook (born August 23, 1990), known professionally as A. G. Cook, is an English music producer, singer, songwriter and head of the UK record label PC Music. Since its founding in August 2013, PC Music has represented over twenty artists releasing music within a similar style, in which tropes from mainstream 1990s and 2000s pop music are amplified.

Cook released his first solo singles in 2014. He has also collaborated with PC Music artists such Hannah Diamond, GFOTY, Easyfun, Danny L Harle and Felicita. <a href=""https://www.last.fm/music/A.+G.+Cook"">Read more on Last.fm</a>",336985,11117341,easyFun
Trinix Remix," <a href=""https://www.last.fm/music/Trinix+Remix"">Read more on Last.fm</a>",55570,494141,no data
Alison Gilbert," <a href=""https://www.last.fm/music/Alison+Gilbert"">Read more on Last.fm</a>",7078,44303,Amanda Crow
Griffin Brown," <a href=""https://www.last.fm/music/Griffin+Brown"">Read more on Last.fm</a>",1784,4173,Lux Prima
Grouplove,"Grouplove is an indie pop band which formed in 2009 in Los Angeles, California, United States. The band consists of Christian Zucconi (vocals, guitar), Hannah Hooper (vocals, keyboards), Andrew Wessen (vocals, guitar), Sean Gadd (bass, vocals), and Ryan Rabin (drums). The band released their debut album, Never Trust a Happy Song, in September 2011, which was followed by Spreading Rumours, released September 2013. Both albums were produced by the band's drummer Ryan Rabin, who is the son of former Yes guitarist and film composer Trevor Rabin. <a href=""https://www.last.fm/music/Grouplove"">Read more on Last.fm</a>",1867474,32136451,Cold War Kids
LIEU,"​lieu, also known as rab, is a vocalist, rapper, and record producer from Livonia, Michigan.

Beginning their career in 2018, they have been uploading to SoundCloud and other platforms whilst collaborating with many known artists in the hyperpop scene, such as glaive, kurtains, jawk tuah, d0llywood1, and twikipedia. In the making of pop music, lieu incorporates a fusion of electronic and rap influences, which had led to a quick uprising through 2021. <a href=""https://www.last.fm/music/LIEU"">Read more on Last.fm</a>",109492,5150851,no data
Lady Gaga,"Stefani Joanne Angelina Germanotta, known professionally as Lady Gaga, (born March 28, 1986 in New York, NY) is an American singer, songwriter and actress. She is known for her image reinventions and musical versatility. Gaga began performing as a teenager, singing at open mic nights and acting in school plays. She studied at Collaborative Arts Project 21, through the New York University Tisch School of the Arts, before dropping out to pursue a career in music. <a href=""https://www.last.fm/music/Lady+Gaga"">Read more on Last.fm</a>",6268361,612719077,Madonna
Daisy Mitchell," <a href=""https://www.last.fm/music/Daisy+Mitchell"">Read more on Last.fm</a>",21,46,no data
Robin Schulz,"Robin Schulz (born 28 April 1987) is a German electronic DJ and producer. In 2013, he remixed the song ""Waves"" by Dutch hip hop artist, Mr. Probz. Another equally famous remix was his 2014 remix of the Lilly Wood & the Prick track ""Prayer in C"" from their 2010 album Invincible Friends. Both remixes have charted in many European countries, leading to international recognition. <a href=""https://www.last.fm/music/Robin+Schulz"">Read more on Last.fm</a>",1061495,18588881,Lost Frequencies
Popular Songs," <a href=""https://www.last.fm/music/Popular+Songs"">Read more on Last.fm</a>",688,4025,Travis Scott - Topic
EDM Royalty Free DJs," <a href=""https://www.last.fm/music/EDM+Royalty+Free+DJs"">Read more on Last.fm</a>",190,8062,Royalty Free Dance DJs
Mod Sun,"Derek Smith (born March 10, 1987), known professionally as Mod Sun (stylized as MOD SUN, an acronym standing for ""Movement on Dreams, Stand under None""), is an American musician from Bloomington, Minnesota. He is known for his albums Look Up, Movie, and BB, as well as having the first music video directed by model Bella Thorne. <a href=""https://www.last.fm/music/Mod+Sun"">Read more on Last.fm</a>",246481,4596178,no data
Nasty Power," <a href=""https://www.last.fm/music/Nasty+Power"">Read more on Last.fm</a>",175,401,Heartbits
DJ Kee," <a href=""https://www.last.fm/music/DJ+Kee"">Read more on Last.fm</a>",7011,31683,Kyria
Lil Deela," <a href=""https://www.last.fm/music/Lil+Deela"">Read more on Last.fm</a>",5575,27720,Lil Golden Shades
Owl City,"Owl City is the solo electronica musical project by American singer-songwriter Adam Young.

Young also records under the names Sky Sailing, Port Blue, Color Therapy, Insect Airport, Seagull Orchestra and his own name, Adam Young.

Young started out making music in 2007 in his basement in his hometown of Owatonna, Minnesota, United States, later developing a following through his MySpace profile before being signed to Universal Republic. Young has released seven albums under the Owl City moniker: ""Maybe I'm Dreaming"" (2008) <a href=""https://www.last.fm/music/Owl+City"">Read more on Last.fm</a>",2287229,64207728,Sky Sailing
Twenty One Pilots,"Twenty One Pilots (stylized in all lowercase or as twenty øne piløts) is an American musical duo from Columbus, Ohio. Initially a band, the group was formed in 2009 by lead vocalist Tyler Joseph along with Nick Thomas and Chris Salih, who both left in 2011. Since their departure, the line-up has consisted of Joseph and drummer Josh Dun. The duo is best known for their singles ""Stressed Out"", ""Ride"", and ""Heathens"". The group received a Grammy Award for Best Pop Duo/Group Performance at the 59th Annual Grammy Awards for ""Stressed Out"". <a href=""https://www.last.fm/music/Twenty+One+Pilots"">Read more on Last.fm</a>",2493561,243483193,no data
Demi Lovato,"Demetria Devonne Lovato, professionally known as Demi Lovato, is an American singer, songwriter and actress. After appearing on the children's television series Barney & Friends (2002–2004), Lovato rose to prominence for playing Mitchie Torres in the musical television film Camp Rock (2008) and its sequel Camp Rock 2: The Final Jam (2010); the former film's soundtrack contained ""This Is Me"", Lovato's debut single and duet with Joe Jonas, which peaked at number nine on the Billboard Hot 100. <a href=""https://www.last.fm/music/Demi+Lovato"">Read more on Last.fm</a>",2677857,146900671,Demi Lovato & Joe Jonas
Todays Top Hits," <a href=""https://www.last.fm/music/Todays+Top+Hits"">Read more on Last.fm</a>",1152,4688,2022 Hit Songs Music Mix
Makenzie," <a href=""https://www.last.fm/music/Makenzie"">Read more on Last.fm</a>",3739,14398,Kate Stewart
Late¿," <a href=""https://www.last.fm/music/Late%C2%BF"">Read more on Last.fm</a>",28,140,How
Hex,"Hex may refer to one of several bands:
1) Hex is a Slovak pop rock group, founded in 1989 in Bratislava with Peter Ďuďo Dudák (vocals, guitar, keyboards), Thomas Yxo Dohňanský (bass guitar, vocals), Jozef Joshka Juřička (keyboards), Peter Slameň (percussion ) Martin Fefe Žúži (guitar).http://www.hex.sk/
The group became known to the media after it took producer Martin Sarvas and the issue maxisinglu song ""Good Butterfly"" in music publishing Monitor EMI <a href=""https://www.last.fm/music/Hex"">Read more on Last.fm</a>",42943,474503,Para
Hits of the Decades," <a href=""https://www.last.fm/music/Hits+of+the+Decades"">Read more on Last.fm</a>",120,369,Acoustic classics
Fitz and the Tantrums,"Fitz and the Tantrums are an American soul group from Los Angeles, California. The group was founded in 2008 by Michael Fitzpatrick, who had begun writing soul music for a solo project on an old church organ he had purchased. He added friend James King to the group as an arranger and soon after expanded the band to a seven-piece, including several horns. Fitzpatrick shares the vocal duties with Noelle Scaggs. Other members include Joseph Karnes, Jeremy Ruzumna, and John Wicks. <a href=""https://www.last.fm/music/Fitz+and+the+Tantrums"">Read more on Last.fm</a>",1493562,21367141,Saint Motel
Counterculture,"1/ Counterculture are a English alternative rock band from the West Midlands formed in 2010.
2/ Counterculture are a four-piece emo/punk band from Kansas City, Missouri that began in 2016. They play a mesh of pop punk and emo, which means energetic instrumentals and steady rhythms, and the occassional noodle-off with the guitars. <a href=""https://www.last.fm/music/Counterculture"">Read more on Last.fm</a>",1221,10625,I Wish I Could Skateboard
Area21,"AREA21 is an electronic duo consisting of EDM producer Martin Garrix and singer-songwriter Maejor.

They formed in February, 2016 and their first single “Spaceships” was released on March 30th, 2016. Their second single “Girls” dropped 2 months later on May 20th. On September 27th, 2016 a track entitled “We Did It” surfaced online. It wasn’t until June 23rd, 2017 that the track was officially mastered and released under AREA21. The group’s fourth single <a href=""https://www.last.fm/music/Area21"">Read more on Last.fm</a>",143467,1901863,Martin Garrix
Tito Hernandez," <a href=""https://www.last.fm/music/Tito+Hernandez"">Read more on Last.fm</a>",0,0,no data
HYD,"Hyd is Hayden Dunham. Their music asks us to pause, fall to our knees, and put our ears to the ground. Bringing together a collective of close friends and frequent colaborators, including A. G. Cook and SOPHIE (who are the co-creators of the enigmatic project QT) and others such as Caroline Polachek, umru, and Ö, Hyd synthesized a tectonic approach that cracks through the bedrock, calling for radical vulnerability, presence, and embodiment. <a href=""https://www.last.fm/music/HYD"">Read more on Last.fm</a>",65482,1071533,no data
Jonas Brothers,"The Jonas Brothers are an American pop rock band. Formed in 2005, they gained popularity from the Disney Channel children's television network and consists of three brothers from Wyckoff, New Jersey; Kevin Jonas, Joe Jonas and Nick Jonas. 

In the summer of 2008, they starred in the Disney Channel Original Movie Camp Rock and its sequel, Camp Rock 2: The Final Jam. They also starred as Kevin, Joe, and Nick Lucas, the band JONAS, in their own Disney Channel series JONAS, which was later re-branded for its second season as Jonas L. <a href=""https://www.last.fm/music/Jonas+Brothers"">Read more on Last.fm</a>",1713847,48774906,Nick Jonas & the Administration
R!,"R! are a band bringing together 5 Melbourne musicians from several other bands who were looking for something else... Something extraordinary which involved imagery of pirates and pirate cats, yet with music which had absolutely nothing to do with either of those things.

The result is R!. Playing funky jazz grooves that rock your shoulders and the sides of your mouth, R! enjoy being poetic, yet tolerable. Some may even say enjoyable, or danceable.  <a href=""https://www.last.fm/music/R%21"">Read more on Last.fm</a>",224,1198,Try the Fish
Bash & Pop,"Bash & Pop is an American alternative rock group formed in 1992 by Tommy Stinson in Minneapolis, Minnesota, following the breakup of the Replacements. It released one album before disbanding in 1994. Tommy Stinson reformed the band in 2016 with a new lineup and album

Stinson, who had played bass for the Replacements, switched to guitar and lead vocals for this project. Joining him were latter-day Replacements drummer Steve Foley, Steve's brother Kevin on bass and guitarist Steve Brantseg. <a href=""https://www.last.fm/music/Bash+&+Pop"">Read more on Last.fm</a>",13722,142940,Paul Westerberg
Mike.,"Michael Francis Seander (born October 30, 1988), known professionally as ""mike."" (formerly Mike Stud), is an American hip-hop recording artist. His first musical recognition came with the release of his viral single ""College Humor"", which he recorded on GarageBand ironically while he was a relief pitcher at Duke University.

While recovering from surgery, Stud turned to music to pass the time.

In December 2010, Stud released a music video for ""College Humor"". <a href=""https://www.last.fm/music/Mike."">Read more on Last.fm</a>",268763,5556658,no data
Galantis,"Featuring Christian Karlsson of Miike Snow and Linus Eklöw from Style of Eye, Galantis are a Swedish superduo who represent the place where EDM and pop meet. Karlsson (the man behind hits like Britney Spears' ""Toxic"") met Eklöw (the man behind hits like Icona Pop's ""I Love It"") at the Robotberget studio in Stockholm. Their mutual admiration society turned into a project once they began discussing a more poignant style of EDM that retained pop's passion. <a href=""https://www.last.fm/music/Galantis"">Read more on Last.fm</a>",1286127,23707504,Sigala
Carl Watson," <a href=""https://www.last.fm/music/Carl+Watson"">Read more on Last.fm</a>",343,620,R. Roland
jxdn,"Born Jaden Hossler, in Dallas, TX, jxdn struggled to find his voice in high school as an outsider. In 2018, he took control and developed a presence online through a consistent stream of engaging and clever content. He quietly exploded on Tik Tok, attracting 9.3 million followers and 283.8 million likes. After witnessing an arena show by the late Juice WRLD, he dove headfirst into music and unleashed his independent debut single “Comatose.” The <a href=""https://www.last.fm/music/jxdn"">Read more on Last.fm</a>",304789,9306401,MOD SUN
bazzi,"Andrew Bazzi (born August 28, 1997), known by his surname, Bazzi (/ˈbɑːzi/ BAH-zee), is an American singer-songwriter and record producer. His song ""Mine"", released in October 2017, gained popularity in early 2018 when it became a meme through Musical.ly edits, and the use of a Snapchat lens filter featuring the song. It peaked at number 11 on the US Billboard Hot 100 and appeared on several international charts. He released his debut studio album COSMIC in 2018, which peaked at number 14 on the Billboard 200 chart. <a href=""https://www.last.fm/music/bazzi"">Read more on Last.fm</a>",1151723,28768466,no data
CU," <a href=""https://www.last.fm/music/+noredirect/CU"">Read more on Last.fm</a>",231,1221,no data
Stereo Avenue," <a href=""https://www.last.fm/music/Stereo+Avenue"">Read more on Last.fm</a>",13965,54074,Countdown Singers
Ultimate Dance Hits," <a href=""https://www.last.fm/music/Ultimate+Dance+Hits"">Read more on Last.fm</a>",9168,44730,DJ ReMix Factory
Tove Lo,"Ebba Tove Elsa Nilsson, known professionally as Tove Lo, is a Swedish singer and songwriter. She is known for her raw, grunge-influenced take on pop music. Her honest, complex and autobiographical lyrical content has led to her being dubbed ""the saddest girl in Sweden"".

Raised in the Djursholm district of Danderyd, Lo is an alumna of the music school Rytmus Musikergymnasiet. She formed the rock band Tremblebee in 2006. After it disbanded, Lo pursued a career in songwriting and earned a publishing deal with Warner/Chappell Music in 2011. <a href=""https://www.last.fm/music/Tove+Lo"">Read more on Last.fm</a>",1944024,99094420,Ellie Goulding
Of Monsters and Men,"Of Monsters and Men is an indie folk band which formed in 2010 in Keflavík/Garðabær, Iceland. The band consists of Nanna Bryndís Hilmarsdóttir (vocals, guitar), Ragnar Þórhallsson (vocals, guitar), Brynjar Leifsson (guitar), Kristján Páll Kristjánsson (bass), Arnar Rósenkranz Hilmarsson (drums) and the former member  Árni Guðjónsson (keyboards, accordion), who left the band in 2012. The band released their debut album ""My Head Is an Animal"" in September 2011. <a href=""https://www.last.fm/music/Of+Monsters+and+Men"">Read more on Last.fm</a>",2003933,61708487,Nanna
Made famous by Ke$ha," <a href=""https://www.last.fm/music/Made+famous+by+Ke$ha"">Read more on Last.fm</a>",151,388,Made famous by Britney Spears
Jrsoapbox," <a href=""https://www.last.fm/music/Jrsoapbox"">Read more on Last.fm</a>",4,7,no data
Believe Sunshine," <a href=""https://www.last.fm/music/Believe+Sunshine"">Read more on Last.fm</a>",178,300,The Malibus Bro'
Pop 2018," <a href=""https://www.last.fm/music/Pop+2018"">Read more on Last.fm</a>",264,842,Tyra Givens
Vibe2Vibe," <a href=""https://www.last.fm/music/Vibe2Vibe"">Read more on Last.fm</a>",8694,40719,Lil Deal
DNCE,"DNCE is an American dance-rock band consisting of lead singer Joe Jonas, drummer Jack Lawless, and guitarist JinJoo Lee. Bassist and keyboardist Cole Whittle left the group shortly after their hiatus in 2018 to focus on solo projects. DNCE's music is mostly dance-rock, dance-pop, pop rock, and funk. The band signed with Republic Records, who released their debut single, ""Cake by the Ocean"", on September 18, 2015. The song reached the top 10 on several charts, including on the US Billboard Hot 100, where it peaked at number nine. <a href=""https://www.last.fm/music/DNCE"">Read more on Last.fm</a>",1156221,14419202,Jonas Brothers
Chloe Moriondo,"chloe moriondo (she/they) (born September 29, 2002) is an American singer-songwriter and YouTuber from Michigan. Her style blends elements of indie pop and bedroom pop, with the occasional hyperpop. Her YouTube channel, which she began in January 2014, sits at over 3 million subscribers and over 200 million video views.

Chloe started their music career by posting covers to songs on their YouTube channel where their first original song, Waves, was posted. <a href=""https://www.last.fm/music/Chloe+Moriondo"">Read more on Last.fm</a>",569353,14568879,Cavetown
Today's Hits!," <a href=""https://www.last.fm/music/Today%27s+Hits%21"">Read more on Last.fm</a>",726,3347,Molly Shiveley
FAOUZIA,"Born in Morocco and raised in the Canadian prairies, Faouzia combines catchy pop rhythms, heartfelt lyrics, and powerhouse vocals.

After playing hometown dates at local festivals in 2016, Faouzia’s burgeoning career started to blossom. She has since taken the stage at Toronto’s Yonge & Dundas Square for Canada’s Walk Of Fame Festival, and played one high profile event after another, wowing audiences with her heart-wrenching lyrics and magnetic stage presence. <a href=""https://www.last.fm/music/FAOUZIA"">Read more on Last.fm</a>",244738,5132317,no data
Grace Watson," <a href=""https://www.last.fm/music/Grace+Watson"">Read more on Last.fm</a>",86,231,Layla Foster
Shawn Mendes,"Shawn Peter Raul Mendes is a Canadian singer. He gained a following in 2013, posting song covers on the video-sharing application Vine. The following year, he caught the attention of artist manager Andrew Gertler and Island Records A&R Ziggy Chareton, which led to him signing a deal with the record label. Mendes's self-titled debut EP was released in 2014, followed by his debut studio album Handwritten in 2015. Handwritten debuted atop the US Billboard 200, making Mendes one of five artists ever to debut at number one before the age of 18. <a href=""https://www.last.fm/music/Shawn+Mendes"">Read more on Last.fm</a>",2135310,107195170,"Shawn Mendes, Camila Cabello"
DJ Phenomena," <a href=""https://www.last.fm/music/DJ+Phenomena"">Read more on Last.fm</a>",340,1261,Abdula
Lilly Oxford," <a href=""https://www.last.fm/music/Lilly+Oxford"">Read more on Last.fm</a>",3393,11939,James Major
Lewis Mason," <a href=""https://www.last.fm/music/Lewis+Mason"">Read more on Last.fm</a>",24,186,no data
Anthem Lights,"Anthem Lights is a pop/rock Christian boy band consisting of members Chad Graham, Caleb Grimm, Alan Powell, and Joey Stamper. The project began as a solo effort by Graham in collaboration with Powell. After deciding that the songs they had written would be better suited for a group, they joined with Grimm and former member Kyle Kupecky and released their first EP as a group under the name Yellow Cavalier. After changing their name to Anthem Lights <a href=""https://www.last.fm/music/Anthem+Lights"">Read more on Last.fm</a>",138333,1529312,Tenth Avenue North
Gorillaz,"Gorillaz are a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",5616283,362918885,Damon Albarn
Jess Glynne,"Jessica Hannah ""Jess"" Glynne (born 20 October 1989) is an English singer-songwriter. She is signed to Atlantic Records UK.[4] 

She is best known for featuring on Clean Bandit's 2014 single ""Rather Be""; the song reached number one on the UK Singles Chart and Irish Singles Chart. She also featured on Route 94's single ""My Love"", which was released weeks later and also reached number one on the UK Singles Chart and Scottish Chart. 

Her debut single, ""Right Here"", has charted at number 6 in the UK. <a href=""https://www.last.fm/music/Jess+Glynne"">Read more on Last.fm</a>",614734,9152019,Ella Henderson
Lauren Daigle,"Lauren Ashley Daigle, born September 9, 1991, in Lake Charles, Louisiana, is a prominent American singer-songwriter in contemporary Christian music. Raised in Lafayette, Louisiana, she was surrounded by the vibrant sounds of zydeco, blues, and Cajun music, which influenced her musical style. While Lauren always possessed a love for singing, it wasn't until a challenging battle with contagious cytomegalovirus at the age of 15 forced her out of high school for two years that music truly took center stage. <a href=""https://www.last.fm/music/Lauren+Daigle"">Read more on Last.fm</a>",305956,4408068,Francesca Battistelli
Charli XCX,"Charlotte Emma Aitchison, known professionally as Charli xcx, is an English singer and songwriter. Born in Cambridge and raised in Start Hill, Essex, she began posting songs on MySpace in 2008, which led to her discovery by a promoter who invited her to perform at warehouse raves and parties. In 2010, she signed a recording contract with Asylum Records, releasing a series of singles and mixtapes throughout 2011 and 2012.

In 2012, Charli xcx rose to prominence with the Icona Pop collaboration ""I Love It"" <a href=""https://www.last.fm/music/Charli+XCX"">Read more on Last.fm</a>",2773874,401491488,no data
Tough Rhymes," <a href=""https://www.last.fm/music/Tough+Rhymes"">Read more on Last.fm</a>",6954,28400,Platinum Deluxe
Grandee," <a href=""https://www.last.fm/music/Grandee"">Read more on Last.fm</a>",29969,489088,Kuru
Jason Disik," <a href=""https://www.last.fm/music/Jason+Disik"">Read more on Last.fm</a>",372,983,brenda gomez
Sassydee," <a href=""https://www.last.fm/music/Sassydee"">Read more on Last.fm</a>",13393,59038,alegra
DaBaby,"DaBaby was born Jonathan Kirk in Cleveland, Ohio in 1991. By age six, he'd relocated to Charlotte, North Carolina and spent his adolescence engaged in street life. In December 2014, Kirk made a quick decision to become a rapper, taking the name Baby Jesus and issuing his NonFiction mixtape a month later. Never having been on a stage before, he headed to South by Southwest in the spring of 2015. Kirk changed his name to DaBaby, going so far as to explain the ""political reasons"" for this decision in the lyrics to ""DaBaby (Intro) <a href=""https://www.last.fm/music/DaBaby"">Read more on Last.fm</a>",1173641,43068750,NLE Choppa
Topic,"There are several artists with the name Topic.

1. Tobias Topic (born March 23, 1992) is a Croatian-German DJ, producer and musician. In 2008, he started using Logic Studio, a digital audio workstation, to produce music with the guidance of a teacher. He started his musical career on social media with the assistance of YouTube musicians who contacted him.

Topic's first release, a house song called ""Light It Up"", was released at the end of 2014 and reached more than one million views on his YouTube channel. <a href=""https://www.last.fm/music/Topic"">Read more on Last.fm</a>",463895,5171149,Felix Jaehn
Kiiara,"Kiara Saulters (born May 24, 1995), known professionally as Kiiara, is an American singer and songwriter from Wilmington, Illinois. Her debut track 'Gold' was released in June 2015 to some acclaim, peaking at #13 on the Hot 100 in October 2016. Her second single, 'Tennessee', was similarly well received. 

Slightly left-of-center pop artist Kiiara is a breathy vocalist whose output falls somewhere between that of Jhené Aiko and Lorde. Born in May 24 <a href=""https://www.last.fm/music/Kiiara"">Read more on Last.fm</a>",549132,6262315,Terror Jr
FITNESS HITS 2018," <a href=""https://www.last.fm/music/FITNESS+HITS+2018"">Read more on Last.fm</a>",242,1978,Jayne Mendez
Ava Watson," <a href=""https://www.last.fm/music/Ava+Watson"">Read more on Last.fm</a>",263,1114,Clarice Morris
Power Music Workout," <a href=""https://www.last.fm/music/Power+Music+Workout"">Read more on Last.fm</a>",33330,394337,Workout Music Tv
X Ambassadors,"X Ambassadors is an American alternative rock band hailing from Ithaca, New York. The band was formed in 2009 by brothers Sam and Casey Harris, and childhood friend Noah Feldshuh. Initially, the group started out playing local gigs and self-releasing music, but their unique sound soon caught the attention of record labels.

The band's music is an eclectic mix of genres, including alternative rock, indie rock, and pop. They are known for their energetic and emotional live performances <a href=""https://www.last.fm/music/X+Ambassadors"">Read more on Last.fm</a>",956051,14007294,Grizfolk
Charlie Puth,"Charles Otto Puth Jr. is an American singer, songwriter and record producer. His initial exposure came through the viral success of his song videos uploaded to YouTube.

Puth initially signed with the record label eleveneleven after performing on The Ellen DeGeneres Show, while songwriting and producing for other artists. With primary intent on a solo career, Atlantic Records and Artist Partner Group eventually sought the artist and released his debut single, ""Marvin Gaye"" (featuring Meghan Trainor), in 2015. <a href=""https://www.last.fm/music/Charlie+Puth"">Read more on Last.fm</a>",1823897,106735876,Benny Blanco
Breathe Carolina,"Breathe Carolina is an American electronic duo from Denver, Colorado, currently composed of David Schmitt and Tommy Cooperman. The band formed in 2006 and have released four albums, and six EPs.

Original members Kyle Even and David Schmitt started the project in 2007, they didn't anticipate that their “just for fun” intent would explode into an internationally sought-after duo within just a couple of years. The story of Breathe Carolina is a modern day music fairytale <a href=""https://www.last.fm/music/Breathe+Carolina"">Read more on Last.fm</a>",728449,18045408,The Medic Droid
Pang!,"PANG! is a Stockholm-based progressive house music duo consisting of Alexander Fahlberg and Kristoffer Kent. <a href=""https://www.last.fm/music/Pang%21"">Read more on Last.fm</a>",95205,488659,Tez Cadey
Midnight.Blue," <a href=""https://www.last.fm/music/Midnight.Blue"">Read more on Last.fm</a>",66,354,CBDB
Gayle,"Taylor Gayle Rutherford, known professionally as GAYLE, is an American singer-songwriter. After signing with Atlantic Records, she released the single ""abcdefu"" in 2021, which has charted worldwide and reached number one in the United Kingdom and Ireland.

GAYLE was born on June 10, 2004, in Dallas, Texas, United States. She is of Scottish descent. She started singing when she was seven and eventually moved to Nashville, Tennessee to pursue a musical career. <a href=""https://www.last.fm/music/Gayle"">Read more on Last.fm</a>",668777,7525671,no data
Luis Fonsi,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor.

Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old. <a href=""https://www.last.fm/music/Luis+Fonsi"">Read more on Last.fm</a>",1082010,12137814,David Bisbal
Kate Project,"Kate Project is an Italian eurodance project produced by the S.A.I.F.A.M group, owned by Mauro Farina and Giuliano Crivellente.

The project released the singles Wuthering Heights (1992), Time After Time (1993), Ecstasy Of Flight (1993), You Can (1994), No More I Love You’s (1995), Heart And Soul (1996), I Got To Believe (1996), Locomotion (1997), I Don’t Wanna Believe (1997), A Better World (1998), If You Can Say Goodbye (1998), Baby You Can Help Me (2000), and One Small Day (November 2000). <a href=""https://www.last.fm/music/Kate+Project"">Read more on Last.fm</a>",8261,40526,Mc Boy
Abstract,"Growing up in New Jersey, Luke Terkovich, otherwise known as Abstract, was involved with music at an early age. Learning how to play piano, electric guitar, and the drums were Luke’s first involvement with music — and he did it all before 6th grade. With a move across country from New Jersey to Jackson, Wyoming, the distance between learning and playing new instruments got larger. It wasn’t until several years later that Luke began to mess around with freestyling during his high school years spent at Jackson Hole High. <a href=""https://www.last.fm/music/Abstract"">Read more on Last.fm</a>",55207,1319572,Ivan B
Evolution of Stars,"


 <a href=""https://www.last.fm/music/Evolution+of+Stars"">Read more on Last.fm</a>",89254,369052,NK-67
Nick Jonas,"
Nicholas Jerry ""Nick"" Jonas (born September 16, 1992) is an American singer-songwriter and actor best known as one of the Jonas Brothers, a pop-rock band he formed with his brothers Joe and Kevin. After 2010, Nick has focused primarily on his own career, releasing solo material, appearing in musicals, and acting in film and television.

A performer since the age of seven (the age at which he joined the Broadway cast of Annie Get Your Gun), Nicholas made his songwriting debut in 2002 <a href=""https://www.last.fm/music/Nick+Jonas"">Read more on Last.fm</a>",1062614,17303904,Jonas Brothers
Alexa Play," <a href=""https://www.last.fm/music/Alexa+Play"">Read more on Last.fm</a>",311,1188,Todd Dulaney
Top 40 Hits," <a href=""https://www.last.fm/music/Top+40+Hits"">Read more on Last.fm</a>",5265,16997,The Xmas Specials
prettyheartbreak," <a href=""https://www.last.fm/music/prettyheartbreak"">Read more on Last.fm</a>",37891,346711,Anxiety Attacks!
Us4love," <a href=""https://www.last.fm/music/Us4love"">Read more on Last.fm</a>",27,38,no data
Sofía Reyes,"Sofia Reyes is a Mexican singer and songwriter who has been nominated twice to the Latin American Music Awards, MTV Europe Music Awards, Premios Juventud and Latin GRAMMYs among many others. She has amassed nearly one billion views on YouTube and two billion global streams with hits including 1,2,3 with Jason Derulo & De La Ghetto with more than 461 million streams and R.I.P featuring Rita Ora and Anitta, with more than 190 million streams. Chosen <a href=""https://www.last.fm/music/Sof%C3%ADa+Reyes"">Read more on Last.fm</a>",210935,2037462,Sofia Reyes
Michael Mayo," <a href=""https://www.last.fm/music/Michael+Mayo"">Read more on Last.fm</a>",7184,47693,Ryan Lerman
Kid Lennon," <a href=""https://www.last.fm/music/Kid+Lennon"">Read more on Last.fm</a>",713,2104,Live Percenters
Jenna Raine,"Jenna Raine Simmons (born February 17, 2004), also known as Jenna Raine, is a singer-songwriter from Westlake, Texas, and former member of the girl group L2M. Her early musical influences included Ed Sheeran, Taylor Swift, and gospel music. Her first single, ""Us,"" was released in 2018, and her first EP, ""Nen,"" followed in January 2019. Later that year, she toured with Max & Harvey and In Real Life before releasing her second EP, ""Be Like You,"" in November. <a href=""https://www.last.fm/music/Jenna+Raine"">Read more on Last.fm</a>",176911,1587448,Dylan Conrique
