Artista,Biografia,Listeners,Playcount,Artistas Similares
Carl Watson," <a href=""https://www.last.fm/music/Carl+Watson"">Read more on Last.fm</a>",343,620,R. Roland
jxdn,"Born Jaden Hossler, in Dallas, TX, jxdn struggled to find his voice in high school as an outsider. In 2018, he took control and developed a presence online through a consistent stream of engaging and clever content. He quietly exploded on Tik Tok, attracting 9.3 million followers and 283.8 million likes. After witnessing an arena show by the late Juice WRLD, he dove headfirst into music and unleashed his independent debut single “Comatose.” The <a href=""https://www.last.fm/music/jxdn"">Read more on Last.fm</a>",304789,9306401,MOD SUN
bazzi,"Andrew Bazzi (born August 28, 1997), known by his surname, Bazzi (/ˈbɑːzi/ BAH-zee), is an American singer-songwriter and record producer. His song ""Mine"", released in October 2017, gained popularity in early 2018 when it became a meme through Musical.ly edits, and the use of a Snapchat lens filter featuring the song. It peaked at number 11 on the US Billboard Hot 100 and appeared on several international charts. He released his debut studio album COSMIC in 2018, which peaked at number 14 on the Billboard 200 chart. <a href=""https://www.last.fm/music/bazzi"">Read more on Last.fm</a>",1151723,28768466,no data
CU," <a href=""https://www.last.fm/music/+noredirect/CU"">Read more on Last.fm</a>",231,1221,no data
Tove Lo,"Ebba Tove Elsa Nilsson, known professionally as Tove Lo, is a Swedish singer and songwriter. She is known for her raw, grunge-influenced take on pop music. Her honest, complex and autobiographical lyrical content has led to her being dubbed ""the saddest girl in Sweden"".

Raised in the Djursholm district of Danderyd, Lo is an alumna of the music school Rytmus Musikergymnasiet. She formed the rock band Tremblebee in 2006. After it disbanded, Lo pursued a career in songwriting and earned a publishing deal with Warner/Chappell Music in 2011. <a href=""https://www.last.fm/music/Tove+Lo"">Read more on Last.fm</a>",1944024,99094420,Ellie Goulding
Of Monsters and Men,"Of Monsters and Men is an indie folk band which formed in 2010 in Keflavík/Garðabær, Iceland. The band consists of Nanna Bryndís Hilmarsdóttir (vocals, guitar), Ragnar Þórhallsson (vocals, guitar), Brynjar Leifsson (guitar), Kristján Páll Kristjánsson (bass), Arnar Rósenkranz Hilmarsson (drums) and the former member  Árni Guðjónsson (keyboards, accordion), who left the band in 2012. The band released their debut album ""My Head Is an Animal"" in September 2011. <a href=""https://www.last.fm/music/Of+Monsters+and+Men"">Read more on Last.fm</a>",2003933,61708487,Nanna
Dasha,"There are multiple artists named Dasha: 1) a Czech singer,  2) a Mexican band; 3) an American pop and country singer 4) an indie rock/emo band from Rochester NY active from 2007 to 2010.

1) Dasha is the stage name of Dagmar Sobková, a female pop singer and actress from the Czech Republic. She released her debut album ""...do peřin"" in 1997, after which she focused on her theater career. She came back in 2017 with her second album ""Konečně"", which reached #6 in the Czech chart. <a href=""https://www.last.fm/music/Dasha"">Read more on Last.fm</a>",320269,3029174,Shaboozey
Believe Sunshine," <a href=""https://www.last.fm/music/Believe+Sunshine"">Read more on Last.fm</a>",178,300,The Malibus Bro'
Jack Willis," <a href=""https://www.last.fm/music/Jack+Willis"">Read more on Last.fm</a>",1010,3011,Brook St
FAOUZIA,"Born in Morocco and raised in the Canadian prairies, Faouzia combines catchy pop rhythms, heartfelt lyrics, and powerhouse vocals.

After playing hometown dates at local festivals in 2016, Faouzia’s burgeoning career started to blossom. She has since taken the stage at Toronto’s Yonge & Dundas Square for Canada’s Walk Of Fame Festival, and played one high profile event after another, wowing audiences with her heart-wrenching lyrics and magnetic stage presence. <a href=""https://www.last.fm/music/FAOUZIA"">Read more on Last.fm</a>",244738,5132317,no data
Lilly Oxford," <a href=""https://www.last.fm/music/Lilly+Oxford"">Read more on Last.fm</a>",3393,11939,James Major
Teddy Swims,"Jaten Dimsdale, known by his moniker, Teddy Swims, is an American Singer-songwriter from Atlanta, GA.

Teddy grew up navigating different worlds: he was a football player, a musical theater student and the grandson of a Pentecostal pastor. Teddy was exposed to a wider variety of music than most “country boys”. In high school and over the next few years he was in several bands, genres ranging from 80’s hair metal, funk, modern metalcore, soul, and country alternative bands.  <a href=""https://www.last.fm/music/Teddy+Swims"">Read more on Last.fm</a>",602162,7397367,Victor Ray
Anthem Lights,"Anthem Lights is a pop/rock Christian boy band consisting of members Chad Graham, Caleb Grimm, Alan Powell, and Joey Stamper. The project began as a solo effort by Graham in collaboration with Powell. After deciding that the songs they had written would be better suited for a group, they joined with Grimm and former member Kyle Kupecky and released their first EP as a group under the name Yellow Cavalier. After changing their name to Anthem Lights <a href=""https://www.last.fm/music/Anthem+Lights"">Read more on Last.fm</a>",138333,1529312,Tenth Avenue North
pinkpantheress,"Victoria Beverly Walker, better known by her stage name PinkPantheress is an English singer, songwriter, and record producer from Bath, England, born to a Kenyan mother, who works as a carer, and an English father, who works as an academic and is based in the United States. In her early teens, she was the lead singer in a My Chemical Romance cover band, and performed with them for the first time at a school fête. While attending secondary school in Kent, she started writing music to help a friend before eventually writing music on her own. <a href=""https://www.last.fm/music/pinkpantheress"">Read more on Last.fm</a>",1982201,145421801,no data
Charli XCX,"Charlotte Emma Aitchison, known professionally as Charli xcx, is an English singer and songwriter. Born in Cambridge and raised in Start Hill, Essex, she began posting songs on MySpace in 2008, which led to her discovery by a promoter who invited her to perform at warehouse raves and parties. In 2010, she signed a recording contract with Asylum Records, releasing a series of singles and mixtapes throughout 2011 and 2012.

In 2012, Charli xcx rose to prominence with the Icona Pop collaboration ""I Love It"" <a href=""https://www.last.fm/music/Charli+XCX"">Read more on Last.fm</a>",2773874,401491488,no data
Scary Pockets,"A funk band that releases weekly music videos, in pursuit of the funk. Scary Pockets is  Ryan Lerman and  Jack Conte, with the help and support from a rotating roster of the best session musicians in the LA area. <a href=""https://www.last.fm/music/Scary+Pockets"">Read more on Last.fm</a>",126495,2562239,Cory Wong
Clara Sparks," <a href=""https://www.last.fm/music/Clara+Sparks"">Read more on Last.fm</a>",71,248,no data
Moon Gem," <a href=""https://www.last.fm/music/Moon+Gem"">Read more on Last.fm</a>",4206,17175,Augustus Wright
Sassydee," <a href=""https://www.last.fm/music/Sassydee"">Read more on Last.fm</a>",13393,59038,alegra
Shallou,"Joe Boston, professionally known as stage name Shallou, is a Los Angeles based producer, singer, and environmentalist, who produces ambient, house melodies and soulful vocals that have carved a niche in the Electronic and Indie scenes. His debut EP, All Becomes Okay, was self-released on May 12, 2017. <a href=""https://www.last.fm/music/Shallou"">Read more on Last.fm</a>",331394,3948278,Kasbo
Topic,"There are several artists with the name Topic.

1. Tobias Topic (born March 23, 1992) is a Croatian-German DJ, producer and musician. In 2008, he started using Logic Studio, a digital audio workstation, to produce music with the guidance of a teacher. He started his musical career on social media with the assistance of YouTube musicians who contacted him.

Topic's first release, a house song called ""Light It Up"", was released at the end of 2014 and reached more than one million views on his YouTube channel. <a href=""https://www.last.fm/music/Topic"">Read more on Last.fm</a>",463895,5171149,Felix Jaehn
Kiiara,"Kiara Saulters (born May 24, 1995), known professionally as Kiiara, is an American singer and songwriter from Wilmington, Illinois. Her debut track 'Gold' was released in June 2015 to some acclaim, peaking at #13 on the Hot 100 in October 2016. Her second single, 'Tennessee', was similarly well received. 

Slightly left-of-center pop artist Kiiara is a breathy vocalist whose output falls somewhere between that of Jhené Aiko and Lorde. Born in May 24 <a href=""https://www.last.fm/music/Kiiara"">Read more on Last.fm</a>",549132,6262315,Terror Jr
Ricky Montgomery,"Ricky Montgomery was born in Los Angeles, California on April 3, 1993.

His father was a gaffer and his mother, a teacher. He moved to St. Louis with his mother in 2005 and began playing in bands around West St. Louis County at the age of 14. Before his solo work, he released music with local St. Louis bands Adversary In Arms, Carpathia, and Henry On The Run.

After achieving success on Vine, Montgomery released his debut EP Caught On The Moon in the summer of 2014. Later, he extended the EP into a full debut album: Montgomery Ricky. <a href=""https://www.last.fm/music/Ricky+Montgomery"">Read more on Last.fm</a>",946937,32941245,The Honeysticks
Ava Watson," <a href=""https://www.last.fm/music/Ava+Watson"">Read more on Last.fm</a>",263,1114,Clarice Morris
Power Music Workout," <a href=""https://www.last.fm/music/Power+Music+Workout"">Read more on Last.fm</a>",33330,394337,Workout Music Tv
Charlie Puth,"Charles Otto Puth Jr. is an American singer, songwriter and record producer. His initial exposure came through the viral success of his song videos uploaded to YouTube.

Puth initially signed with the record label eleveneleven after performing on The Ellen DeGeneres Show, while songwriting and producing for other artists. With primary intent on a solo career, Atlantic Records and Artist Partner Group eventually sought the artist and released his debut single, ""Marvin Gaye"" (featuring Meghan Trainor), in 2015. <a href=""https://www.last.fm/music/Charlie+Puth"">Read more on Last.fm</a>",1823897,106735876,Benny Blanco
Forest Blakk,"Growing up in Montreal, with time spent in Florida and Jamaica, the singer/songwriter first took up guitar as a refuge from his chaotic home life, then spent years learning to channel his most complex emotions into song. With his breakthrough single “If You Love Her” —a fall 2020 release that marks his Billboard debut— Blakk has brought his heart-on-sleeve songwriting to a whole new level of resonance, again proving music’s power to transform both audience and artist. <a href=""https://www.last.fm/music/Forest+Blakk"">Read more on Last.fm</a>",184234,1753505,Clinton Kane
omar apollo,"Omar Apolonio Velasco (born May 20, 1997), known professionally as Omar Apollo, is a Mexican-American singer-songwriter from Hobart, Indiana. Apollo sings in both English and Spanish.

He started his career by creating and uploading his songs to the DIY streaming platform SoundCloud. During this time, he worked at Jimmy John's and Guitar Center and lived in an attic. In 2017, using $30 borrowed from a friend, he uploaded his song ""Ugotme"" to Spotify <a href=""https://www.last.fm/music/omar+apollo"">Read more on Last.fm</a>",1156499,48281267,no data
Emma Andrews," <a href=""https://www.last.fm/music/Emma+Andrews"">Read more on Last.fm</a>",19,26,no data
Daniel Seavey,"Daniel James Seavey (born April 2, 1999) is an American singer-songwriter, musician, and producer. He is 1/5 of the musical group, Why Don't We. In 2015, he appeared in the 14th season of American Idol with his rendition of Leonard Cohen's ""Hallelujah"". <a href=""https://www.last.fm/music/Daniel+Seavey"">Read more on Last.fm</a>",68615,1062948,Alex Sampson
Gayle,"Taylor Gayle Rutherford, known professionally as GAYLE, is an American singer-songwriter. After signing with Atlantic Records, she released the single ""abcdefu"" in 2021, which has charted worldwide and reached number one in the United Kingdom and Ireland.

GAYLE was born on June 10, 2004, in Dallas, Texas, United States. She is of Scottish descent. She started singing when she was seven and eventually moved to Nashville, Tennessee to pursue a musical career. <a href=""https://www.last.fm/music/Gayle"">Read more on Last.fm</a>",668777,7525671,no data
Kajagoogoo,"Kajagoogoo is an English pop band best known for its first single, ""Too Shy"", which reached Number 1 in the UK and Number 5 in the U.S in 1983. The single was produced by keyboardist Nick Rhodes of Duran Duran and Colin Thurston who was, at this time, Duran Duran's in-house producer.

The band was founded in Leighton Buzzard, Bedfordshire in 1979 as a four piece avant-garde instrumental group called Art Nouveau, with Nick Beggs on bass guitar, Steve Askew on lead guitar, Stuart Neale on keyboards and Jez Strode on drums. <a href=""https://www.last.fm/music/Kajagoogoo"">Read more on Last.fm</a>",406999,2710337,Naked Eyes
Bea And Her Business," <a href=""https://www.last.fm/music/Bea+And+Her+Business"">Read more on Last.fm</a>",48283,332006,no data
Top 40 Hits," <a href=""https://www.last.fm/music/Top+40+Hits"">Read more on Last.fm</a>",5265,16997,The Xmas Specials
Pop 2024," <a href=""https://www.last.fm/music/Pop+2024"">Read more on Last.fm</a>",2,4,no data
Will Shepard," <a href=""https://www.last.fm/music/Will+Shepard"">Read more on Last.fm</a>",5524,30839,Adam Lang
Oscar Welsh,"Oscar Welsh is an indie UK alt-pop artist in Amarrai Cabell's BHD Factory collective he has made waves from his tik tok videos he recently has went on a short hiatus but still has thousands of monthly listeners he's made appearances on Rolling Stone and other sites and has been placed in a lot of spotify editorials <a href=""https://www.last.fm/music/Oscar+Welsh"">Read more on Last.fm</a>",43349,282705,Oliver Malcolm
Sofía Reyes,"Sofia Reyes is a Mexican singer and songwriter who has been nominated twice to the Latin American Music Awards, MTV Europe Music Awards, Premios Juventud and Latin GRAMMYs among many others. She has amassed nearly one billion views on YouTube and two billion global streams with hits including 1,2,3 with Jason Derulo & De La Ghetto with more than 461 million streams and R.I.P featuring Rita Ora and Anitta, with more than 190 million streams. Chosen <a href=""https://www.last.fm/music/Sof%C3%ADa+Reyes"">Read more on Last.fm</a>",210935,2037462,Sofia Reyes
Michael Mayo," <a href=""https://www.last.fm/music/Michael+Mayo"">Read more on Last.fm</a>",7184,47693,Ryan Lerman
Kid Lennon," <a href=""https://www.last.fm/music/Kid+Lennon"">Read more on Last.fm</a>",713,2104,Live Percenters
Jenna Raine,"Jenna Raine Simmons (born February 17, 2004), also known as Jenna Raine, is a singer-songwriter from Westlake, Texas, and former member of the girl group L2M. Her early musical influences included Ed Sheeran, Taylor Swift, and gospel music. Her first single, ""Us,"" was released in 2018, and her first EP, ""Nen,"" followed in January 2019. Later that year, she toured with Max & Harvey and In Real Life before releasing her second EP, ""Be Like You,"" in November. <a href=""https://www.last.fm/music/Jenna+Raine"">Read more on Last.fm</a>",176911,1587448,Dylan Conrique
Ravyn Lenae,"Ravyn Lenae Washington (born January 22, 1999) is an American R&B singer-songwriter from Chicago who is currently signed to Atlantic Records and the Three Twenty Three Music Group. She is also a member of the musical collective Zero Fatigue. Her debut EP, Moon Shoes EP, was released independently in 2015 and reissued by Atlantic Records in 2016. Her follow-up EP, Midnight Moonlight EP, was released in 2017. In addition to performing at several music festivals, Lenae has also toured with SZA on her Ctrl Tour and Noname on her Telefone Tour. <a href=""https://www.last.fm/music/Ravyn+Lenae"">Read more on Last.fm</a>",541676,12708790,Solange
Ashley Price," <a href=""https://www.last.fm/music/Ashley+Price"">Read more on Last.fm</a>",13944,70294,Madilyn Bailey
Top 40 Hip-Hop Hits," <a href=""https://www.last.fm/music/Top+40+Hip-Hop+Hits"">Read more on Last.fm</a>",2011,7067,Top 40 Pop Hits
Jane Marie,"After a trip to Nashville, Jane was fortunate to be introduced to Producer, Craig Stull. Craig’s work can be heard on the television series, King of the Hill and Spin City. His film credits include Armageddon, My Best Friend’s wedding and Tin cup. He has also played guitar on albums for Shawn Colvin, Celin Deon, and is on Rick James’s upcoming album. For “Gypsy Cowgirl” Craig was inspired by the variety in Joni Mitchell’s album “Court and Spark” and chose to work with a wide spectrum of guitar influences that include cowboy <a href=""https://www.last.fm/music/Jane+Marie"">Read more on Last.fm</a>",412,19698,Patrik Ahlm
Justin Holt," <a href=""https://www.last.fm/music/Justin+Holt"">Read more on Last.fm</a>",675,6966,Jordan Rowe
Jordan Adetunji," <a href=""https://www.last.fm/music/Jordan+Adetunji"">Read more on Last.fm</a>",288123,3205819,GloRilla
Chelsea Locklear," <a href=""https://www.last.fm/music/Chelsea+Locklear"">Read more on Last.fm</a>",113,403,Wyld
Pop. 1280,"Pop. 1280 are a cyberpunk band from New York City. The Grid is their first 12"" release. Members include: Chris Bug, Ivan Lip, John Skultrane, and Andrew S. They got together in 2009 and have released two 7"" records, the most recent being a self-released single and split 7"" with Philadelphia's Hot Guts.

As dark and sinister as the Jim Thompson novel from which the band borrows their name, these nine dirges of skronky noir are the logical successor to the brand of skree practiced by forebearers the Chrome Cranks <a href=""https://www.last.fm/music/Pop.+1280"">Read more on Last.fm</a>",25139,320785,Gilla Band
The Marías,"Formed in Los Angeles in late 2016, The Marías are a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

Vocals/guitar – Maria
Drums/vox/producer – Josh
Lead guitar/vox – Jesse Perlman
Bass – Carter Lee
Keys – Edward James <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",1267764,60422438,Clairo
Bryten," <a href=""https://www.last.fm/music/Bryten"">Read more on Last.fm</a>",9,213,no data
benee,"Stella Bennett (born January 30, 2000), known professionally as Benee (/ˈbɛniː/, stylized BENEE, formerly spelled Bene) is a New Zealand musician from Grey Lynn in Auckland.

Stella Rose Bennett was born and raised in the suburb of Grey Lynn in Auckland. She grew up in a ""really musical"" family with parents who would expose her to the catalogs of Radiohead, Björk, and Groove Armada. From the age of eight, BENEE began taking guitar lessons in primary school before starting saxophone lessons in high school. <a href=""https://www.last.fm/music/benee"">Read more on Last.fm</a>",816267,17101045,no data
Charlotte Reed," <a href=""https://www.last.fm/music/Charlotte+Reed"">Read more on Last.fm</a>",617,2288,Lilly Gray
Issey Cross,"Isabella Eliza Victoria Cross is an English musician. Her three features, on Wilkinson's ""Used to This"", Luude's ""Oh My"" featuring Moby, and Nathan Dawe & Bru-C's ""Oh Baby"" featuring bshp, charted on the UK Singles Chart at numbers 33, 98 and 35 respectively, and her solo single, ""Bittersweet Goodbye"", charted at No. 19. She is a member of  Loud LDN  <a href=""https://www.last.fm/music/Issey+Cross"">Read more on Last.fm</a>",67322,504251,Switch Disco
Johnny Yukon,"Johnny Yukon is a Los Angeles-based, Philadelphia-bred singer/songwriter and producer who began making waves in 2015 with his beat-heavy, urban pop confections on SoundCloud. As his internet profile increased, Yukon began drawing interest from labels, and eventually settled on Atlantic. In 2017 he issued a trio of singles that began with the infectious ""Laptop,"" which was co-produced by Drake collaborator Frank Dukes. He followed up that success two months later with ""Paper"" and ""Malibu Feels. <a href=""https://www.last.fm/music/Johnny+Yukon"">Read more on Last.fm</a>",118442,893227,Anfa Rose
Sia,"Sia Kate Isobelle Furler (/ˈsiːə/; born 18 December 1975) is an Australian singer-songwriter, record producer and music video director. She started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s. In 1997, when Crisp disbanded, she released her debut studio album titled OnlySee in Australia. She then moved to London, England, and provided lead vocals for the British duo Zero 7.

In 2000, Sia signed to Sony Music's sub-label Dance Pool and released her second studio album <a href=""https://www.last.fm/music/Sia"">Read more on Last.fm</a>",3629583,134732591,Adele
David Guetta,"Pierre David Guetta is a French DJ and music producer. He has sold over 10 million albums and 65 million singles globally, with more than 14 billion streams. In 2011, 2020, and 2021, Guetta was voted the number one DJ in the DJ Mag Top 100 DJs poll. In 2013, Billboard crowned ""When Love Takes Over"" as the number-one dance-pop collaboration of all time, with singer Kelly Rowland.

He released his first album, Just a Little More Love, in 2002. Later, he released Guetta Blaster (2004) and Pop Life (2007). <a href=""https://www.last.fm/music/David+Guetta"">Read more on Last.fm</a>",4518371,151798326,Calvin Harris
Nessa Barrett,"American singer and songwriter from New Jersey. Barrett rose to prominence on the video-sharing app TikTok in 2019, though she has since transitioned into making music. Barrett began her music career in mid-2020 with the release of her debut single ""Pain"".[1] Barrett is expected to release her debut EP Pretty Poison in late 2021.

In 2019, Barrett joined the social media platform TikTok. Despite transitioning into music, Barrett has accumulated over 16 million followers on the platform as of July 2021. <a href=""https://www.last.fm/music/Nessa+Barrett"">Read more on Last.fm</a>",660170,20488400,Maggie Lindemann
Eve Scott," <a href=""https://www.last.fm/music/Eve+Scott"">Read more on Last.fm</a>",15,25,no data
Charlotte Lawrence,"Charlotte Lawrence has been building steam since her first EP 'Young' came out in 2017 and was streamed in the millions, but over the course of 2020 the 20-year-old musician has slowed down, consolidated and spent the time discovering her voice, her style, her story. Over FaceTime from the floor of her bedroom in Los Angeles, she talks with unbridled enthusiasm at a hundred miles an hour about her sonic influences, her life inspirations, her struggles, her hopes and dreams. <a href=""https://www.last.fm/music/Charlotte+Lawrence"">Read more on Last.fm</a>",464493,6583883,Olivia O'Brien
Le Monkey," <a href=""https://www.last.fm/music/Le+Monkey"">Read more on Last.fm</a>",225,1348,Linctus
Stain hung over," <a href=""https://www.last.fm/music/Stain+hung+over"">Read more on Last.fm</a>",73,1395,Nonfiction Cartoons
Benson Boone,"Benson Boone (born Benson James Boone in Monroe, Washington, on June 25th 2002)  is an American singer-songwriter, multi-instrumentalist and social media star with millions of followers on TikTok. He participated on the 19th Season of US TV show American Idol and made it to Hollywood Week but decided to leave the show. His debut single, Ghost Town, was released on 15 October 2021 by Street/Warner Records. 

Boone is known for his intimate and confessional pop songs, which quickly win over audiences. <a href=""https://www.last.fm/music/Benson+Boone"">Read more on Last.fm</a>",861820,19495555,Luke Hemmings
Natalie Summer," <a href=""https://www.last.fm/music/Natalie+Summer"">Read more on Last.fm</a>",16391,71477,Ruth Lena Landgraf
Dua Lipa,"Dua Lipa (born August 22, 1995) is an English-Albanian singer-songwriter. She was born in London of refugee parents from the Republic of Kosovo, growing up between both countries until fully moving back to London at age 15.

Dua Lipa began to write her name in the music industry. Lipa gained attention from the specialized media as an artist after the release of her debut album in 2017,  ""Dua Lipa"" (self-titled). It won the third position on the UK Albums Chart and featured eight singles. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>",2619173,246297591,Ava Max
Nala Williams," <a href=""https://www.last.fm/music/Nala+Williams"">Read more on Last.fm</a>",213,810,Ashley Craig
Maroon 5,"Maroon 5 is an American pop rock band that originated in Los Angeles, California, United States. The group was formed in 1994 as Kara's Flowers while its members were still in high school and originally consisted of Adam Levine (lead vocals, guitar), Jesse Carmichael (guitar, backing vocals) Mickey Madden (bass guitar) and Ryan Dusick (drums). Kara's Flowers signed to Reprise Records and released an album, ""The Fourth World"", in 1997. After a tepid response to the album <a href=""https://www.last.fm/music/Maroon+5"">Read more on Last.fm</a>",5491249,202772680,OneRepublic
Unholy,"There is more than one artist with this name.

1) Unholy was a Finnish doom metal band that was considerably influential to funeral doom and death-doom styles. They formed in the late '80s as Holy Hell, and changed their name to Unholy in 1990. They released two demos in 1990 (""Procession of Black Doom"" and ""Demo 11.90""), an EP ""Trip to Depressive Autumn"" in 1991 and four full-lengths: ""From the Shadows"" in 1993 on Lethal Records, ""The Second Ring of Power"" (1994), ""Rapture"" (1998) and ""Gracefallen"" (1999) on Avantgarde Music. <a href=""https://www.last.fm/music/Unholy"">Read more on Last.fm</a>",39271,563306,diSEMBOWELMENT
NAJU," <a href=""https://www.last.fm/music/NAJU"">Read more on Last.fm</a>",189,1153,Naju & Tute
Doja Cat,"Doja Cat rose from viral novelty track buzz to mainstream superstar with her smooth, hypnotic, R&B-flecked pop songs of sexuality, friendship, and personal power. She gained some significant attention with her early releases, but it was her 2019 sophomore effort, Hot Pink, that took her to the top of the Hot 100. Subsequent charting singles and collaborations with SZA and Saweetie further solidified her star power, and made the arrival of her 2021 album Planet Her all the more hotly anticipated. <a href=""https://www.last.fm/music/Doja+Cat"">Read more on Last.fm</a>",2744660,322128325,SZA
Rae Sremmurd,"Rae Sremmurd ( /ˈreɪ ʃrˈɪmɜːrd/) is an American hip hop duo originating from Tupelo, Mississippi formed by two brothers, Slim Jxmmi and Swae Lee. In 2013, they signed a record deal with Mike Will Made-It's EarDrummers imprint. In January 2015, the duo released their debut album SremmLife, which was certified platinum by the Recording Industry Association of America (RIAA). In August 2016, the duo released their second album, SremmLife 2. During that same year, the duo also created their own record label, called SremmLife Crew Records. <a href=""https://www.last.fm/music/Rae+Sremmurd"">Read more on Last.fm</a>",1441944,33038125,Migos
Shampoo,"There are five artists with the name Shampoo:
1. A British pop duo
2. A Belgian jazz rock band
3. A Brazilian rock band
4. An Atlanta, GA-based indie band
5. An anonymous underground house producer

1. Shampoo were a female pop duo recording between 1993 and 2000. Comprising of Jacqui Blake and Carrie Askew, Shampoo were most famous for their peroxide blonde hair, habitual wearing of sunglasses and their single Trouble. 

History
Jacqui Blake and <a href=""https://www.last.fm/music/Shampoo"">Read more on Last.fm</a>",76067,537050,Alisha's Attic
Metro Station,"Metro Station was a band that started in Los Angeles, California in 2006, playing a mixture of electronic music with pop rock and powerpop styles. Originally an indie sensation, they've signed to Columbia/Red Ink Records, and they're best known for their RIAA certified double-platinum single ""Shake It"", which they released from their self-titled debut album, 'Metro Station', in March 2008. Popularized mainly by their co-frontman Trace Cyrus, the band has experienced a boom in their record sales. <a href=""https://www.last.fm/music/Metro+Station"">Read more on Last.fm</a>",1066500,15685539,Breathe Carolina
Polar States," <a href=""https://www.last.fm/music/Polar+States"">Read more on Last.fm</a>",3388,19045,Al Moses
Minority 905," <a href=""https://www.last.fm/music/Minority+905"">Read more on Last.fm</a>",5547,39214,Terabrite
Billie Eilish,"Billie Eilish Pirate Baird O'Connell (born December 18, 2001), known professionally as Billie Eilish, is a Grammy and Academy Award-winning American singer and songwriter signed to Darkroom/Interscope Records. Born and raised in Los Angeles, Eilish grew up in a household of actors and musicians and was homeschooled along with her brother Finneas O'Connell. At the age of eight, she joined the Los Angeles Children's Choir, developing the soulful vocals that would later appear on her early singles. <a href=""https://www.last.fm/music/Billie+Eilish"">Read more on Last.fm</a>",3245114,529421703,FINNEAS
Echosmith,"Echosmith is an alternative pop/rock band formed in Los Angeles, California in 2009. The band consists of the Sierota Siblings, Graham, Sydney and Noah. Graham plays drums, Sydney sings lead vocals and occasionally plays guitar or keys, Noah plays bass and sings backup vocals. Brother Jamie used to be the guitarist and sang backup vocals but left the band in 2016.

Echosmith signed to Warner Bros Records in May 2012. In 2012 they released a single <a href=""https://www.last.fm/music/Echosmith"">Read more on Last.fm</a>",883861,9957398,MisterWives
Heartbits," <a href=""https://www.last.fm/music/Heartbits"">Read more on Last.fm</a>",306,844,Nasty Power
208," <a href=""https://www.last.fm/music/+noredirect/208"">Read more on Last.fm</a>",717,8129,no data
Piano Dreamland," <a href=""https://www.last.fm/music/Piano+Dreamland"">Read more on Last.fm</a>",2027,9367,One Piano
Meghan Trainor,"Meghan Elizabeth Trainor (born December 22, 1993 in Nantucket, Massachusetts, U.S.) is an American singer-songwriter and television personality. Trainor rose to prominence with her 2014 debut single ""All About That Bass"", which topped the U.S. Billboard Hot 100 for eight consecutive weeks and topped the charts in other countries such as Australia, New Zealand, Canada, Germany, and the United Kingdom.

At age 17, Trainor won the worldwide Sonicbids 2011 Tennessee Concerts Song Contest with her song ""You're Good With Me. <a href=""https://www.last.fm/music/Meghan+Trainor"">Read more on Last.fm</a>",1689457,34874116,Ava Max
Urban Sound Collective," <a href=""https://www.last.fm/music/Urban+Sound+Collective"">Read more on Last.fm</a>",5746,22405,A Girl Named Sue
Ellie Goulding,"Ellie Goulding (born Elena Jane Goulding, 30 December 1986 in Hereford, England) is an English singer-songwriter. Having caught the public's attention in 2010 with her singles ""Starry Eyed"" and ""Guns and Horses,"" British vocalist Ellie Goulding quickly rose to the top of the charts with her infectious electronic pop sound. Although she started out writing songs in a folk-inflected style, she eventually grew into a more electronic-influenced artist, touching upon dance music and ambient synth pop. <a href=""https://www.last.fm/music/Ellie+Goulding"">Read more on Last.fm</a>",3218113,122086233,Rita Ora
Knox,"There are several artists/acts called Knox

1. Knox is British punk rock musician Ian M. Carnochan (born 4 September 1945 in Cricklewood, London, United Kingdom), who is perhaps best known as a founding member of British punk vband The Vibrators, but he also records under his own moniker. Born in London, he spent his formulative years in Cricklewood and then Watford, where he became interested in the guitar at the age of thirteen. He was in various school bands <a href=""https://www.last.fm/music/Knox"">Read more on Last.fm</a>",122211,2076929,Beauty School Dropout
Zoe Wees,"Zoe Wees is a German singer-songwriter. Born in Hamburg in 2002, Wees wrote music since she was a child and a finalist on “The Voice: Kids”. She released her debut single “Control” in 2019, which reached the Top 40 in France and Germany and the Top 10 in Belgium, while follow-up single “Girls Like Us”reached the Top 10 in Germany, Austria and Switzerland. Wees released her debut EP, Golden Wings, in May 2021. <a href=""https://www.last.fm/music/Zoe+Wees"">Read more on Last.fm</a>",232104,2311060,Michael Schulte
Julius Beat," <a href=""https://www.last.fm/music/Julius+Beat"">Read more on Last.fm</a>",3143,10928,Manuel T
BOH DORAN,"Boh Doran, a Midwestern native singer/songwriter and musician has been traveling and performing since she could barely walk. Influenced by the classic soul and rock writers of the 60s and 70s and laced with a blend of retro groove and modern indie pop production, Boh explores the deeper and sometimes darker side of the human heart. The collaboration with producer/writers Ethan Mentzer (The Click 5) and Jon Kaplan (New Politics, Ingrid Michaelson, A Great Big World) is set for an early 2015 release. <a href=""https://www.last.fm/music/BOH+DORAN"">Read more on Last.fm</a>",11601,55916,tiger la flor
