Artista,Biografia,Listeners,Playcount,Artistas Similares
Crusy,"Spanish DJ/Producer Crusy steps up on Exclusive Mix duties amid the hottest stretch in his career! After refocusing and retooling during the pandemic, he’s got an arsenal of new music that is doing serious damage. 

“Selecta” on Toolroom Trax has become his most DJ supported track ever including live plays from the likes of ACRAZE, Carl Cox, David Guetta, James Hype, John Summit, Malaa, and many more. Next week his new collaboration “El Beso” <a href=""https://www.last.fm/music/Crusy"">Read more on Last.fm</a>",11614,40204,ROXE
Tough Love,"1) London based duo Tough Love  have been at the forefront of the house scene for sometime now since they started out in 2011. Their distinct production, together with energetic and bass-heavy DJ sets, has created a cult following of hard-core fans across the UK and beyond. 

Their sound is instantly recognisable in their production hard-hitting grooves accompanied by crisp drum layers & undeniable dancability. It’s this infectious sound that won <a href=""https://www.last.fm/music/Tough+Love"">Read more on Last.fm</a>",103736,509641,Blinkie
no thanks,"No Thanks were a New York, USA Hardcore Punk band circa 1982-1985. The first incarnation of the band consisted of Rob: songwriter and guitarist, Jimi: bassist and background vox ,Seth :drummer and visionary, Donna Damage: singer, feminist artist and band manager. 

This line up only lasted a few months and Demo 1982 became the love child of this project. During the summer of 1982, No Thanks changed dimensions and replaced Rob with bands bassist Jimi and added Jaime on bass. <a href=""https://www.last.fm/music/no+thanks"">Read more on Last.fm</a>",11477,67859,Mecht Mensch
Leo Pol," <a href=""https://www.last.fm/music/Leo+Pol"">Read more on Last.fm</a>",27708,154170,Ricky Razu
Dosem,"Marc Dosem was born in the early eighties at the heart of Catalonia, in Girona, Spain, at the beginning of an era of common use of hardware synthesizers in music and grew up with the boom of 90's electronic dance sound. After few years of playing around with first generation personal computers during his childhood, the young Catalan started composing his first personal productions with the help of early digital music production softwares. Marc’s music influences come from the sounds of dub <a href=""https://www.last.fm/music/Dosem"">Read more on Last.fm</a>",72411,583091,Nox Vahn
Friend Within,"Breaking through the ranks of upcoming UK house producers is ""The Game"" from new artist Friend Within. The man behind the new moniker is a mystery but the quality is impeccable. We tend to believe this is not the work of a new kid but rather an experienced producer who knows what he is doing. These 2 tracks were the cream of the demo pile and there's no way this guy just picked up a DAW last week. 'The Game' kicks off with a stuttering heavyweight <a href=""https://www.last.fm/music/Friend+Within"">Read more on Last.fm</a>",70252,409953,Adelphi Music Factory
Genius Of Time,"Genius of Time (Alexander Berg & Nils Krogh) are two electronic music producers from Sweden making house music. <a href=""https://www.last.fm/music/Genius+Of+Time"">Read more on Last.fm</a>",38908,195145,no data
Pax,"There are at least eight different artists with the name PAX:

1) A Peruvian psychedelic rock band from the 1970s, now split-up. Members included: Mark Aguilar, Enrique Ego Aguirre, Miguel Flores, and Jaime Orue Moreno. They released one full length album, Pax (May God And Your Will Land You And Your Soul Miles Away From Evil) in 1970 by Sono Radio. Also a number of 45rpm singles through the '70s to the mid '80s including Exorcismo / Sr. Epidermis and Radar of Love. <a href=""https://www.last.fm/music/Pax"">Read more on Last.fm</a>",114296,644218,Traffic Sound
Dustycloud,"What kind of sounds come to mind when you think of house music? Is it light and soulful, or do you find yourself leaning toward darker, tougher tones? If the latter is more your vibe, there’s a good chance you’ve probably heard of Parisian producer Dustycloud, a mainstay act on Tchami’s Confession label and one of the more talented artists within the increasingly dominant modern house music movement. Alongside the likes of Malaa, Dombresky, Mercer <a href=""https://www.last.fm/music/Dustycloud"">Read more on Last.fm</a>",50174,428615,Sqwad
CRI,"CRi, aka Christophe Dubé, is a significant player in the Montreal electronic scene with his distinctive sonic palette characterized by pulsating house synths, intricate syncopated snares, and forward-thinking basslines. As a self-taught college dropout, CRi gained recognition with his EPs 'Tell Her' and 'Someone Else' on Young Art, TOKiMONSTA's label. His breakthrough came in 2018 with a Juno nomination and the release of the mini EP 'Me and My Friends. <a href=""https://www.last.fm/music/CRI"">Read more on Last.fm</a>",113871,1050813,no data
Cloverdale," <a href=""https://www.last.fm/music/Cloverdale"">Read more on Last.fm</a>",13781,62598,dont blink
Avante (UK)," <a href=""https://www.last.fm/music/Avante+(UK)"">Read more on Last.fm</a>",474,1640,Eddy M
Hollt," <a href=""https://www.last.fm/music/Hollt"">Read more on Last.fm</a>",16949,100482,8Kays
Miane,"Miane is equal to evolution. Formerly known as Taty Munoz, Miane steps up to become a strength by own right in the electronic music scene. Based in Ibiza, Miane’s music has a distinct staple, unique and difficult to put in words.

Miane’s story is one of hard work and DIY dedication. That, added to her immense talent, have managed to put her among the most interesting artist to keep an eye on by the scene. Without growing in a musical environment <a href=""https://www.last.fm/music/Miane"">Read more on Last.fm</a>",30878,133992,Black V Neck
Xinobi,"Xinobi is a part of a generation that grew up within the music-blog eruption fueled by Do It Yourself ethics. His sophomore album On The Quiet was up-fronted by the hits Far Away Place and Searching For (a collaboration with Lazarusman). A dance floor-focused story about the transition of many electronic musicians from punk rock & skateboarding into house music and about how dance-music can be a field for social conscious awareness. In the following years <a href=""https://www.last.fm/music/Xinobi"">Read more on Last.fm</a>",156980,1009489,Agoria
GAWP,"Having previously toured and released under different guises and styles, GAWP is certainly no stranger to the music industry…

As a result of a lifetime in the studio perfecting his craft and being mindful to only put out music of the highest standard GAWP has already released a string of tracks on Mixmag’s ‘Label Of The Decade’ Dirtybird alongside a number of highly respected imprints including Elrow, Toolroom, Soup, This Ain’t Bristol, Cheap Thrills, Night Bass and Main Course. <a href=""https://www.last.fm/music/GAWP"">Read more on Last.fm</a>",10640,40347,gettoblaster
Will Clarke,"An instantly recognizable DJ with his unique style and a one-of-a-kind beard, Will Clarke has solidified his place in dance music with recent hits “Hallelujah”, “U Take Me Higher”, and his collaboration with MK, “My Church” all released on his new label All We Have Is Now. In addition to his work on his own label, Will Clarke has recently put out records on highly esteemed labels Kneaded Pains, We Are The Brave, TrueSoul, and Relief as <a href=""https://www.last.fm/music/Will+Clarke"">Read more on Last.fm</a>",70481,363359,Shiba San
Cosmic Gate,"GRAMMY ® nominated trance legends Cosmic Gate aka Nic Chagall and Bossi have proved to be a matchless musical union. The last 20 Years set them on the course to becoming Germany’s most enduringly successful electronic music duo. Smashing the biggest festivals and road-blocking clubs worldwide, got them highest climber on DJ Mag’s Top 100 chart and racked up plentiful other awards & nominations along the way. Numerous Singles like ‘am2pm’ <a href=""https://www.last.fm/music/Cosmic+Gate"">Read more on Last.fm</a>",426842,6087937,Ferry Corsten
Morgin Madison," <a href=""https://www.last.fm/music/Morgin+Madison"">Read more on Last.fm</a>",26392,215903,No Mana
GENER8ION,"GENER8ION is a multidisciplinary collaborative project led by producer and composer Surkin and director Romain Gavras. <a href=""https://www.last.fm/music/GENER8ION"">Read more on Last.fm</a>",47683,363559,Daniel Balavoine
Cashew,"There are at least two artists that go by CASHEW. 

[br][/br]

1) CASHEW is either some acoustic solo stuff or some fluffy indie-pop thing, depending on how the members are available. Speaking of members, it's Daniel on guitar and vocals, Ramin on drums, and Bo on bass. In 2000 Daniel started to record his songs in the kitchen and has continued to do so; as a band they recently entered a studio and recorded a few songs. They are currently looking for a label. <a href=""https://www.last.fm/music/Cashew"">Read more on Last.fm</a>",15722,56610,OOTORO
Sasha,"There are currently several artists using the name Sasha:

1) Sasha, born Alexander Coe (born September 4, 1969), is a Welsh DJ and record producer. Late Night Tales Presents Sasha: Scene Delete was released in April 2016. He is also known for partnering with English DJ, John Digweed, as Sasha + Digweed. The pair released several mix albums together, including the Northern Exposure series (released between 1996 and 2001). They also released one of the all time best selling mix albums, The Renaissance Mix Collection part 1, in 1994. <a href=""https://www.last.fm/music/Sasha"">Read more on Last.fm</a>",469456,4822251,John Digweed
Collective Machine,"Márió Domján a.k.a. Collective Machine is one of the artists who first became a professional DJ then started to write his own songs. Due to his DJ presence he knows exactly from which music will start shaking the audience. 

As a producer his first release came out under the name of well known labels. With the artist name Domyan he made a remix for Plastikman which was released on the legendary M_Nus 100 compilation, and with the same alter ego got on Maya Jane Coles Dj Kicks mix too. <a href=""https://www.last.fm/music/Collective+Machine"">Read more on Last.fm</a>",5883,17671,Android Cartel
Duke Dumont,"Before 2012 Duke Dumont was known as a ‘producer’s producer’. He was the name on a 12” record the DJ knew to reach for when he wanted to please the crowd, without them knowing who had constructed the mesmerising sonic confection they were dancing to.

In 2012, two EPs on Tiga’s Turbo Recordings (with whom Duke has had a long standing relationship) changed all that. ‘For Club Play Vol. 1 & 2’ offered up sweet ecstatic deep house & UK bass cuts that have united people across the spectrum of music <a href=""https://www.last.fm/music/Duke+Dumont"">Read more on Last.fm</a>",895761,12006463,Gorgon City
LEFTWING : KODY,"Since forming in 2012, Leftwing & Kody have gone on to become two of the UK’s finest exports. Both Mixmag and DJ Mag named them as ones to watch a mere year after they paired up, with DJ Mag even nominating them for ‘Best Breakthrough DJ’ in their Best of British Awards. Since then the duo have gone on to present a monthly Rinse FM show, earn residencies at Fabric (London) and Sankeys (Ibiza), as well as releases on Hot Creations, VIVa, Truesoul, Mobilee and Knee Deep In Sound, as well as their own renowned imprint Lost Records. <a href=""https://www.last.fm/music/LEFTWING+:+KODY"">Read more on Last.fm</a>",65668,384941,Matt Guy
Tom Shorterz," <a href=""https://www.last.fm/music/Tom+Shorterz"">Read more on Last.fm</a>",1833,8801,Jade Blue
Gorge,"1.) Gorge aka Pit Waldmann expired electronic music in the late 80’s. He grew up with the sound of Thorsten Fenslau and Alexander Abraham and began to produce his own music in the middle of the 90’s. Taking a trip through all kinds of electronic music he finally came back to house and techno music influenced by deep Chicago house sound and techhouse.

In 2005 he met Nick Curly and started the imprint 8bit records which grew up to a worldwide respected label with artists like Johnny D <a href=""https://www.last.fm/music/Gorge"">Read more on Last.fm</a>",34843,167344,Nick Curly
Marcellus (UK)," <a href=""https://www.last.fm/music/Marcellus+(UK)"">Read more on Last.fm</a>",1604,6474,Tomi&Kesh
Midland,"Midland is the name of more than one artist:
1)  Country music group from Dripping Springs Texas.
2)  Harry Agius, DJ, Producer and record label owner from London, UK. 

1) Midland is a country music group formed in 2014 in Dripping Springs, Texas. They have released three studio albums, On the Rocks, Let It Roll and The Last Resort: Greetings From, which have accounted for seven charted singles on the Billboard country chart: ""Drinkin' Problem"", Burn Out"", ""Make a Little"", ""Mr. <a href=""https://www.last.fm/music/Midland"">Read more on Last.fm</a>",231245,3872075,Floating Points
Computer Graphics," <a href=""https://www.last.fm/music/Computer+Graphics"">Read more on Last.fm</a>",7064,65122,Rad Machine
Forma,"There are at least four artists with this name:

1) Alt rock, jazz, metal and ambient band from Warsaw.

2) Experimental artist consisting of Ant Weiss and Junkin.

3) FORMA, a minimal synth/Kosmische trio from Brooklyn, New York: http://www.formasounds.com

4) Nu-metal rock band from Lučenec, Slovakia

5) Electronic project from Ostrava, Czech Republic (Gergaz Netlabel, Lazytempo)

1) Forma originates from Warsaw School of Architecture (WAPW), where three students found their musical path together back in 2004. <a href=""https://www.last.fm/music/Forma"">Read more on Last.fm</a>",21738,163207,Jonas Reinhardt
ibra," <a href=""https://www.last.fm/music/ibra"">Read more on Last.fm</a>",22335,197310,Made
House Vs Hurricane,"Incorrect tag. Please change to House Vs. Hurricane <a href=""https://www.last.fm/music/+noredirect/House+Vs+Hurricane"">Read more on Last.fm</a>",3359,40959,no data
Dot N Life," <a href=""https://www.last.fm/music/Dot+N+Life"">Read more on Last.fm</a>",7277,28351,Kyle Walker
Kant,"Kant was an Latvian alternative metal band from Ogre, Latvia. The band, which was founded in 2000, consisted of Jānis Vītoliņš (vocals), Mareks Ezerkalns (guitars and keyboards), Jānis Rakvičs (guitars), Oskars Lelis (bass) and Mareks Kaminskis (drums).

The band's debut EP Impresija 7 was released in 2003, they broke up shortly after in 2004.

http://kant.times.lv <a href=""https://www.last.fm/music/Kant"">Read more on Last.fm</a>",134321,1619047,Costa Gold
cult member,"Liam Hayden, better known as Cult Member, is a Victoria, Canada-based house and acid techno producer. He has produced four full length albums including the underground cult hit Ethernet, as well as two EPs. After releasing Ethernet in June 2019, he disappeared. Ethernet in particular has gained massive notoriety on the internet, and was released on cassette via Pure Life Tapes.  <a href=""https://www.last.fm/music/cult+member"">Read more on Last.fm</a>",75009,1168530,no data
Reelow,"Hungarian-born, Barcelona-based DJ/Producer, Reelow, has a knack for churning prowling bass lines and indelible riffs into heavy hitting dance floor records. Reelow’s sound is not limited to one genre but incorporates influences from jazz, soul, breakbeat, hip-hop and techno.

As an evolving power house producer, Reelow owns a host of impressive releases on labels such as Time Has Changed, Moan, Serkal, Inmotion Music, CellaaMusic, Kosmophono, Yoruba Grooves and Hopeless just to name a few. <a href=""https://www.last.fm/music/Reelow"">Read more on Last.fm</a>",4670,18393,Dimmish
Eelke Kleijn,"Ever since his 2003 landing in the world of electronic music, Eelke Kleijn has been a name synonymous with quality. Fans and enthusiasts worldwide have come to love the sympathetic Dutchman for his affectionate sound, unique productions and energetic DJ sets, which have taken him from sun-soaked Mexico to Russia, and almost everywhere in between. And it's not just the fans that are moved by his work; avid followers include internationally renowned DJs such as Hernán Cattáneo <a href=""https://www.last.fm/music/Eelke+Kleijn"">Read more on Last.fm</a>",191875,1558264,Yotto
Harvy Valencia," <a href=""https://www.last.fm/music/Harvy+Valencia"">Read more on Last.fm</a>",2481,9689,Jholeyson
nOIZU,"Los Angeles based Noizu is quickly climbing through the ranks of house music. Making his debut on the Chris Lake and Skrillex curated ‘HOWSLA’ in 2017 with ‘Lasers’ before catching the eyes and ears of French label boss Tchami. His follow up release saw the Jungle EP, an instant live anthem supported by Diplo, Oliver Heldens, A-Trak, Jauz, Malaa and more.

2018 started with singles ‘LFO’ and ‘Wavey’, gaining huge support from Sirius / Diplo Revolution. The latter in particular receiving over 200 plays. <a href=""https://www.last.fm/music/nOIZU"">Read more on Last.fm</a>",218909,1882116,no data
ZHU,"Steven Zhu, known mononymously as Zhu, is an American electronic music producer and singer who has been active since the beginning of 2014, signed to Mind of a Genius Records. Until mid-2014, Zhu remained anonymous, asking to be judged by his music alone. <a href=""https://www.last.fm/music/ZHU"">Read more on Last.fm</a>",798875,14565221,Bob Moses
Chris Lake,"Globally recognised as one of the most exciting, forward thinking and cutting edge producers on the scene, Chris Lake's rare ability to create tracks that fuse elements of house, electro and techno has not been lost on his fellow peers. His innovative productions continue to receive wave after wave of support from such luminaries that include Sasha, Danny Howells, Justin Robertson, Sander Kleinenberg and Carl Cox, whilst Pete Tong leads the way in championing the unique sound that has established Chris as one of the world's elite. <a href=""https://www.last.fm/music/Chris+Lake"">Read more on Last.fm</a>",599786,5907485,Fisher
Tritonal,"
After only three short years of united production, progressive trance duo Tritonal has become one of the top names to watch in the international electronic dance music scene. Currently standing at #83 on DJ Mag’s Top 100 DJs List, Tritonal has seen track after track fly up the Beatport charts and land in the sets of some of the most renowned and respected DJs in the world. In 2011, Tritonal shows no signs of slowing down—even after a whirlwind, worldwide tour to promote their debut artist album, ""Piercing the Quiet.” <a href=""https://www.last.fm/music/Tritonal"">Read more on Last.fm</a>",404608,6095654,Audien
Chaney,"Chaney (Theo Altieri)  is a house music producer from Swindon, UK. From a musical family, he signed a publishing deal before the age of 18, and made his trade as a singer/songwriter before beginning to experiment with dance music. What emerged became his signature style: winking odes to nights out, set against irresistible club-ready backdrops. He has released music on Toolroom, Make Em Move and Edible. <a href=""https://www.last.fm/music/Chaney"">Read more on Last.fm</a>",58012,355667,J. Worra
Sacha Robotti," <a href=""https://www.last.fm/music/Sacha+Robotti"">Read more on Last.fm</a>",13400,53132,Billy Kenny
Stefan ringer," <a href=""https://www.last.fm/music/Stefan+ringer"">Read more on Last.fm</a>",10548,38953,Final Cut
Hot Since 82,"Born and raised in the Athersley South estate of Barnsley (United Kingdom), Hot Since 82 was raised for success as a DJ from birth. He grew up with four brothers and sisters, which meant an eclectic barrage of different genres in every room of the house. His father also helped groom Daley for house music stardom (or, at least, a high tolerance for harder bass), inviting Daley to spend weekends at his garage, where he fixes VW Beetles… and equips them with monstrous sound systems. <a href=""https://www.last.fm/music/Hot+Since+82"">Read more on Last.fm</a>",149317,1281416,Maya Jane Coles
Merk & Kremont,"Federico Mercuri and Giordano Cremona (both born in 1992), known professionally as Merk & Kremont are two Italian DJs, songwriters, record producers and remixers from Milan. In 2014 they were included in the top 100 of the world's DJ compiled by DJ Magazine in 94th place. <a href=""https://www.last.fm/music/Merk+&+Kremont"">Read more on Last.fm</a>",135069,1029909,Shanguy
Claes Rosen,"Twentysix year old music producer. It all began in the 1990's when he started off in a program called, fasttracker II. The vibes kept coming and through the years of music production he has come across several types of styles. From commercial music, to dark and severe twelve inch dubplates (L-WIZ). Now in 2007, he's hooked mostly on house music, but his skills do not end there.


- Claes Rosen MySpace page <a href=""https://www.last.fm/music/Claes+Rosen"">Read more on Last.fm</a>",37658,213026,Bound to Divide
D.O.D,"There are 3 types of D.O.D.  the first is Do or Die a four piece band from San Francisco, comprising of two women and two men who are no longer playing together. 

The Second is Duo of Darkness a three piece band from Groningen; The Netherlands comprising of three friends rhymin' their way to the top. (www.last.fm/music/duo+of+darkness)

The third is is a British house music DJ & Producer, D.O.D <a href=""https://www.last.fm/music/D.O.D"">Read more on Last.fm</a>",265932,3356043,Noizu
Dennis Cruz,"Dennis Cruz is one of the pillars of the underground house and tech community. At 17 years old Dennis started djing whilst also studying sound engineer. In his 20s, he had already worked with several hiphop artists and rock bands in the studio with their production.

As a DJ and producer he is truly setting trends with his fresh sounds and, off the back of his busiest year yet, he has plenty more in store for the world in 2017. 

The Spaniard is never far away from the top of the charts thanks to his high rate of release on labels like Snatch! <a href=""https://www.last.fm/music/Dennis+Cruz"">Read more on Last.fm</a>",57854,340975,Josh Butler
Tinlicker,"Utrecht based duo Micha Heyboer and Jordi van Achthoven have been crafting their computerized soul together since 2013. And even during those early days they were no rookies, having individually honed their skills as part of world renowned drum 'n bass act Black Sun Empire (Heyboer) and as producer, songwriter and music editor for many artists (Van Achthoven).

All this previous experience showed from day one, resulting in an impressive string of highly mature and deeply emotive tracks. <a href=""https://www.last.fm/music/Tinlicker"">Read more on Last.fm</a>",321593,4223786,Massane
F.E.M," <a href=""https://www.last.fm/music/F.E.M"">Read more on Last.fm</a>",670,2569,Telikan
Illyus & Barrientos,"Glasgow has always been a fertile breeding ground for house music. With countless internationally-renowned DJs hailing from the city, there is no shortage of world-class talent in the UK’s northern clubbing powerhouse. 

The latest duo to set dance oors alight in Glasgow and far beyond are Illyus & Barrientos. The pair have diverse origins – Barrientos has Chilean parents and was born in America, while Illyus grew up in Frankfurt after being born in Govan. <a href=""https://www.last.fm/music/Illyus+&+Barrientos"">Read more on Last.fm</a>",44872,234824,Wh0
KC Lights,"Following an explosive few years, Scotland's multi-talented musician/DJ/producer KC Lights has firmly established himself as one of the most exciting UK talents on the scene. 

He grew up on a small island off the West Coast of Scotland, the Isle of Bute, and music grabbed his attention from an early age, with his love for composing and performing leading him to an honours degree and multiple awards at University. After a trip to Ibiza in his teens, KC Lights fell in love with electronic music. <a href=""https://www.last.fm/music/KC+Lights"">Read more on Last.fm</a>",99102,575147,Sonny Fodera
Luttrell,"Luttrell is Eric Luttrell, an electronic music producer from San Francisco, California. He is signed to Anjunadeep. 




 <a href=""https://www.last.fm/music/Luttrell"">Read more on Last.fm</a>",84714,1244433,Yotto
Cassy,"Cassy (real name: Catherine Britton) left England for Austria in 1975 with her father.  Her first musical foray was as a vocalist for Elin (aka Autorepeat) on ""Music Takes Me Higher"".  It wasn't long before she turned her attention to mixing.  She was often found in the Vienna and Munich scenes, before moving to Berlin in 2003.  Shortly after she got involved with artists like Ricardo Villalobos and Steve Bug.  Her first solo release was ""My Auntie"" on Perlon records <a href=""https://www.last.fm/music/Cassy"">Read more on Last.fm</a>",20722,91608,Sammy Dee
Al Wootton," <a href=""https://www.last.fm/music/Al+Wootton"">Read more on Last.fm</a>",12563,85838,Azu Tiwaline
Pirate Copy," <a href=""https://www.last.fm/music/Pirate+Copy"">Read more on Last.fm</a>",5922,19927,Tini Gessler
Michael Sparks," <a href=""https://www.last.fm/music/Michael+Sparks"">Read more on Last.fm</a>",20151,141847,Habstrakt
Blood Groove & Kikis,"Blood Groove & Kikis are a Progressive House DJ & producer duo consisting of Edmunds Kasperovics and Kristaps Kārklins from Aizkraukle, Latvia - but now residing in Riga, Latvia.

Hailing from a small town in Latvia, Blood Groove & Kikis consists of Edmunds Kasperovičs and Kristaps Kārkliņš, who initially met on a party in which they both performed. They quickly discovered that they not only shared a similar taste in music, but also common career aspirations. Soon thereafter, they formed the duo that we now know as Blood Groove & Kikis. <a href=""https://www.last.fm/music/Blood+Groove+&+Kikis"">Read more on Last.fm</a>",8966,115177,Vintage & Morelli
Biscits,"Southampton born and bred Biscits has enjoyed another high achieving year with releases on Thrive, Selected, his home label Solotoko & more. His productions have amassed over 2 million monthly listeners on Spotify alone and his track Your Body was one of the most played tech house tacks of 2021. He’s continued to gain the support of industry mentors and peers including Diplo, Sonny Fodera, Dom Dolla, Solardo and more.

Biscits has another busy year of releases lined up including a collaboration EP with Sonny Fodera & an album on Solotoko. <a href=""https://www.last.fm/music/Biscits"">Read more on Last.fm</a>",136696,1114531,Martin Ikin
Shadow Child,"There is more than one artist/band under the name Shadow Child;

1) UK Electronic production side-project by Dave Spoon. Signed to Claude VonStroke's Dirty Bird imprint, he blends a mix of bass music, house and drum n bass. 

2) A melodic harcore band <a href=""https://www.last.fm/music/Shadow+Child"">Read more on Last.fm</a>",88808,490120,Gorgon City
Deeper Purpose,"Already highly touted for his production prowess – London based DJ/Producer Stephen Galloway, AKA Deeper Purpose, is primed to make a major impact on the global dance music scene in 2022 and beyond. In addition to his numerous releases with top-tier labels like Catch & Release, Repopulate Mars, Insomniac Records and Saved; Deeper Purposes’s remix of Piero Pirupa's ""Everybody's Free (To Feel Good)"" on Spinnin’ Deep also finished 2021 as the longest-running Beatport Tech House #1 of the year. <a href=""https://www.last.fm/music/Deeper+Purpose"">Read more on Last.fm</a>",33086,179747,Martin Ikin
Chris Lorenzo,"Producer, remixer, DJ and Rinse FM host, Birmingham UK's Chris Lorenzo is widely acknowledged for pioneering his hometown's emergent and increasingly popular Jackin' house come Bassline hybrid sound, which he terms simply ""House & Bass"". 

Having built up specialist support with releases on a plethora of tastemaker labels, including Claude Von Stroke's Dirtybird label and Shadow Child & Kry Wolf's lauded Food Music label, Lorenzo has also been called upon to remix My Nu Leng for Black Butter and Disclosure for PMR.  <a href=""https://www.last.fm/music/Chris+Lorenzo"">Read more on Last.fm</a>",253755,2038390,Dom Dolla
MARTEN HØRGER," <a href=""https://www.last.fm/music/+noredirect/MARTEN+H%C3%98RGER"">Read more on Last.fm</a>",55387,360291,no data
Colour Castle," <a href=""https://www.last.fm/music/Colour+Castle"">Read more on Last.fm</a>",12085,41246,George Sandler
Gorgon City,"Gorgon City are two North London producers individually known as Foamo and RackNRuin.

Taking up residence on Black Butter Records, their February 2012 debut collaboration ""The Crypt EP"" featured NAVIGATOR, RUBI DAN and JANAI.

One year later, they joined forces with Yasmin for the lead track of the ""Real EP"", ""Real (feat. Yasmin)"", gaining support on both the dancefloor and airwaves. ""Intentions (feat. Clean bandit)"" with Nikki B on vocals and backed by ""Cycles"" , were released on May 2013. <a href=""https://www.last.fm/music/Gorgon+City"">Read more on Last.fm</a>",560085,7974979,Duke Dumont
Yotto,"Otto Yliperttula (born October 8, 1986), known professionally by his stage name, Yotto, is a Finnish DJ, songwriter, and record producer. Currently residing in Helsinki, Finland, the 30-year-old is signed to English deep house label, Anjunadeep.

Yotto came to fruition with a string of remixes and originals that caught the ear of Anjunadeep label boss, James Grant. Deemed “a man of many sounds” by Billboard and “an experimental house talent” by Dancing Astronaut <a href=""https://www.last.fm/music/Yotto"">Read more on Last.fm</a>",175321,2297641,Luttrell
Kölsch,"Well known for his productions Rune Reilly Kolsch has sold millions of records all over the world under his many different monikers and production work includes some of the biggest artist in the world. But something has always been missing.

Being a true techno head, paying homage to his underground roots is very important to him. So he started the slightly mysterious Tattoorecs with his brother Johannes Torpe, and together they are enjoying great <a href=""https://www.last.fm/music/+noredirect/K%C3%B6lsch"">Read more on Last.fm</a>",211540,2511096,Paul Kalkbrenner
Landhouse," <a href=""https://www.last.fm/music/Landhouse"">Read more on Last.fm</a>",27486,224544,Iorie
House Music 2021," <a href=""https://www.last.fm/music/House+Music+2021"">Read more on Last.fm</a>",202,3061,Gym Motivation DJ Team
Kyau & Albert,"Kyau & Albert is the working name for two trance music producers and DJs from Germany named Ralph Kyau and Steven Moebius Albert. They were formerly known as Kyau vs. Albert but changed their working name to Kyau & Albert in 2006.

Ralph Kyau had his first experience with the production of electronic music in 1990 and gained a reputation for DJing as well as Live PA sets at several underground techno parties in Germany before releasing his first record ""Modulation Experiments"" at the end of 1993. <a href=""https://www.last.fm/music/+noredirect/Kyau+&+Albert"">Read more on Last.fm</a>",40430,533472,no data
Bleu Clair,"Kurniawan Wicaksono (born April 21, 1995) or better known as Bleu Clair is an Indonesian musician and producer.

Delivering unparalleled tech and bass house delicacies from the studio, Indonesian born artist Bleu Clair is bringing to dance floors what one can only describe as flaunting house music for the future. Essentially, this young producer has curated a signature sound under his name that evokes a dynamic energy amongst the tech and bass house devotees and music industry pioneers alike. <a href=""https://www.last.fm/music/Bleu+Clair"">Read more on Last.fm</a>",56944,461906,Sqwad
Linkwood,"Linkwood is Producer, Engineer and DJ Nick Moore. 
Best known for his highly acclaimed releases on Firecracker Records, including 'Miles Away' and 'Piece of Mind', Linkwood released his first LP ‘System’ for Prime Numbers in September 2009 - an album which has taken him around the world. 
As a teenager growing up in Bristol in the late 80’s/early 90’s, Linkwood became fascinated with house and techno. This inspired him to make his own music and learn everything possible about production and recording techniques. <a href=""https://www.last.fm/music/Linkwood"">Read more on Last.fm</a>",47241,350736,Move D
Garlington,"Garlington has fast become a band known for its mixture of Indie rock, classic lead guitar, jazz guitar progressions, and syncopated rhythm. Garlington formed in late 2002, when drummer Jake Hicks met songwriter Garth Rivers, and the dynamic duo started performing as a two piece in local venues. Recognizing their sound as something fresh and unique, the two musicians decided to build Garlington into more than just another coffee house show. The addition of lead guitarist Trent Smith <a href=""https://www.last.fm/music/Garlington"">Read more on Last.fm</a>",4460,21025,Anastasiia
Matroda,"Croatian raised producer Matroda is the epitome of electronic music’s fleeting existence. Welcoming house music in his own unique way, with the aptly named ‘matrodasound’ coined by his true fans, the studio sets no limits for this unique but incredibly celebrated artist. Taking early influences from the likes of Led Zeppelin, Frank Sinatra and The Beatles while introducing classical training across the violin, drums and keyboard, the Matroda sound has proven its highly desirable accomplishment around the world over recent years. <a href=""https://www.last.fm/music/Matroda"">Read more on Last.fm</a>",181862,1802356,Bleu Clair
Kisch,"Multi-instrumentalist, producer and DJ, Kisch has been on the London music scene since before he can remember. Never one to limit himself to a single genre, he cut his teeth playing for guitar bands across the UK’s capital before discovering his love for Chicago beats and replacing his Fenders with Korgs and Pioneers.

He is fast establishing himself among the house music elite with his track “Love All Day” hitting #2 in the overall Traxsource chart and receiving support from Danny Howard on his Dance Anthems show. <a href=""https://www.last.fm/music/Kisch"">Read more on Last.fm</a>",41661,201220,D.O.D
MANT,"DJ & house music producer duo of London, UK.
https://www.thisismant.com/
https://twitter.com/mant
https://www.instagram.com/mant/
https://www.facebook.com/thisismant
https://soundcloud.com/mant-music
https://www.mixcloud.com/thisismant/ <a href=""https://www.last.fm/music/MANT"">Read more on Last.fm</a>",31751,123118,Locklead
Klur," <a href=""https://www.last.fm/music/Klur"">Read more on Last.fm</a>",84522,580760,Polar Inc.
